"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
4.583124375E0;4.783033580E-2;2.872882178E-3;5.003742501E-2
4.588049896E0;4.569980502E-2;-3.518698504E-3;5.962479487E-2
4.592972864E0;4.037348926E-2;-7.779752836E-3;7.027743012E-2
4.597898437E0;4.037348926E-2;-1.097554341E-2;7.773426920E-2
4.602823958E0;3.824295849E-2;-1.523659751E-2;8.199532330E-2
4.607749479E0;3.611243516E-2;-1.843238808E-2;8.732163906E-2
4.612675052E0;3.611243516E-2;-2.269344218E-2;9.158269316E-2
4.617600573E0;3.185138106E-2;-1.949765161E-2;9.477848560E-2
4.622561041E0;2.759032510E-2;-1.523659751E-2;1.001048088E-1
4.627486562E0;2.332927100E-2;-9.910279885E-3;1.075616553E-1
4.632412135E0;2.545979805E-2;7.423554780E-4;1.139532328E-1
4.637337656E0;2.652506158E-2;8.199200034E-3;1.182142869E-1
4.642263177E0;2.972085029E-2;1.352551766E-2;1.214100718E-1
4.647188750E0;3.611243516E-2;1.672130823E-2;1.267364025E-1
4.652074791E0;3.504716605E-2;2.417815290E-2;1.352585107E-1
4.657000364E0;3.078611381E-2;2.630867809E-2;1.437806189E-1
4.661925885E0;2.013348043E-2;3.163499758E-2;1.533679962E-1
4.666851406E0;1.267663576E-2;3.909184039E-2;1.650858819E-1
4.671776979E0;9.480845183E-3;4.335289821E-2;1.725427359E-1
4.676702500E0;1.054610871E-2;4.761394858E-2;1.842606217E-1
4.681659219E0;1.906821690E-2;5.080974102E-2;1.970437914E-1
4.686584739E0;3.291664273E-2;5.507079139E-2;2.108922154E-1
4.691510312E0;4.676506668E-2;6.252764165E-2;2.204795927E-1
4.696435833E0;5.528717488E-2;6.998448074E-2;2.279364467E-1
4.701361354E0;5.954822898E-2;7.211501151E-2;2.375238091E-1
4.706286927E0;5.635243654E-2;7.637606561E-2;2.449806482E-1
4.711202083E0;4.783033580E-2;7.637606561E-2;2.545680106E-1
4.716127500E0;4.356927425E-2;7.744132727E-2;2.609595954E-1
4.721052969E0;4.356927425E-2;6.998448074E-2;2.620248497E-1
4.725978385E0;4.783033580E-2;5.187500268E-2;2.609595954E-1
4.730903802E0;5.635243654E-2;2.311288938E-2;2.556332946E-1
4.735829271E0;5.741770566E-2;-1.097554341E-2;2.460459024E-1
4.740749271E0;5.209138244E-2;-4.932502657E-2;2.332627475E-1
4.745674687E0;3.611243516E-2;-8.341345936E-2;2.215448469E-1
4.750600156E0;1.374189928E-2;-1.111103147E-1;2.076964378E-1
4.755525573E0;-7.563370746E-3;-1.281545311E-1;1.959785223E-1
4.760450989E0;-1.821600646E-2;-1.302850693E-1;1.917174757E-1
4.765376458E0;-1.821600646E-2;-1.217629462E-1;1.906522214E-1
4.770294323E0;-9.693898261E-3;-1.025882065E-1;1.906522214E-1
4.775219791E0;5.219791085E-3;-7.808714360E-2;1.906522214E-1
4.780145208E0;2.439453453E-2;-4.825976491E-2;1.917174757E-1
4.785070625E0;4.569980502E-2;-1.417133398E-2;1.927827448E-1
4.789996094E0;6.487454474E-2;2.204762585E-2;1.949132681E-1
4.794921510E0;8.404928446E-2;5.826658756E-2;1.895869523E-1
4.799877291E0;1.064198241E-1;9.022448957E-2;1.799995750E-1
4.804802708E0;1.362472028E-1;1.179213375E-1;1.672164053E-1
4.809728177E0;1.671398431E-1;1.424223930E-1;1.501722038E-1
4.814653594E0;1.937714368E-1;1.605318934E-1;1.267364025E-1
4.819579010E0;2.054893225E-1;1.722497791E-1;1.022353321E-1
4.824504427E0;2.044240683E-1;1.807719022E-1;6.814689934E-2
4.829421510E0;1.852493286E-1;1.850329489E-1;2.766689099E-2
4.834346927E0;1.628787965E-1;1.850329489E-1;-1.174785942E-2
4.839272396E0;1.596829891E-1;1.829024106E-1;-5.116260797E-2
4.844197812E0;1.671398431E-1;1.775761098E-1;-9.164262563E-2
4.849123229E0;1.863145828E-1;1.722497791E-1;-1.331878901E-1
4.854048698E0;2.097503841E-1;1.711845249E-1;-1.704721153E-1
4.858974062E0;2.395777702E-1;1.701192409E-1;-2.088215947E-1
4.863899479E0;2.704704106E-1;1.765108258E-1;-2.503668666E-1
4.868824948E0;2.939062119E-1;1.829024106E-1;-2.940426767E-1
4.873750364E0;3.194725215E-1;1.860982031E-1;-3.345226943E-1
4.878675781E0;3.429083526E-1;1.892939955E-1;-3.771332204E-1
4.883601250E0;3.620830774E-1;1.924897879E-1;-4.165479839E-1
4.888526666E0;3.716704547E-1;1.988813728E-1;-4.485058784E-1
4.893452135E0;3.823230863E-1;2.052729577E-1;-4.772680104E-1
4.898377552E0;3.929757178E-1;2.105992585E-1;-5.007038713E-1
4.903302969E0;4.110851884E-1;2.180561274E-1;-5.198785663E-1
4.908228385E0;4.366514981E-1;2.201866359E-1;-5.358574986E-1
4.913153854E0;4.643483758E-1;2.169908434E-1;-5.465101600E-1
4.918054166E0;4.899146855E-1;2.180561274E-1;-5.497059822E-1
4.922979635E0;5.133505464E-1;2.137950510E-1;-5.486407280E-1
4.927905052E0;5.325252414E-1;2.052729577E-1;-5.379880667E-1
4.932830469E0;5.431778431E-1;1.903592497E-1;-5.230743885E-1
4.937755937E0;5.474389791E-1;1.722497791E-1;-5.081606507E-1
4.942681354E0;5.580915213E-1;1.562708467E-1;-4.857901335E-1
4.947607708E0;5.676789284E-1;1.402918845E-1;-4.644848406E-1
4.952533125E0;5.804620981E-1;1.243129149E-1;-4.399837852E-1
4.957458594E0;6.017673612E-1;1.168560758E-1;-4.069606364E-1
4.962384010E0;6.273337007E-1;1.168560758E-1;-3.750027120E-1
4.967309427E0;6.571610570E-1;1.093992293E-1;-3.419795334E-1
4.972234896E0;6.848579049E-1;1.125950217E-1;-3.100216389E-1
4.977158177E0;7.082936764E-1;1.179213375E-1;-2.748679519E-1
4.982083594E0;7.253379226E-1;1.232476607E-1;-2.375837117E-1
4.987009062E0;7.349252701E-1;1.370960921E-1;-2.024300247E-1
4.991934479E0;7.498390079E-1;1.488139778E-1;-1.672763228E-1
4.996859896E0;7.668832541E-1;1.573361009E-1;-1.331878901E-1
5.001785364E0;7.828621864E-1;1.679887325E-1;-9.696894139E-2
5.006710469E0;8.009716868E-1;1.797066182E-1;-5.968471989E-2
5.011635885E0;8.212116361E-1;1.882287413E-1;-2.026996948E-2
5.016561354E0;8.393211365E-1;1.967508346E-1;1.914478280E-2
5.021486771E0;8.563653231E-1;2.031424195E-1;5.962479487E-2
5.026412187E0;8.702138066E-1;1.946202964E-1;9.477848560E-2
5.031337656E0;8.808664083E-1;1.956855804E-1;1.299321949E-1
5.036264844E0;8.861927390E-1;1.903592497E-1;1.661511511E-1
5.041190260E0;8.883232474E-1;1.775761098E-1;1.970437914E-1
5.046115729E0;8.883232474E-1;1.711845249E-1;2.279364467E-1
5.051041146E0;8.936495781E-1;1.637276560E-1;2.535027564E-1
5.055966562E0;8.989759088E-1;1.615971476E-1;2.705469728E-1
5.060892031E0;9.032369256E-1;1.637276560E-1;2.801343501E-1
5.065815781E0;9.138895869E-1;1.679887325E-1;2.875911891E-1
5.070741198E0;9.213464260E-1;1.701192409E-1;2.897217274E-1
5.075666666E0;9.288032651E-1;1.775761098E-1;2.875911891E-1
5.080592083E0;9.373253584E-1;1.892939955E-1;2.790690660E-1
5.085517500E0;9.437169433E-1;2.020771652E-1;2.684164643E-1
5.090442969E0;9.554348588E-1;2.159255892E-1;2.577638030E-1
5.095366250E0;9.628916979E-1;2.308392674E-1;2.417848557E-1
5.100291666E0;9.724790454E-1;2.414918989E-1;2.215448469E-1
5.105217135E0;9.799358845E-1;2.478834838E-1;2.023701072E-1
5.110142552E0;9.820664525E-1;2.468182296E-1;1.842606217E-1
5.115067969E0;9.820664525E-1;2.425571531E-1;1.672164053E-1
5.119993437E0;9.831317067E-1;2.393613905E-1;1.501722038E-1
5.124921406E0;9.767401218E-1;2.351003438E-1;1.309974492E-1
5.129846823E0;9.660875201E-1;2.308392674E-1;1.150184944E-1
5.134772291E0;9.618263841E-1;2.233824283E-1;1.086269170E-1
5.139697708E0;9.575653672E-1;2.127297968E-1;9.903954715E-2
5.144623125E0;9.660875201E-1;2.042076737E-1;9.051743150E-2
5.149548594E0;9.831317067E-1;1.935550421E-1;7.879953831E-2
5.154471614E0;1.005502224E0;1.860982031E-1;6.282058358E-2
5.159397031E0;1.030003309E0;1.818371564E-1;3.831952438E-2
5.164322500E0;1.048112631E0;1.786413640E-1;2.127530985E-2
5.169247916E0;1.059830546E0;1.807719022E-1;-2.160487697E-3
5.174173333E0;1.064091682E0;1.892939955E-1;-3.198786452E-2
5.179098802E0;1.066222191E0;2.010118812E-1;-6.394577771E-2
5.184025416E0;1.069417953E0;2.137950510E-1;-9.590367973E-2
5.188950833E0;1.073679090E0;2.319045216E-1;-1.321226209E-1
5.193876302E0;1.079005361E0;2.532097995E-1;-1.715373695E-1
5.198801719E0;1.082201123E0;2.809066772E-1;-2.088215947E-1
5.203727135E0;1.084331632E0;3.107340336E-1;-2.493016422E-1
5.208652604E0;1.083266497E0;3.405614197E-1;-2.919121683E-1
5.213612448E0;1.080070615E0;3.671930134E-1;-3.313269019E-1
5.218537864E0;1.080070615E0;3.938245773E-1;-3.707416654E-1
5.223463333E0;1.079005361E0;4.172604084E-1;-4.122869372E-1
5.228388750E0;1.077940106E0;4.406962097E-1;-4.548974931E-1
5.233314166E0;1.081135869E0;4.630667269E-1;-4.879206419E-1
5.238239635E0;1.080070615E0;4.811761975E-1;-5.209438801E-1
5.243165625E0;1.077940106E0;4.971551299E-1;-5.539669991E-1
5.248091041E0;1.069417953E0;5.099382997E-1;-5.827291608E-1
5.253016510E0;1.065156937E0;5.216562152E-1;-6.093607545E-1
5.257941927E0;1.058765411E0;5.333741307E-1;-6.317312121E-1
5.262867344E0;1.058765411E0;5.450919867E-1;-6.509059668E-1
5.267792760E0;1.063026309E0;5.546793938E-1;-6.636891961E-1
5.272718698E0;1.071548581E0;5.621362329E-1;-6.732764840E-1
5.277644114E0;1.083266497E0;5.685278177E-1;-6.796681285E-1
5.282569583E0;1.096049547E0;5.663973093E-1;-6.817985773E-1
5.287495000E0;1.108832717E0;5.600057244E-1;-6.817985773E-1
5.292420416E0;1.118420124E0;5.514836311E-1;-6.807333827E-1
5.297345833E0;1.125876904E0;5.418962240E-1;-6.754070520E-1
5.302234531E0;1.124811649E0;5.333741307E-1;-6.690154672E-1
5.307159948E0;1.118420124E0;5.237867832E-1;-6.636891961E-1
5.312085416E0;1.110963225E0;5.141993761E-1;-6.594281197E-1
5.317010833E0;1.104571700E0;5.088731050E-1;-6.455796957E-1
5.321936250E0;1.100310683E0;5.078077912E-1;-6.391880512E-1
5.326861719E0;1.101375818E0;5.120688677E-1;-6.349270344E-1
5.331784010E0;1.113093734E0;5.216562152E-1;-6.317312121E-1
5.336709427E0;1.131203294E0;5.301783085E-1;-6.349270344E-1
5.341634896E0;1.149312735E0;5.387004018E-1;-6.423838735E-1
5.346560312E0;1.164226413E0;5.504183173E-1;-6.487754583E-1
5.351487604E0;1.170618057E0;5.610709786E-1;-6.551671028E-1
5.356412969E0;1.165291786E0;5.749194026E-1;-6.615586281E-1
5.361338385E0;1.152508497E0;5.972899199E-1;-6.615586281E-1
5.366263854E0;1.141855955E0;6.217910051E-1;-6.562322974E-1
5.371189271E0;1.132268548E0;6.409657001E-1;-6.519712806E-1
5.376114687E0;1.121616006E0;6.548141837E-1;-6.381227970E-1
5.381040156E0;1.112028599E0;6.686625481E-1;-6.146870255E-1
5.385965729E0;1.106702209E0;6.803804636E-1;-5.869901776E-1
5.390891146E0;1.097114921E0;6.942288876E-1;-5.582280755E-1
5.395816614E0;1.090723276E0;7.059468031E-1;-5.252048969E-1
5.400742031E0;1.091788530E0;7.144688964E-1;-4.921816885E-1
5.405667448E0;1.096049547E0;7.176647186E-1;-4.580932558E-1
5.410592916E0;1.110963225E0;7.176647186E-1;-4.272006154E-1
5.415520312E0;1.130138040E0;7.134036422E-1;-3.995037675E-1
5.420445729E0;1.148247480E0;7.112730742E-1;-3.760679960E-1
5.425371198E0;1.153573871E0;7.048815489E-1;-3.632848263E-1
5.430296614E0;1.156769633E0;6.963593960E-1;-3.494364023E-1
5.435222031E0;1.149312735E0;6.846414804E-1;-3.398490250E-1
5.440147500E0;1.135464311E0;6.697278619E-1;-3.377184868E-1
5.445071614E0;1.115224361E0;6.537488699E-1;-3.441100717E-1
5.449997031E0;1.090723276E0;6.356394291E-1;-3.505016267E-1
5.454922500E0;1.066222191E0;6.196604967E-1;-3.558279574E-1
5.459847916E0;1.045982122E0;6.079425216E-1;-3.675458729E-1
5.464773333E0;1.024676919E0;5.983551741E-1;-3.792637587E-1
5.469698802E0;1.006567478E0;5.983551741E-1;-3.877858818E-1
5.474623958E0;9.905885458E-1;5.887677670E-1;-3.973732591E-1
5.479549427E0;9.682180285E-1;5.834414959E-1;-4.026995897E-1
5.484474844E0;9.490432739E-1;5.823762417E-1;-4.037648141E-1
5.489400260E0;9.277380109E-1;5.813109875E-1;-4.080258608E-1
5.494325729E0;9.117590189E-1;5.813109875E-1;-4.080258608E-1
5.499251146E0;9.011064172E-1;5.855720639E-1;-4.069606364E-1
5.504177760E0;8.904538155E-1;5.972899199E-1;-4.069606364E-1
5.509103177E0;8.829969168E-1;6.079425216E-1;-4.037648141E-1
5.514028646E0;8.787358999E-1;6.196604967E-1;-4.016343057E-1
5.518954062E0;8.702138066E-1;6.303130984E-1;-3.931122124E-1
5.523879479E0;8.638222218E-1;6.420309544E-1;-3.867205977E-1
5.528804948E0;8.521043062E-1;6.516183615E-1;-3.824595511E-1
5.533728698E0;8.393211365E-1;6.580100060E-1;-3.781985044E-1
5.538654114E0;8.265379667E-1;6.633362770E-1;-3.781985044E-1
5.543579583E0;8.105590343E-1;6.665320992E-1;-3.760679960E-1
5.548505000E0;7.967105508E-1;6.675972939E-1;-3.750027120E-1
5.553430416E0;7.807316184E-1;6.697278619E-1;-3.771332204E-1
5.558355885E0;7.668832541E-1;6.686625481E-1;-3.781985044E-1
5.563283073E0;7.509042621E-1;6.590752006E-1;-3.760679960E-1
5.568208489E0;7.402516603E-1;6.462920308E-1;-3.728721738E-1
5.573133958E0;7.306642532E-1;6.345741153E-1;-3.718069196E-1
5.578059375E0;7.168158293E-1;6.217910051E-1;-3.750027120E-1
5.582984791E0;7.019021511E-1;6.015509963E-1;-3.771332204E-1
5.587910260E0;6.912494898E-1;5.823762417E-1;-3.750027120E-1
5.592851979E0;6.763358116E-1;5.610709786E-1;-3.707416654E-1
5.597777396E0;6.678137183E-1;5.387004018E-1;-3.622195423E-1
5.602702864E0;6.614221334E-1;5.131341219E-1;-3.547627032E-1
5.607628281E0;6.486389637E-1;4.928941131E-1;-3.483711183E-1
5.612553698E0;6.379863024E-1;4.737193584E-1;-3.409142792E-1
5.617479114E0;6.283989549E-1;4.620014727E-1;-3.291963637E-1
5.622385573E0;6.145505309E-1;4.545446038E-1;-3.142827153E-1
5.627310989E0;5.996368527E-1;4.534793794E-1;-3.004342616E-1
5.632236458E0;5.879189372E-1;4.534793794E-1;-2.855205834E-1
5.637161875E0;5.804620981E-1;4.545446038E-1;-2.674110830E-1
5.642087344E0;5.762010217E-1;4.566751420E-1;-2.503668666E-1
5.647012760E0;5.687441826E-1;4.556098878E-1;-2.354531884E-1
5.651969323E0;5.666136742E-1;4.598709345E-1;-2.237353027E-1
5.656894739E0;5.612873435E-1;4.726540744E-1;-2.109521180E-1
5.661820208E0;5.538305044E-1;4.875677824E-1;-2.002994865E-1
5.666745625E0;5.442431569E-1;5.024814606E-1;-1.832552850E-1
5.671671041E0;5.346557498E-1;5.195256472E-1;-1.640805453E-1
5.676596510E0;5.261336565E-1;5.323088765E-1;-1.459710598E-1
5.681524479E0;5.218726397E-1;5.408309698E-1;-1.299920976E-1
5.686449896E0;5.165463090E-1;5.472225547E-1;-1.108173653E-1
5.691375364E0;5.122852325E-1;5.525488853E-1;-9.057736397E-2
5.696300781E0;5.058936477E-1;5.514836311E-1;-6.714156270E-2
5.701226198E0;5.058936477E-1;5.472225547E-1;-3.731418028E-2
5.706151666E0;5.080242157E-1;5.365698934E-1;-1.281312294E-2
5.711027552E0;5.154809952E-1;5.227214694E-1;1.488372777E-2
5.715952969E0;5.250684023E-1;5.088731050E-1;4.471110553E-2
5.720878437E0;5.378515720E-1;4.886330664E-1;6.921216100E-2
5.725803854E0;5.453084111E-1;4.651972651E-1;9.264796227E-2
5.730729271E0;5.495694280E-1;4.428267181E-1;1.182142869E-1
5.735654739E0;5.516999960E-1;4.172604084E-1;1.384542882E-1
5.740583385E0;5.463736653E-1;3.959551454E-1;1.565637738E-1
5.745508802E0;5.410473347E-1;3.789109290E-1;1.725427359E-1
5.750434271E0;5.325252414E-1;3.597361743E-1;1.821300983E-1
5.755359687E0;5.229378343E-1;3.416266739E-1;1.863911450E-1
5.760285104E0;5.048283935E-1;3.309740722E-1;1.778690517E-1
5.765210573E0;4.856536388E-1;3.267130256E-1;1.650858819E-1
5.770162656E0;4.664789140E-1;3.267130256E-1;1.523027271E-1
5.775088125E0;4.494346976E-1;3.363003731E-1;1.363237649E-1
5.780013541E0;4.398473203E-1;3.501487970E-1;1.086269170E-1
5.784938958E0;4.345209897E-1;3.725193143E-1;7.666900754E-2
5.789864427E0;4.323904514E-1;3.895635307E-1;3.831952438E-2
5.794789844E0;4.281294048E-1;4.066077471E-1;-3.225751221E-3
5.799736198E0;4.196073115E-1;4.215214550E-1;-5.222786963E-2
5.804661614E0;4.068241417E-1;4.332393408E-1;-1.001647338E-1
5.809587083E0;3.919104636E-1;4.449572563E-1;-1.491668522E-1
5.814512500E0;3.759315014E-1;4.492183030E-1;-1.981689632E-1
5.819437916E0;3.599525392E-1;4.492183030E-1;-2.493016422E-1
5.824363385E0;3.482346535E-1;4.460225105E-1;-3.004342616E-1
5.829289531E0;3.354515135E-1;4.460225105E-1;-3.505016267E-1
5.834214948E0;3.205378056E-1;4.417614341E-1;-3.995037675E-1
5.839140416E0;3.024283350E-1;4.449572563E-1;-4.421143234E-1
5.844065833E0;2.843188345E-1;4.417614341E-1;-4.793985188E-1
5.848991250E0;2.704704106E-1;4.375003874E-1;-5.081606507E-1
5.853916719E0;2.534261942E-1;4.332393408E-1;-5.294659734E-1
5.858835781E0;2.363819629E-1;4.279130101E-1;-5.422490835E-1
5.863761198E0;2.257293314E-1;4.172604084E-1;-5.443796515E-1
5.868686666E0;2.118809074E-1;4.034119546E-1;-5.401186347E-1
5.873612083E0;2.001630217E-1;3.959551454E-1;-5.294659734E-1
5.878537500E0;1.916409135E-1;3.853024840E-1;-5.092259645E-1
5.883462969E0;1.863145828E-1;3.735845983E-1;-4.815290868E-1
5.888388646E0;1.841840595E-1;3.597361743E-1;-4.506364465E-1
5.893314062E0;1.799229980E-1;3.448224664E-1;-4.197437763E-1
5.898239531E0;1.745966822E-1;3.277782500E-1;-3.845900893E-1
5.903164948E0;1.735314280E-1;3.139298260E-1;-3.462405801E-1
5.908090364E0;1.756619513E-1;3.000814319E-1;-3.089563847E-1
5.913015833E0;1.724661589E-1;2.798413932E-1;-2.716721296E-1
5.917949010E0;1.682050973E-1;2.617319226E-1;-2.375837117E-1
5.922874427E0;1.596829891E-1;2.319045216E-1;-2.056258172E-1
5.927799896E0;1.426387876E-1;1.988813728E-1;-1.800594926E-1
5.932725312E0;1.181377172E-1;1.605318934E-1;-1.587542146E-1
5.937650781E0;8.617981523E-2;1.232476607E-1;-1.438405365E-1
5.942576146E0;5.209138244E-2;9.235502034E-2;-1.321226209E-1
5.947491406E0;2.119874395E-2;6.146237999E-2;-1.278615743E-1
5.952416823E0;-7.563370746E-3;3.270025924E-2;-1.225352660E-1
5.957342239E0;-3.632548451E-2;3.938145936E-3;-1.204047427E-1
5.962267708E0;-6.082654744E-2;-2.588923275E-2;-1.161436811E-1
5.967193125E0;-8.426234126E-2;-5.358608440E-2;-1.065563112E-1
5.972118594E0;-1.045023501E-1;-7.808714360E-2;-9.483841807E-2
5.977045729E0;-1.258076280E-1;-9.726189077E-2;-8.205524832E-2
5.981971146E0;-1.524392217E-1;-1.164366305E-1;-6.181524321E-2
5.986896614E0;-1.737444848E-1;-1.345461160E-1;-3.518365696E-2
5.991822031E0;-1.961150169E-1;-1.494597942E-1;-7.486804388E-3
5.996747448E0;-2.152897567E-1;-1.601124257E-1;2.340583690E-2
6.001672916E0;-2.333992422E-1;-1.696998030E-1;6.175532192E-2
6.006596771E0;-2.525739670E-1;-1.814176887E-1;1.001048088E-1
6.011522187E0;-2.685529292E-1;-1.963313967E-1;1.395195723E-1
6.016447656E0;-2.834666073E-1;-2.133756131E-1;1.821300983E-1
6.021373073E0;-3.005108237E-1;-2.346808761E-1;2.204795927E-1
6.026298489E0;-3.122287393E-1;-2.581166625E-1;2.545680106E-1
6.031223958E0;-3.282076716E-1;-2.868787944E-1;2.907869816E-1
6.036144635E0;-3.388603032E-1;-3.167061806E-1;3.248754144E-1
6.041070052E0;-3.452518880E-1;-3.465335369E-1;3.504417539E-1
6.045995521E0;-3.527087569E-1;-3.784914613E-1;3.706817329E-1
6.050920937E0;-3.633613586E-1;-4.083188176E-1;3.845301569E-1
6.055846354E0;-3.782750666E-1;-4.370809197E-1;3.962480426E-1
6.060771823E0;-3.963845372E-1;-4.647777975E-1;4.047701657E-1
6.065709375E0;-4.219508767E-1;-4.860830605E-1;4.005091190E-1
6.070634791E0;-4.528435171E-1;-5.031272769E-1;3.845301569E-1
6.075560260E0;-4.933235347E-1;-5.159104466E-1;3.728122711E-1
6.080485677E0;-5.369993448E-1;-5.212367773E-1;3.589638472E-1
6.085411094E0;-5.785446167E-1;-5.223020315E-1;3.291364908E-1
6.090336562E0;-6.200898290E-1;-5.169757009E-1;2.993091047E-1
6.095263229E0;-6.648309231E-1;-5.031272769E-1;2.598943412E-1
6.100188646E0;-7.117025256E-1;-4.871483147E-1;2.130227387E-1
6.105114114E0;-7.649657130E-1;-4.669083357E-1;1.682816893E-1
6.110039531E0;-8.203594685E-1;-4.370809197E-1;1.288669258E-1
6.114964948E0;-8.672310114E-1;-4.061883092E-1;8.093006164E-2
6.119890416E0;-8.959931135E-1;-3.784914613E-1;2.340583690E-2
6.124816823E0;-9.098415375E-1;-3.507945836E-1;-2.559628896E-2
6.129742239E0;-9.098415375E-1;-3.305546045E-1;-7.353314757E-2
6.134667708E0;-9.087763429E-1;-3.124451041E-1;-1.236005202E-1
6.139593125E0;-9.087763429E-1;-3.028577268E-1;-1.694068462E-1
6.144518541E0;-9.119720459E-1;-3.081840575E-1;-2.109521180E-1
6.149444010E0;-9.215594530E-1;-3.209672272E-1;-2.482363582E-1
6.154367291E0;-9.322121143E-1;-3.422724903E-1;-2.769984603E-1
6.159292708E0;-9.375383854E-1;-3.742303848E-1;-3.036300540E-1
6.164218177E0;-9.428647161E-1;-4.125798643E-1;-3.260006011E-1
6.169143594E0;-9.535173178E-1;-4.594514668E-1;-3.451753557E-1
6.174069010E0;-9.705615640E-1;-5.095188618E-1;-3.568932414E-1
6.178994479E0;-9.897363186E-1;-5.542598963E-1;-3.632848263E-1
6.183888854E0;-1.013172150E0;-5.968704820E-1;-3.675458729E-1
6.188814271E0;-1.036607862E0;-6.320241690E-1;-3.696763813E-1
6.193739739E0;-1.056848049E0;-6.575905085E-1;-3.696763813E-1
6.198665156E0;-1.070696473E0;-6.767652035E-1;-3.707416654E-1
6.203590573E0;-1.074957371E0;-6.895483732E-1;-3.707416654E-1
6.208516041E0;-1.070696473E0;-6.970052123E-1;-3.718069196E-1
6.213436719E0;-1.066435337E0;-7.023316026E-1;-3.718069196E-1
6.218362135E0;-1.061109066E0;-7.023316026E-1;-3.750027120E-1
6.223287604E0;-1.054717422E0;-7.076578736E-1;-3.771332204E-1
6.228213021E0;-1.051521659E0;-7.129841447E-1;-3.739374578E-1
6.233138437E0;-1.046195269E0;-7.183105350E-1;-3.686111271E-1
6.238063906E0;-1.041934371E0;-7.215062976E-1;-3.611542881E-1
6.242991146E0;-1.035542727E0;-7.342894673E-1;-3.515669107E-1
6.247916614E0;-1.033412218E0;-7.481378913E-1;-3.366532326E-1
6.252842031E0;-1.036607862E0;-7.630515695E-1;-3.089563847E-1
6.257767500E0;-1.042999506E0;-7.843568325E-1;-2.748679519E-1
6.262692864E0;-1.055782676E0;-8.024663329E-1;-2.333226651E-1
6.267618333E0;-1.070696473E0;-8.248369098E-1;-1.875163317E-1
6.272543646E0;-1.078153253E0;-8.429462910E-1;-1.289268434E-1
6.277469062E0;-1.077087998E0;-8.653168678E-1;-5.755418912E-2
6.282394531E0;-1.061109066E0;-8.919484615E-1;3.165829927E-3
6.287319948E0;-1.046195269E0;-9.100579619E-1;6.495111436E-2
6.292245364E0;-1.041934371E0;-9.249716401E-1;1.267364025E-1
6.297170833E0;-1.041934371E0;-9.324284792E-1;1.885216832E-1
6.302095937E0;-1.044064879E0;-9.334937334E-1;2.513722479E-1
6.307021354E0;-1.038738489E0;-9.271021485E-1;3.078311980E-1
6.311946823E0;-1.021694303E0;-9.217758775E-1;3.472459614E-1
6.316872239E0;-9.918668270E-1;-9.089926481E-1;3.823996484E-1
6.321797656E0;-9.535173178E-1;-8.930137157E-1;4.122270346E-1
6.326723125E0;-9.109067917E-1;-8.791652918E-1;4.271407127E-1
6.331645260E0;-8.693615198E-1;-8.621210456E-1;4.260754585E-1
6.336570677E0;-8.310120106E-1;-8.493379354E-1;4.186185896E-1
6.341496146E0;-8.011847138E-1;-8.450768590E-1;4.164880812E-1
6.346421562E0;-7.937278748E-1;-8.482726812E-1;4.079659879E-1
6.351346979E0;-8.129025698E-1;-8.557295203E-1;3.973133266E-1
6.356272448E0;-8.565783501E-1;-8.695778847E-1;3.802691102E-1
6.361218854E0;-9.066457748E-1;-8.887526393E-1;3.589638472E-1
6.366144323E0;-9.428647161E-1;-9.057968855E-1;3.387238681E-1
6.371069844E0;-9.641699791E-1;-9.207106233E-1;3.259406686E-1
6.375995364E0;-9.758878946E-1;-9.409505725E-1;3.152880371E-1
6.380920833E0;-9.950626493E-1;-9.526684880E-1;3.120922744E-1
6.385846354E0;-1.027020693E0;-9.590600133E-1;3.227448761E-1
6.390766614E0;-1.067500591E0;-9.622558355E-1;3.461806774E-1
6.395692083E0;-1.111176372E0;-9.569295645E-1;3.823996484E-1
6.400617604E0;-1.146330118E0;-9.441463947E-1;4.292712510E-1
6.405543125E0;-1.150591135E0;-9.196453094E-1;4.718817770E-1
6.410468594E0;-1.120763779E0;-8.940790296E-1;5.091659427E-1
6.415394114E0;-1.058978558E0;-8.695778847E-1;5.432544351E-1
6.420298906E0;-9.748226404E-1;-8.450768590E-1;5.688207150E-1
6.425224427E0;-8.864057660E-1;-8.227063417E-1;5.901260376E-1
6.430149896E0;-8.065109849E-1;-8.024663329E-1;6.050397158E-1
6.435075416E0;-7.404646873E-1;-7.928789258E-1;6.018438935E-1
6.440000937E0;-6.967888474E-1;-7.950094938E-1;5.879954696E-1
6.444926406E0;-6.818751693E-1;-8.088578582E-1;5.688207150E-1
6.449859271E0;-6.999846101E-1;-8.397505283E-1;5.443196893E-1
6.454784739E0;-7.393993735E-1;-8.802305460E-1;5.198186040E-1
6.459710260E0;-7.979888916E-1;-9.217758775E-1;4.985133708E-1
6.464635781E0;-8.661656976E-1;-9.590600133E-1;4.867954850E-1
6.469561250E0;-9.290162921E-1;-9.910179973E-1;4.835996926E-1
6.474486771E0;-9.790836573E-1;-1.013388515E0;4.921217859E-1
6.479412604E0;-1.015302658E0;-1.031498075E0;5.123617649E-1
6.484338073E0;-1.038738489E0;-1.038954854E0;5.517765284E-1
6.489263594E0;-1.046195269E0;-1.038954854E0;6.039744020E-1
