"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
1.461129411E1;3.611243516E-2;7.424553484E-2;6.388584524E-2
1.461621948E1;3.611243516E-2;8.596343547E-2;7.986479998E-2
1.462114479E1;3.398190439E-2;9.874659777E-2;9.584374726E-2
1.462610594E1;3.611243516E-2;1.072687060E-1;1.064963862E-1
1.463103125E1;3.824295849E-2;1.104644984E-1;1.118227020E-1
1.463595661E1;4.250401258E-2;1.083339676E-1;1.139532328E-1
1.464088193E1;4.569980502E-2;1.083339676E-1;1.160837561E-1
1.464580729E1;4.143875092E-2;1.125950217E-1;1.182142869E-1
1.465073260E1;3.717769682E-2;1.221823916E-1;1.182142869E-1
1.465565667E1;3.611243516E-2;1.317697614E-1;1.171490252E-1
1.466058198E1;4.143875092E-2;1.339002997E-1;1.171490252E-1
1.466550734E1;4.996085912E-2;1.296392530E-1;1.150184944E-1
1.467043266E1;5.741770566E-2;1.200518683E-1;1.086269170E-1
1.467535802E1;6.061349064E-2;1.072687060E-1;1.043658629E-1
1.468028333E1;4.783033580E-2;9.874659777E-2;1.033006012E-1
1.468520870E1;2.759032510E-2;9.555081278E-2;1.064963862E-1
1.469013401E1;9.587369859E-4;1.030076519E-1;1.107574403E-1
1.469505938E1;-1.395495236E-2;1.147255450E-1;1.171490252E-1
1.469998469E1;-1.608547941E-2;1.232476607E-1;1.278016716E-1
1.470491005E1;-2.237053588E-3;1.349655539E-1;1.427153498E-1
1.470983536E1;1.906821690E-2;1.445529312E-1;1.565637738E-1
1.471472630E1;4.037348926E-2;1.488139778E-1;1.714774668E-1
1.471965167E1;5.209138244E-2;1.594666094E-1;1.863911450E-1
1.472457698E1;6.061349064E-2;1.658581942E-1;1.991743296E-1
1.472950229E1;6.061349064E-2;1.669234782E-1;2.087616920E-1
1.473442917E1;5.422191322E-2;1.626624018E-1;2.183490694E-1
1.473935443E1;5.422191322E-2;1.552055627E-1;2.247406393E-1
1.474427979E1;5.848296732E-2;1.488139778E-1;2.321974933E-1
1.474920516E1;6.061349064E-2;1.434876770E-1;2.364585549E-1
1.475413047E1;6.061349064E-2;1.339002997E-1;2.439153790E-1
1.475905578E1;6.167875230E-2;1.243129149E-1;2.535027564E-1
1.476398594E1;6.487454474E-2;1.093992293E-1;2.620248497E-1
1.476891125E1;6.593981385E-2;9.981185943E-2;2.673511803E-1
1.477383661E1;6.061349064E-2;9.342028201E-2;2.758733034E-1
1.477876193E1;5.635243654E-2;8.596343547E-2;2.833301425E-1
1.478368729E1;5.528717488E-2;7.744132727E-2;2.939827740E-1
1.478861260E1;5.315665156E-2;7.104974985E-2;3.088964522E-1
1.479353906E1;6.380928308E-2;6.572342664E-2;3.312669992E-1
1.479846438E1;9.150613844E-2;5.826658756E-2;3.536375165E-1
1.480338974E1;1.373124570E-1;4.974447563E-2;3.728122711E-1
1.480831505E1;1.884451061E-1;3.802657872E-2;3.909217715E-1
1.481324042E1;2.257293314E-1;2.311288938E-2;4.090312421E-1
1.481816573E1;2.459693402E-1;-2.453434980E-3;4.303365052E-1
1.482308661E1;2.555567324E-1;-3.228081390E-2;4.580333531E-1
1.482801198E1;2.576872408E-1;-7.169556618E-2;4.857302010E-1
1.483293729E1;2.662093639E-1;-1.196324229E-1;5.102312565E-1
1.483786260E1;2.896451652E-1;-1.803524345E-1;5.251449347E-1
1.484278797E1;3.226683140E-1;-2.495945543E-1;5.411238670E-1
1.484771333E1;3.588872850E-1;-3.252282739E-1;5.485807061E-1
1.485263849E1;3.844535947E-1;-3.987314403E-1;5.485807061E-1
1.485756385E1;3.951062560E-1;-4.775609374E-1;5.400586128E-1
1.486248911E1;3.876494169E-1;-5.606515408E-1;5.240796804E-1
1.486741448E1;3.642136157E-1;-6.426767707E-1;5.059701800E-1
1.487233984E1;3.375820220E-1;-7.225715518E-1;4.772081077E-1
1.487726516E1;3.141462207E-1;-8.024663329E-1;4.367280900E-1
1.488219656E1;3.034935892E-1;-8.685126901E-1;3.877259493E-1
1.488712188E1;2.981672585E-1;-9.281674027E-1;3.333975375E-1
1.489204724E1;2.960367501E-1;-9.814305902E-1;2.694816887E-1
1.489697255E1;2.907104194E-1;-1.025106430E0;2.013048530E-1
1.490189792E1;2.864493728E-1;-1.054933786E0;1.288669258E-1
1.490682323E1;2.747314572E-1;-1.077304244E0;5.110268667E-2
1.491174969E1;2.747314572E-1;-1.084761143E0;-3.518365696E-2
1.491667500E1;2.789925039E-1;-1.081565380E0;-1.267963201E-1
1.492160036E1;2.832535803E-1;-1.070912719E0;-2.290616035E-1
1.492652568E1;2.896451652E-1;-1.055999041E0;-3.355879784E-1
1.493145104E1;2.949714959E-1;-1.034693837E0;-4.474406242E-1
1.493637635E1;2.917757034E-1;-1.010192752E0;-5.550322533E-1
1.494130177E1;2.864493728E-1;-9.867569208E-1;-6.636891961E-1
1.494622708E1;2.800577879E-1;-9.675821662E-1;-7.766070962E-1
1.495115245E1;2.715356648E-1;-9.484074116E-1;-8.873944879E-1
1.495607776E1;2.662093639E-1;-9.313631654E-1;-9.981819391E-1
1.496100313E1;2.662093639E-1;-9.175148010E-1;-1.106838703E0
1.496592844E1;2.683399022E-1;-9.047315717E-1;-1.210169196E0
1.497088115E1;2.715356648E-1;-8.983400464E-1;-1.306042910E0
1.497580646E1;2.662093639E-1;-9.026011229E-1;-1.395525098E0
1.498073177E1;2.587525249E-1;-9.153842330E-1;-1.474354506E0
1.498565714E1;2.480998635E-1;-9.302979708E-1;-1.541466236E0
1.499058245E1;2.363819629E-1;-9.409505725E-1;-1.600055695E0
1.499550781E1;2.353167087E-1;-9.516032338E-1;-1.647992492E0
1.500040771E1;2.449040711E-1;-9.590600133E-1;-1.683146238E0
1.500533302E1;2.587525249E-1;-9.707779884E-1;-1.704451442E0
1.501025838E1;2.726009488E-1;-9.856916070E-1;-1.720430493E0
1.501518370E1;2.864493728E-1;-1.001670599E0;-1.731083035E0
1.502010906E1;2.928409576E-1;-1.017649531E0;-1.728952527E0
1.502503438E1;2.960367501E-1;-1.034693837E0;-1.717234612E0
1.502995510E1;2.971020043E-1;-1.045346379E0;-1.699125171E0
1.503488042E1;3.034935892E-1;-1.053868532E0;-1.673558831E0
1.503980578E1;3.173420131E-1;-1.061325431E0;-1.645861983E0
1.504473109E1;3.375820220E-1;-1.071977973E0;-1.612838745E0
1.504965646E1;3.642136157E-1;-1.080500126E0;-1.576619864E0
1.505458177E1;3.919104636E-1;-1.090087533E0;-1.538270354E0
1.505950693E1;4.110851884E-1;-1.102870584E0;-1.498855591E0
1.506443224E1;4.259988964E-1;-1.107131720E0;-1.459440827E0
1.506935760E1;4.387820661E-1;-1.110327482E0;-1.424287081E0
1.507428292E1;4.579568207E-1;-1.112457991E0;-1.388068318E0
1.507920823E1;4.781967998E-1;-1.113523245E0;-1.356110334E0
1.508413359E1;5.005673170E-1;-1.118849635E0;-1.322021842E0
1.508906604E1;5.229378343E-1;-1.130567431E0;-1.292194486E0
1.509399135E1;5.474389791E-1;-1.147611618E0;-1.264497757E0
1.509891672E1;5.708747506E-1;-1.166786432E0;-1.237866163E0
1.510384203E1;5.964410305E-1;-1.184895992E0;-1.216560841E0
1.510876734E1;6.209421158E-1;-1.206201196E0;-1.200581789E0
1.511369271E1;6.422473788E-1;-1.228571773E0;-1.186733365E0
1.511860380E1;6.571610570E-1;-1.256268501E0;-1.180341840E0
1.512352911E1;6.656831503E-1;-1.287161231E0;-1.183537602E0
1.512845448E1;6.678137183E-1;-1.315923333E0;-1.189929247E0
1.513337979E1;6.667484641E-1;-1.353207588E0;-1.203777671E0
1.513830510E1;6.603568792E-1;-1.388361335E0;-1.213364959E0
1.514323047E1;6.497042179E-1;-1.421384335E0;-1.224017620E0
1.514813818E1;6.369210482E-1;-1.452277064E0;-1.235735536E0
1.515306344E1;6.273337007E-1;-1.474647522E0;-1.241061926E0
1.515798880E1;6.166810989E-1;-1.487430811E0;-1.246388197E0
1.516291411E1;6.134852767E-1;-1.491691828E0;-1.252779841E0
1.516783948E1;6.156157851E-1;-1.490626574E0;-1.253844976E0
1.517276479E1;6.113547087E-1;-1.471451759E0;-1.253844976E0
1.517773891E1;6.092242599E-1;-1.440559149E0;-1.254910350E0
1.518266422E1;6.113547087E-1;-1.402209640E0;-1.260236621E0
1.518758958E1;6.134852767E-1;-1.357468605E0;-1.264497757E0
1.519251490E1;6.230726242E-1;-1.308466554E0;-1.277280807E0
1.519744026E1;6.283989549E-1;-1.257333875E0;-1.295390248E0
1.520236557E1;6.347905397E-1;-1.203005433E0;-1.317760944E0
1.520728250E1;6.358558536E-1;-1.155068517E0;-1.347588181E0
1.521220776E1;6.273337007E-1;-1.108196974E0;-1.377415538E0
1.521713312E1;6.198768020E-1;-1.064521074E0;-1.414699912E0
1.522205844E1;6.070936918E-1;-1.024041057E0;-1.455179811E0
1.522698380E1;5.985715985E-1;-9.878221750E-1;-1.504181862E0
1.523190911E1;6.007021070E-1;-9.558643103E-1;-1.560640931E0
1.523682276E1;6.038978696E-1;-9.281674027E-1;-1.619230390E0
1.524174807E1;6.049631834E-1;-9.036663771E-1;-1.681015611E0
1.524667344E1;6.038978696E-1;-8.780999780E-1;-1.747062087E0
1.525159875E1;5.911147594E-1;-8.482726812E-1;-1.817369461E0
1.525652411E1;5.772662759E-1;-8.195105195E-1;-1.899394631E0
1.526144943E1;5.687441826E-1;-7.918136716E-1;-1.995268345E0
1.526637771E1;5.644831657E-1;-7.694431543E-1;-2.084750414E0
1.527130302E1;5.548957586E-1;-7.449421287E-1;-2.162514687E0
1.527622839E1;5.495694280E-1;-7.204409838E-1;-2.229626417E0
1.528115370E1;5.485042334E-1;-6.970052123E-1;-2.286085367E0
1.528607906E1;5.591568351E-1;-6.735694408E-1;-2.326565504E0
1.529100438E1;5.900495052E-1;-6.501336098E-1;-2.352131605E0
1.529592870E1;6.369210482E-1;-6.362851858E-1;-2.369175911E0
1.530085401E1;6.859232187E-1;-6.224368215E-1;-2.365979910E0
1.530577938E1;7.274684310E-1;-6.139147282E-1;-2.345740080E0
1.531070469E1;7.562305927E-1;-6.107189059E-1;-2.309521198E0
1.531563005E1;7.668832541E-1;-6.139147282E-1;-2.257323265E0
1.532055536E1;7.572958469E-1;-6.288284063E-1;-2.178493738E0
1.532548292E1;7.402516603E-1;-6.458725929E-1;-2.075163126E0
1.533040823E1;7.232074142E-1;-6.586557031E-1;-1.952657819E0
1.533533359E1;7.093589902E-1;-6.661126018E-1;-1.814173579E0
1.534025891E1;7.168158293E-1;-6.650473475E-1;-1.657579899E0
1.534518427E1;7.349252701E-1;-6.565252542E-1;-1.485007286E0
1.535010958E1;7.615568638E-1;-6.511988640E-1;-1.294324994E0
1.535503807E1;7.892537713E-1;-6.416115165E-1;-1.095120788E0
1.535996338E1;8.073632121E-1;-6.277630925E-1;-8.895250559E-1
1.536488875E1;8.254727125E-1;-6.117841601E-1;-6.796681285E-1
1.536981406E1;8.435822129E-1;-5.947399735E-1;-4.708764255E-1
1.537473938E1;8.734095097E-1;-5.894135833E-1;-2.642152905E-1
1.537966474E1;9.117590189E-1;-5.947399735E-1;-7.246787846E-2
1.538459120E1;9.554348588E-1;-6.043273211E-1;1.011700705E-1
1.538951651E1;9.873927832E-1;-6.192409992E-1;2.620248497E-1
1.539444188E1;1.008697987E0;-6.373504996E-1;3.983786106E-1
1.539936719E1;1.008697987E0;-6.586557031E-1;5.144922733E-1
1.540429255E1;1.001241088E0;-6.874178648E-1;6.135618091E-1
1.540921786E1;9.937843680E-1;-7.161799669E-1;6.859997511E-1
1.541414094E1;9.767401218E-1;-7.481378913E-1;7.381976247E-1
1.541906625E1;9.522390962E-1;-7.790305614E-1;7.733513117E-1
1.542399161E1;9.096285105E-1;-8.045968413E-1;7.925260663E-1
1.542891693E1;8.499737382E-1;-8.227063417E-1;8.042439222E-1
1.543384229E1;7.796663642E-1;-8.280326128E-1;8.053092360E-1
1.543876760E1;7.072284222E-1;-8.290979266E-1;7.946565747E-1
1.544369333E1;6.497042179E-1;-8.280326128E-1;7.840039730E-1
1.544861865E1;6.038978696E-1;-8.248369098E-1;7.712208033E-1
1.545354401E1;5.687441826E-1;-8.216410875E-1;7.509807944E-1
1.545846932E1;5.389168262E-1;-8.120536804E-1;7.360671163E-1
1.546339469E1;5.122852325E-1;-7.939442396E-1;7.200881839E-1
1.546832000E1;4.835231304E-1;-7.705084085E-1;7.019786835E-1
1.547324667E1;4.526304901E-1;-7.417463064E-1;6.796081066E-1
1.547817198E1;4.228031039E-1;-7.055273056E-1;6.572375894E-1
1.548309734E1;3.887146413E-1;-6.735694408E-1;6.338018179E-1
1.548802266E1;3.546262383E-1;-6.426767707E-1;6.061049700E-1
1.549294802E1;3.152114749E-1;-6.096536517E-1;5.752122998E-1
1.549787333E1;2.768619955E-1;-5.798262358E-1;5.485807061E-1
1.550280057E1;2.438388169E-1;-5.457378030E-1;5.230143666E-1
1.550772594E1;2.118809074E-1;-5.127146840E-1;4.974480867E-1
1.551265125E1;1.873798519E-1;-4.818219841E-1;4.718817770E-1
1.551757661E1;1.724661589E-1;-4.477335811E-1;4.441848993E-1
1.552250193E1;1.543566883E-1;-4.115146101E-1;4.143575430E-1
1.552742724E1;1.287903488E-1;-3.752956688E-1;3.898564875E-1
1.553235375E1;9.150613844E-2;-3.337503672E-1;3.664206862E-1
1.553727906E1;3.717769682E-2;-2.868787944E-1;3.451154232E-1
1.554220443E1;-2.567285113E-2;-2.368114144E-1;3.280712068E-1
1.554712974E1;-8.319707960E-2;-1.867440194E-1;3.110269904E-1
1.555205510E1;-1.268728822E-1;-1.377419084E-1;2.961132824E-1
1.555698042E1;-1.481781602E-1;-9.087030590E-2;2.875911891E-1
1.556190604E1;-1.662876308E-1;-4.932502657E-2;2.843953967E-1
1.556683135E1;-1.822665930E-1;-6.714489311E-3;2.854606807E-1
1.557175672E1;-2.025066018E-1;3.270025924E-2;2.865259051E-1
1.557668203E1;-2.312687188E-1;6.678869575E-2;2.907869816E-1
1.558160740E1;-2.642918825E-1;9.661607444E-2;2.950480282E-1
1.558653271E1;-2.877276540E-1;1.232476607E-1;2.961132824E-1
1.559145609E1;-3.058371246E-1;1.498792619E-1;2.971785665E-1
1.559638141E1;-3.143592477E-1;1.765108258E-1;2.993091047E-1
1.560130677E1;-3.207508326E-1;2.042076737E-1;3.003743589E-1
1.560623208E1;-3.260771632E-1;2.340350598E-1;2.982438207E-1
1.561115745E1;-3.409908414E-1;2.617319226E-1;2.886564434E-1
1.561608276E1;-3.654918969E-1;2.819719315E-1;2.790690660E-1
1.562100865E1;-3.974497914E-1;2.926245630E-1;2.684164643E-1
1.562593396E1;-4.294077158E-1;2.936898172E-1;2.535027564E-1
1.563085932E1;-4.634961188E-1;3.011466563E-1;2.439153790E-1
1.563578464E1;-4.922582507E-1;3.117993176E-1;2.428501248E-1
1.564071000E1;-5.050414205E-1;3.288435340E-1;2.428501248E-1
1.564563531E1;-5.071719289E-1;3.565403819E-1;2.492417097E-1
1.565056385E1;-4.997150898E-1;3.842372000E-1;2.577638030E-1
1.565548917E1;-4.965192974E-1;4.140646160E-1;2.705469728E-1
1.566041453E1;-4.997150898E-1;4.438920021E-1;2.939827740E-1
1.566533984E1;-5.103677511E-1;4.673277736E-1;3.227448761E-1
1.567026521E1;-5.274119377E-1;4.865025282E-1;3.536375165E-1
1.567519052E1;-5.401951075E-1;5.046119690E-1;3.866606951E-1
1.568011693E1;-5.348687768E-1;5.099382997E-1;4.282059669E-1
1.568504224E1;-5.135635734E-1;5.120688677E-1;4.697512686E-1
1.568996760E1;-4.794751108E-1;5.056772828E-1;5.144922733E-1
1.569489292E1;-4.432561398E-1;4.907635748E-1;5.634944439E-1
1.569981828E1;-4.059719145E-1;4.715888500E-1;6.199533343E-1
1.570474359E1;-3.782750666E-1;4.449572563E-1;6.817386746E-1
1.570969552E1;-3.548392653E-1;4.119340777E-1;7.531113029E-1
1.571462083E1;-3.356645405E-1;3.735845983E-1;8.244839907E-1
1.571954620E1;-3.250118792E-1;3.277782500E-1;9.033134580E-1
1.572447151E1;-3.186202943E-1;2.713192999E-1;9.885345101E-1
1.572939682E1;-3.239466250E-1;2.063382119E-1;1.086538911E0
1.573432219E1;-3.314034939E-1;1.434876770E-1;1.198391557E0
1.573922589E1;-3.420560956E-1;8.063711971E-2;1.316635847E0
1.574415135E1;-3.580350280E-1;2.630867809E-2;1.440206409E0
1.574907677E1;-3.729487360E-1;-1.204080693E-2;1.562711596E0
1.575400224E1;-3.857319057E-1;-3.654186800E-2;1.683086514E0
1.575892766E1;-3.931887448E-1;-4.186818376E-2;1.803461313E0
1.576385312E1;-3.931887448E-1;-3.228081390E-2;1.912118196E0
1.576879578E1;-3.804055750E-1;-1.843238808E-2;2.007991791E0
1.577372120E1;-3.686876893E-1;7.423554780E-4;2.093212843E0
1.577864667E1;-3.473824263E-1;2.524341457E-2;2.164585590E0
1.578357208E1;-3.282076716E-1;5.080974102E-2;2.225305557E0
1.578849755E1;-3.069024086E-1;8.170238137E-2;2.266850710E0
1.579342302E1;-2.824013531E-1;1.168560758E-1;2.290286541E0
1.579830068E1;-2.632265985E-1;1.573361009E-1;2.298808813E0
1.580322609E1;-2.440518737E-1;1.978161186E-1;2.297743559E0
1.580815156E1;-2.216813415E-1;2.425571531E-1;2.290286541E0
1.581307703E1;-1.993107945E-1;2.872982621E-1;2.272177219E0
1.581800245E1;-1.758750081E-1;3.320392966E-1;2.249806643E0
1.582292792E1;-1.556349993E-1;3.757151067E-1;2.223175049E0
1.582786625E1;-1.407213062E-1;4.183256626E-1;2.192282438E0
1.583279167E1;-1.300686747E-1;4.598709345E-1;2.159259319E0
1.583771708E1;-1.300686747E-1;4.992856979E-1;2.125170946E0
1.584264255E1;-1.343297362E-1;5.504183173E-1;2.098539352E0
1.584756797E1;-1.321992129E-1;6.122036576E-1;2.066581249E0
1.585249344E1;-1.130244583E-1;6.771847010E-1;2.028231859E0
1.585742943E1;-8.852339536E-2;7.464268208E-1;1.985621333E0
1.586235484E1;-7.041391730E-2;8.199300170E-1;1.952598095E0
1.586728031E1;-5.763075501E-2;8.955636621E-1;1.918509722E0
1.587220578E1;-6.082654744E-2;9.775890112E-1;1.883356094E0
1.587713120E1;-8.426234126E-2;1.064940572E0;1.843941212E0
1.588205667E1;-1.215465665E-1;1.156553268E0;1.796004415E0
1.588698516E1;-1.705486923E-1;1.251361728E0;1.749132752E0
1.589191057E1;-2.184855342E-1;1.353626966E0;1.700130701E0
1.589683604E1;-2.621613145E-1;1.461218715E0;1.652193785E0
1.590176151E1;-2.877276540E-1;1.582658768E0;1.606387496E0
1.590668693E1;-2.941192389E-1;1.710490227E0;1.556320190E0
1.591161240E1;-2.781403065E-1;1.843648195E0;1.505187511E0
1.591653490E1;-2.557697594E-1;1.978936672E0;1.458315849E0
1.592146031E1;-2.344644964E-1;2.109964371E0;1.413574815E0
1.592638578E1;-2.206160873E-1;2.233534813E0;1.363507390E0
1.593131125E1;-2.184855342E-1;2.347517967E0;1.315570474E0
1.593623667E1;-2.184855342E-1;2.454044342E0;1.266568422E0
1.594116214E1;-2.216813415E-1;2.546722412E0;1.212239981E0
1.594608979E1;-2.259423882E-1;2.629812956E0;1.166433692E0
1.595101521E1;-2.259423882E-1;2.702250719E0;1.119562149E0
1.595594068E1;-2.302034497E-1;2.759775162E0;1.063103080E0
1.596086615E1;-2.376602888E-1;2.807711840E0;1.008774638E0
1.596579156E1;-2.504434586E-1;2.847126722E0;9.544461370E-1
1.597071703E1;-2.706834376E-1;2.882280111E0;9.022482038E-1
1.597564250E1;-2.877276540E-1;2.905715942E0;8.521808386E-1
1.598056797E1;-3.015760779E-1;2.922760487E0;8.042439222E-1
1.598549339E1;-3.100981712E-1;2.933413029E0;7.616333961E-1
1.599041885E1;-3.186202943E-1;2.928086519E0;7.211534381E-1
1.599534427E1;-3.207508326E-1;2.914238214E0;6.785429120E-1
1.600026974E1;-3.282076716E-1;2.891867638E0;6.391280890E-1
1.600519474E1;-3.388603032E-1;2.860975027E0;6.061049700E-1
1.601012016E1;-3.516434729E-1;2.833278179E0;5.762775540E-1
1.601504563E1;-3.601655662E-1;2.802385330E0;5.485807061E-1
1.601997109E1;-3.633613586E-1;2.767231941E0;5.198186040E-1
1.602489651E1;-3.591003120E-1;2.724621296E0;4.963828623E-1
1.602982198E1;-3.484476805E-1;2.677749634E0;4.772081077E-1
1.603474708E1;-3.409908414E-1;2.625551701E0;4.527070522E-1
1.603967250E1;-3.388603032E-1;2.568027496E0;4.282059669E-1
1.604459797E1;-3.527087569E-1;2.506242275E0;4.037049115E-1
1.604952344E1;-3.782750666E-1;2.443391800E0;3.760080636E-1
1.605444885E1;-4.144940376E-1;2.382671833E0;3.525722623E-1
1.605937432E1;-4.432561398E-1;2.327277899E0;3.365933001E-1
1.606430099E1;-4.549740255E-1;2.271884203E0;3.227448761E-1
1.606922641E1;-4.496477246E-1;2.221816778E0;3.046354055E-1
1.607415188E1;-4.304729700E-1;2.170684338E0;2.907869816E-1
1.607907734E1;-3.974497914E-1;2.118486166E0;2.801343501E-1
1.608400276E1;-3.697529435E-1;2.063092709E0;2.716122568E-1
1.608892823E1;-3.612308502E-1;2.000241995E0;2.673511803E-1
1.609385276E1;-3.665571809E-1;1.933130383E0;2.641554177E-1
1.609877818E1;-3.750792742E-1;1.863888264E0;2.630901337E-1
1.610370365E1;-3.825361133E-1;1.791450381E0;2.652206421E-1
1.610862906E1;-3.836013973E-1;1.715816617E0;2.737427652E-1
1.611355453E1;-3.761445284E-1;1.642313361E0;2.833301425E-1
1.611848000E1;-3.601655662E-1;1.566679716E0;2.961132824E-1
1.612340516E1;-3.484476805E-1;1.488915443E0;3.088964522E-1
1.612833057E1;-3.345992565E-1;1.414347053E0;3.227448761E-1
1.613325604E1;-3.260771632E-1;1.344039679E0;3.323322535E-1
1.613818146E1;-3.250118792E-1;1.270536423E0;3.333975375E-1
1.614310693E1;-3.292729259E-1;1.192772269E0;3.238101602E-1
1.614803240E1;-3.431213796E-1;1.116073251E0;3.035701513E-1
1.615295281E1;-3.686876893E-1;1.040439606E0;2.716122568E-1
1.615787823E1;-3.974497914E-1;9.669363499E-1;2.353932709E-1
1.616280370E1;-4.240813851E-1;9.019553065E-1;1.885216832E-1
1.616772911E1;-4.528435171E-1;8.454962969E-1;1.352585107E-1
1.617265458E1;-4.634961188E-1;8.007552624E-1;8.093006164E-2
1.617758005E1;-4.549740255E-1;7.624058127E-1;2.979741432E-2
1.618251135E1;-4.262119234E-1;7.304478288E-1;-2.240049280E-2
1.618743677E1;-3.836013973E-1;7.070120573E-1;-7.033735514E-2
1.619236224E1;-3.420560956E-1;7.048815489E-1;-1.289268434E-1
1.619728766E1;-3.100981712E-1;7.197952271E-1;-1.875163317E-1
1.620221312E1;-2.951845229E-1;7.411004901E-1;-2.365184575E-1
1.620713859E1;-2.994455695E-1;7.645362616E-1;-2.791289985E-1
1.621206641E1;-3.260771632E-1;7.858415842E-1;-3.185437620E-1
1.621699182E1;-3.644266427E-1;8.039510846E-1;-3.547627032E-1
1.622191729E1;-4.070371687E-1;8.146036863E-1;-3.803290427E-1
1.622684276E1;-4.326034784E-1;8.199300170E-1;-4.005690217E-1
1.623176818E1;-4.453866780E-1;8.231257796E-1;-4.133521914E-1
1.623669365E1;-4.421908557E-1;8.156690001E-1;-4.208090305E-1
1.624161927E1;-4.283424318E-1;7.996899486E-1;-4.218743145E-1
1.624654469E1;-4.144940376E-1;7.805152535E-1;-4.240048528E-1
1.625147016E1;-4.102329910E-1;7.496225834E-1;-4.303964078E-1
1.625639562E1;-4.081024230E-1;7.080773711E-1;-4.346574545E-1
1.626132104E1;-4.017108679E-1;6.537488699E-1;-4.431795776E-1
1.626624651E1;-3.867971599E-1;5.855720639E-1;-4.548974931E-1
1.627117000E1;-3.612308502E-1;5.078077912E-1;-4.772680104E-1
1.627609547E1;-3.388603032E-1;4.321740568E-1;-5.198785663E-1
1.628102088E1;-3.250118792E-1;3.682582676E-1;-5.571628213E-1
1.628594635E1;-3.111634552E-1;2.990161479E-1;-5.603585839E-1
1.629087177E1;-2.685529292E-1;2.063382119E-1;-5.539669991E-1
1.629579724E1;-1.886581630E-1;9.661607444E-2;-5.454449058E-1
1.630072052E1;-9.384971857E-2;-1.736712456E-2;-5.177480578E-1
1.630564594E1;-2.673811466E-2;-1.388071626E-1;-4.772680104E-1
1.631057141E1;-2.673811466E-2;-2.559861541E-1;-4.346574545E-1
1.631549688E1;-1.183507740E-1;-3.454682827E-1;-3.856553435E-1
1.632042229E1;-2.653571367E-1;-4.051230550E-1;-3.409142792E-1
1.632534776E1;-4.049066603E-1;-4.402767420E-1;-3.153479397E-1
1.633027208E1;-4.688224494E-1;-4.487988353E-1;-3.142827153E-1
1.633519750E1;-4.400603473E-1;-4.402767420E-1;-3.196089864E-1
1.634012297E1;-3.580350280E-1;-4.147104323E-1;-3.270658553E-1
1.634504844E1;-2.845318615E-1;-3.657082915E-1;-3.270658553E-1
1.634997385E1;-2.706834376E-1;-2.943356335E-1;-3.217395246E-1
1.635489932E1;-3.047719002E-1;-1.963313967E-1;-3.046953380E-1
1.635982672E1;-3.505781889E-1;-8.447872102E-2;-2.780637443E-1
1.636475214E1;-3.622961044E-1;3.163499758E-2;-2.450405657E-1
1.636967760E1;-3.250118792E-1;1.477487236E-1;-2.056258172E-1
1.637460307E1;-2.504434586E-1;2.627971768E-1;-1.640805453E-1
1.637952849E1;-1.630918533E-1;3.714540601E-1;-1.129478961E-1
1.638445396E1;-9.171919525E-2;4.715888500E-1;-5.329313502E-2
1.638937703E1;-4.165180027E-2;5.429615378E-1;4.231093451E-3
1.639430250E1;-4.367580637E-3;5.845067501E-1;5.323321745E-2
1.639922792E1;2.545979805E-2;6.015509963E-1;8.945216984E-2
1.640415338E1;4.143875092E-2;5.908983350E-1;1.128879711E-1
1.640907885E1;4.463453591E-2;5.642667413E-1;1.246058717E-1
1.641400427E1;3.504716605E-2;5.280478001E-1;1.320627183E-1
1.641896219E1;1.161137223E-2;4.758498967E-1;1.416500956E-1
1.642388760E1;-1.715074293E-2;4.193909168E-1;1.459111422E-1
1.642881307E1;-3.952127695E-2;3.586708903E-1;1.480416656E-1
1.643373849E1;-4.804338515E-2;2.936898172E-1;1.491069347E-1
1.643866396E1;-4.591286182E-2;2.276434749E-1;1.491069347E-1
1.644358943E1;-3.312969953E-2;1.605318934E-1;1.480416656E-1
1.644851349E1;-1.715074293E-2;9.342028201E-2;1.395195723E-1
1.645343896E1;-9.693898261E-3;3.270025924E-2;1.288669258E-1
1.645836443E1;-1.075916179E-2;-2.588923275E-2;1.118227020E-1
1.646328984E1;-2.567285113E-2;-7.489135116E-2;8.945216984E-2
1.646821531E1;-4.804338515E-2;-1.206976846E-1;6.814689934E-2
1.647314078E1;-7.147918642E-2;-1.633082181E-1;4.577637091E-2
1.647804698E1;-8.532761037E-2;-1.995271891E-1;2.553636394E-2
1.648297245E1;-9.171919525E-2;-2.336156219E-1;7.426884025E-3
1.648789792E1;-8.639287204E-2;-2.591819167E-1;-3.225751221E-3
1.649282333E1;-7.680550218E-2;-2.708998322E-1;-9.617332369E-3
1.649774880E1;-6.295707822E-2;-2.687693238E-1;-1.068259589E-2
1.650267427E1;-4.804338515E-2;-2.506598234E-1;-1.095224288E-3
1.650757964E1;-3.739074618E-2;-2.240282446E-1;1.594899036E-2
1.651250510E1;-2.460758761E-2;-1.973966509E-1;3.618900105E-2
1.651743052E1;-8.628634736E-3;-1.728955954E-1;5.855953321E-2
1.652235599E1;1.800295338E-2;-1.505250782E-1;8.093006164E-2
1.652728141E1;4.676506668E-2;-1.313503236E-1;1.022353321E-1
