t.m;t.s;t.ms;kinect_foot_right.x;kinect_foot_right.y;kinect_foot_right.z;kinect_foot_left.x;kinect_foot_left.y;kinect_foot_left.z;kinect_hand_right.x;kinect_hand_right.y;kinect_hand_right.z;kinect_hand_left.x;kinect_hand_left.y;kinect_hand_left.z;imu_acceleration.x;imu_acceleration.y;imu_acceleration.z;imu_gravity.x;imu_gravity.y;imu_gravity.z;imu_orientation.x;imu_orientation.y;imu_orientation.z;imu_orientation.w;kinect_foot_right_orientation.x;kinect_foot_right_orientation.y;kinect_foot_right_orientation.z;kinect_foot_right_orientation.w;kinect_foot_left_orientation.x;kinect_foot_left_orientation.y;kinect_foot_left_orientation.z;kinect_foot_left_orientation.w;kinect_hand_right_orientation.x;kinect_hand_right_orientation.y;kinect_hand_right_orientation.z;kinect_hand_right_orientation.w;kinect_hand_left_orientation.x;kinect_hand_left_orientation.y;kinect_hand_left_orientation.z;kinect_hand_left_orientation.w
1;27;895;0;0;0;0;0;0;0;0;0;0;0;0;-69;4;7112;-0,716794;0,357797;0,598416;0,236633;0,380493;-0,083374;0,890076;0;0;0;1;0;0;0;1;0,2564514;0,2642146;0,4766476;0,7982671;-0,3702505;0,8597794;0,2397104;-0,2573579
1;27;910;0;0;0;0;0;0;0;0;0;0;0;0;-54;-18;7103;-0,717541;0,358939;0,596702;0,237671;0,38092;-0,083862;0,889526;0;0;0;1;0;0;0;1;0,2564514;0,2642146;0,4766476;0,7982671;-0,3702505;0,8597794;0,2397104;-0,2573579
1;27;914;0;0;0;0;0;0;0;0;0;0;0;0;-54;-18;7103;-0,717541;0,358939;0,596702;0,237671;0,38092;-0,083862;0,889526;0;0;0;1;0;0;0;1;0,2564514;0,2642146;0,4766476;0,7982671;-0,3702505;0,8597794;0,2397104;-0,2573579
1;27;920;0,1179261;-0,4831916;1,414505;0,1083655;-0,502869;1,351316;0,4573365;-0,3693526;0,9256024;0,266056;-0,3182209;0,8612145;-54;-18;7103;-0,717541;0,358939;0,596702;0,237671;0,38092;-0,083862;0,889526;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;923;0;0;0;0;0;0;0;0;0;0;0;0;-54;-18;7103;-0,717541;0,358939;0,596702;0,237671;0,38092;-0,083862;0,889526;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;928;0;0;0;0;0;0;0;0;0;0;0;0;-54;-18;7103;-0,717541;0,358939;0,596702;0,237671;0,38092;-0,083862;0,889526;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;931;0;0;0;0;0;0;0;0;0;0;0;0;-54;-18;7103;-0,717541;0,358939;0,596702;0,237671;0,38092;-0,083862;0,889526;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;936;0;0;0;0;0;0;0;0;0;0;0;0;-4;4;7122;-0,718328;0,360284;0,595008;0,238709;0,381409;-0,084106;0,889038;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;940;0;0;0;0;0;0;0;0;0;0;0;0;-4;4;7122;-0,718328;0,360284;0,595008;0,238709;0,381409;-0,084106;0,889038;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;943;0;0;0;0;0;0;0;0;0;0;0;0;-4;4;7122;-0,718328;0,360284;0,595008;0,238709;0,381409;-0,084106;0,889038;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;947;0;0;0;0;0;0;0;0;0;0;0;0;-4;4;7122;-0,718328;0,360284;0,595008;0,238709;0,381409;-0,084106;0,889038;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;952;0;0;0;0;0;0;0;0;0;0;0;0;-4;4;7122;-0,718328;0,360284;0,595008;0,238709;0,381409;-0,084106;0,889038;0;0;0;1;0;0;0;1;0,2556766;0,2687172;0,4728223;0,799287;-0,3698657;0,8593907;0,2408778;-0,2581179
1;27;956;0,1148696;-0,4884473;1,418623;0,07080324;-0,4954025;1,345358;0,4573259;-0,368132;0,925147;0,2660311;-0,3181585;0,8611957;-4;4;7122;-0,718328;0,360284;0,595008;0,238709;0,381409;-0,084106;0,889038;0;0;0;1;0;0;0;1;0,2551121;0,2744599;0,4679282;0,8003954;-0,369223;0,8588133;0,2427492;-0,2592043
1;27;960;0;0;0;0;0;0;0;0;0;0;0;0;-4;4;7122;-0,718328;0,360284;0,595008;0,238709;0,381409;-0,084106;0,889038;0;0;0;1;0;0;0;1;0,2551121;0,2744599;0,4679282;0,8003954;-0,369223;0,8588133;0,2427492;-0,2592043
1;27;964;0;0;0;0;0;0;0;0;0;0;0;0;-4;4;7122;-0,718328;0,360284;0,595008;0,238709;0,381409;-0,084106;0,889038;0;0;0;1;0;0;0;1;0,2551121;0,2744599;0,4679282;0,8003954;-0,369223;0,8588133;0,2427492;-0,2592043
1;27;968;0;0;0;0;0;0;0;0;0;0;0;0;-17;-91;7117;-0,719651;0,361289;0,592874;0,239624;0,382263;-0,084351;0,888428;0;0;0;1;0;0;0;1;0,2551121;0,2744599;0,4679282;0,8003954;-0,369223;0,8588133;0,2427492;-0,2592043
1;27;972;0;0;0;0;0;0;0;0;0;0;0;0;-17;-91;7117;-0,719651;0,361289;0,592874;0,239624;0,382263;-0,084351;0,888428;0;0;0;1;0;0;0;1;0,2551121;0,2744599;0,4679282;0,8003954;-0,369223;0,8588133;0,2427492;-0,2592043
1;27;975;0;0;0;0;0;0;0;0;0;0;0;0;-17;-91;7117;-0,719651;0,361289;0,592874;0,239624;0,382263;-0,084351;0,888428;0;0;0;1;0;0;0;1;0,2551121;0,2744599;0,4679282;0,8003954;-0,369223;0,8588133;0,2427492;-0,2592043
1;27;979;0;0;0;0;0;0;0;0;0;0;0;0;-17;-91;7117;-0,719651;0,361289;0,592874;0,239624;0,382263;-0,084351;0,888428;0;0;0;1;0;0;0;1;0,2551121;0,2744599;0,4679282;0,8003954;-0,369223;0,8588133;0,2427492;-0,2592043
1;27;984;0;0;0;0;0;0;0;0;0;0;0;0;-17;-91;7117;-0,719651;0,361289;0,592874;0,239624;0,382263;-0,084351;0,888428;0;0;0;1;0;0;0;1;0,2551121;0,2744599;0,4679282;0,8003954;-0,369223;0,8588133;0,2427492;-0,2592043
1;27;989;0,1119799;-0,4925118;1,421958;0,1544908;-0,5476548;1,268169;0,4573047;-0,3668704;0,9246953;0,2659881;-0,3180362;0,8612041;-17;-91;7117;-0,719651;0,361289;0,592874;0,239624;0,382263;-0,084351;0,888428;0;0;0;1;0;0;0;1;0,2544352;0,2805183;0,4625777;0,8016196;-0,3685151;0,8582124;0,2447319;-0,2603354
1;27;993;0;0;0;0;0;0;0;0;0;0;0;0;-17;-91;7117;-0,719651;0,361289;0,592874;0,239624;0,382263;-0,084351;0,888428;0;0;0;1;0;0;0;1;0,2544352;0,2805183;0,4625777;0,8016196;-0,3685151;0,8582124;0,2447319;-0,2603354
1;27;997;0;0;0;0;0;0;0;0;0;0;0;0;-17;-91;7117;-0,719651;0,361289;0,592874;0,239624;0,382263;-0,084351;0,888428;0;0;0;1;0;0;0;1;0,2544352;0,2805183;0,4625777;0,8016196;-0,3685151;0,8582124;0,2447319;-0,2603354
1;28;5;0;0;0;0;0;0;0;0;0;0;0;0;17;-31;7180;-0,72024;0,362494;0,591309;0,240601;0,382629;-0,084656;0,887939;0;0;0;1;0;0;0;1;0,2544352;0,2805183;0,4625777;0,8016196;-0,3685151;0,8582124;0,2447319;-0,2603354
1;28;13;0;0;0;0;0;0;0;0;0;0;0;0;17;-31;7180;-0,72024;0,362494;0,591309;0,240601;0,382629;-0,084656;0,887939;0;0;0;1;0;0;0;1;0,2544352;0,2805183;0,4625777;0,8016196;-0,3685151;0,8582124;0,2447319;-0,2603354
1;28;18;0;0;0;0;0;0;0;0;0;0;0;0;17;-31;7180;-0,72024;0,362494;0,591309;0,240601;0,382629;-0,084656;0,887939;0;0;0;1;0;0;0;1;0,2544352;0,2805183;0,4625777;0,8016196;-0,3685151;0,8582124;0,2447319;-0,2603354
1;28;23;0,109807;-0,4952211;1,424091;0,06982359;-0,4814502;1,326436;0,4572846;-0,365683;0,924278;0,2659238;-0,3178811;0,8612488;17;-31;7180;-0,72024;0,362494;0,591309;0,240601;0,382629;-0,084656;0,887939;0;0;0;1;0;0;0;1;0,2531657;0,2860287;0,4574864;0,802995;-0,368003;0,8577801;0,2461169;-0,2611774
1;28;28;0;0;0;0;0;0;0;0;0;0;0;0;17;-31;7180;-0,72024;0,362494;0,591309;0,240601;0,382629;-0,084656;0,887939;0;0;0;1;0;0;0;1;0,2531657;0,2860287;0,4574864;0,802995;-0,368003;0,8577801;0,2461169;-0,2611774
1;28;32;0;0;0;0;0;0;0;0;0;0;0;0;15;-56;7159;-0,720785;0,362896;0,590478;0,241028;0,382935;-0,0849;0,887695;0;0;0;1;0;0;0;1;0,2531657;0,2860287;0,4574864;0,802995;-0,368003;0,8577801;0,2461169;-0,2611774
1;28;35;0;0;0;0;0;0;0;0;0;0;0;0;15;-56;7159;-0,720785;0,362896;0,590478;0,241028;0,382935;-0,0849;0,887695;0;0;0;1;0;0;0;1;0,2531657;0,2860287;0,4574864;0,802995;-0,368003;0,8577801;0,2461169;-0,2611774
1;28;39;0;0;0;0;0;0;0;0;0;0;0;0;15;-56;7159;-0,720785;0,362896;0,590478;0,241028;0,382935;-0,0849;0,887695;0;0;0;1;0;0;0;1;0,2531657;0,2860287;0,4574864;0,802995;-0,368003;0,8577801;0,2461169;-0,2611774
1;28;43;0;0;0;0;0;0;0;0;0;0;0;0;15;-56;7159;-0,720785;0,362896;0,590478;0,241028;0,382935;-0,0849;0,887695;0;0;0;1;0;0;0;1;0,2531657;0,2860287;0,4574864;0,802995;-0,368003;0,8577801;0,2461169;-0,2611774
1;28;47;0;0;0;0;0;0;0;0;0;0;0;0;15;-56;7159;-0,720785;0,362896;0,590478;0,241028;0,382935;-0,0849;0,887695;0;0;0;1;0;0;0;1;0,2531657;0,2860287;0,4574864;0,802995;-0,368003;0,8577801;0,2461169;-0,2611774
1;28;52;0;0;0;0;0;0;0;0;0;0;0;0;15;-56;7159;-0,720785;0,362896;0,590478;0,241028;0,382935;-0,0849;0,887695;0;0;0;1;0;0;0;1;0,2531657;0,2860287;0,4574864;0,802995;-0,368003;0,8577801;0,2461169;-0,2611774
1;28;58;0,107896;-0,4972758;1,425761;0,1079084;-0,5025585;1,306298;0,4572367;-0,3646231;0,9239066;0,2658082;-0,3176583;0,8613498;15;-56;7159;-0,720785;0,362896;0,590478;0,241028;0,382935;-0,0849;0,887695;0;0;0;1;0;0;0;1;0,2515714;0,2909196;0,4529447;0,8043126;-0,3676697;0,857464;0,247021;-0,2618304
1;28;63;0;0;0;0;0;0;0;0;0;0;0;0;15;-56;7159;-0,720785;0,362896;0,590478;0,241028;0,382935;-0,0849;0,887695;0;0;0;1;0;0;0;1;0,2515714;0,2909196;0,4529447;0,8043126;-0,3676697;0,857464;0,247021;-0,2618304
1;28;66;0;0;0;0;0;0;0;0;0;0;0;0;67;-109;7080;-0,721843;0,363089;0,58902;0,241638;0,383484;-0,085632;0,887207;0;0;0;1;0;0;0;1;0,2515714;0,2909196;0,4529447;0,8043126;-0,3676697;0,857464;0,247021;-0,2618304
1;28;70;0;0;0;0;0;0;0;0;0;0;0;0;67;-109;7080;-0,721843;0,363089;0,58902;0,241638;0,383484;-0,085632;0,887207;0;0;0;1;0;0;0;1;0,2515714;0,2909196;0,4529447;0,8043126;-0,3676697;0,857464;0,247021;-0,2618304
1;28;75;0;0;0;0;0;0;0;0;0;0;0;0;67;-109;7080;-0,721843;0,363089;0,58902;0,241638;0,383484;-0,085632;0,887207;0;0;0;1;0;0;0;1;0,2515714;0,2909196;0,4529447;0,8043126;-0,3676697;0,857464;0,247021;-0,2618304
1;28;79;0;0;0;0;0;0;0;0;0;0;0;0;67;-109;7080;-0,721843;0,363089;0,58902;0,241638;0,383484;-0,085632;0,887207;0;0;0;1;0;0;0;1;0,2515714;0,2909196;0,4529447;0,8043126;-0,3676697;0,857464;0,247021;-0,2618304
1;28;83;0;0;0;0;0;0;0;0;0;0;0;0;67;-109;7080;-0,721843;0,363089;0,58902;0,241638;0,383484;-0,085632;0,887207;0;0;0;1;0;0;0;1;0,2515714;0,2909196;0,4529447;0,8043126;-0,3676697;0,857464;0,247021;-0,2618304
1;28;88;0,1064216;-0,4987856;1,42708;0,1161714;-0,5000302;1,313194;0,4571747;-0,3636927;0,9235883;0,2657212;-0,31748;0,8614288;67;-109;7080;-0,721843;0,363089;0,58902;0,241638;0,383484;-0,085632;0,887207;0;0;0;1;0;0;0;1;0,249934;0,2952198;0,4489519;0,805494;-0,367426;0,8572245;0,2476719;-0,2623414
1;28;92;0;0;0;0;0;0;0;0;0;0;0;0;67;-109;7080;-0,721843;0,363089;0,58902;0,241638;0,383484;-0,085632;0,887207;0;0;0;1;0;0;0;1;0,249934;0,2952198;0,4489519;0,805494;-0,367426;0,8572245;0,2476719;-0,2623414
1;28;97;0;0;0;0;0;0;0;0;0;0;0;0;67;-109;7080;-0,721843;0,363089;0,58902;0,241638;0,383484;-0,085632;0,887207;0;0;0;1;0;0;0;1;0,249934;0,2952198;0,4489519;0,805494;-0,367426;0,8572245;0,2476719;-0,2623414
1;28;100;0;0;0;0;0;0;0;0;0;0;0;0;85;-111;7124;-0,722909;0,364076;0,587188;0,242615;0,384094;-0,086121;0,886658;0;0;0;1;0;0;0;1;0,249934;0,2952198;0,4489519;0,805494;-0,367426;0,8572245;0,2476719;-0,2623414
1;28;105;0;0;0;0;0;0;0;0;0;0;0;0;85;-111;7124;-0,722909;0,364076;0,587188;0,242615;0,384094;-0,086121;0,886658;0;0;0;1;0;0;0;1;0,249934;0,2952198;0,4489519;0,805494;-0,367426;0,8572245;0,2476719;-0,2623414
1;28;108;0;0;0;0;0;0;0;0;0;0;0;0;85;-111;7124;-0,722909;0,364076;0,587188;0,242615;0,384094;-0,086121;0,886658;0;0;0;1;0;0;0;1;0,249934;0,2952198;0,4489519;0,805494;-0,367426;0,8572245;0,2476719;-0,2623414
1;28;112;0;0;0;0;0;0;0;0;0;0;0;0;85;-111;7124;-0,722909;0,364076;0,587188;0,242615;0,384094;-0,086121;0,886658;0;0;0;1;0;0;0;1;0,249934;0,2952198;0,4489519;0,805494;-0,367426;0,8572245;0,2476719;-0,2623414
1;28;116;0;0;0;0;0;0;0;0;0;0;0;0;85;-111;7124;-0,722909;0,364076;0,587188;0,242615;0,384094;-0,086121;0,886658;0;0;0;1;0;0;0;1;0,249934;0,2952198;0,4489519;0,805494;-0,367426;0,8572245;0,2476719;-0,2623414
1;28;121;0,1053555;-0,4998714;1,428053;0,1849118;-0,5504665;1,265946;0,4571013;-0,3628657;0,9233063;0,2656534;-0,3173438;0,8614921;85;-111;7124;-0,722909;0,364076;0,587188;0,242615;0,384094;-0,086121;0,886658;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;124;0;0;0;0;0;0;0;0;0;0;0;0;85;-111;7124;-0,722909;0,364076;0,587188;0,242615;0,384094;-0,086121;0,886658;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;128;0;0;0;0;0;0;0;0;0;0;0;0;85;-111;7124;-0,722909;0,364076;0,587188;0,242615;0,384094;-0,086121;0,886658;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;132;0;0;0;0;0;0;0;0;0;0;0;0;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;136;0;0;0;0;0;0;0;0;0;0;0;0;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;139;0;0;0;0;0;0;0;0;0;0;0;0;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;143;0;0;0;0;0;0;0;0;0;0;0;0;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;146;0;0;0;0;0;0;0;0;0;0;0;0;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;151;0;0;0;0;0;0;0;0;0;0;0;0;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2483317;0,2991026;0,4453931;0,8065321;-0,367247;0,857022;0,2481915;-0,2627619
1;28;156;0,1046569;-0,5012296;1,429311;0,08282509;-0,4806765;1,334994;0,4570244;-0,3621997;0,9230959;0,2656126;-0,3172514;0,8615343;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2469922;0,3022441;0,4425564;0,8073334;-0,3671167;0,8568612;0,2485895;-0,2630922
1;28;160;0;0;0;0;0;0;0;0;0;0;0;0;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2469922;0,3022441;0,4425564;0,8073334;-0,3671167;0,8568612;0,2485895;-0,2630922
1;28;164;0;0;0;0;0;0;0;0;0;0;0;0;117;-59;7139;-0,723557;0,365092;0,585621;0,243469;0,384522;-0,086365;0,886169;0;0;0;1;0;0;0;1;0,2469922;0,3022441;0,4425564;0,8073334;-0,3671167;0,8568612;0,2485895;-0,2630922
1;28;169;0;0;0;0;0;0;0;0;0;0;0;0;160;-93;7146;-0,724474;0,366051;0,583999;0,244141;0,385193;-0,086243;0,885742;0;0;0;1;0;0;0;1;0,2469922;0,3022441;0,4425564;0,8073334;-0,3671167;0,8568612;0,2485895;-0,2630922
1;28;172;0;0;0;0;0;0;0;0;0;0;0;0;160;-93;7146;-0,724474;0,366051;0,583999;0,244141;0,385193;-0,086243;0,885742;0;0;0;1;0;0;0;1;0,2469922;0,3022441;0,4425564;0,8073334;-0,3671167;0,8568612;0,2485895;-0,2630922
1;28;176;0;0;0;0;0;0;0;0;0;0;0;0;160;-93;7146;-0,724474;0,366051;0,583999;0,244141;0,385193;-0,086243;0,885742;0;0;0;1;0;0;0;1;0,2469922;0,3022441;0,4425564;0,8073334;-0,3671167;0,8568612;0,2485895;-0,2630922
1;28;181;0;0;0;0;0;0;0;0;0;0;0;0;160;-93;7146;-0,724474;0,366051;0,583999;0,244141;0,385193;-0,086243;0,885742;0;0;0;1;0;0;0;1;0,2469922;0,3022441;0,4425564;0,8073334;-0,3671167;0,8568612;0,2485895;-0,2630922
1;28;186;0;0;0;0;0;0;0;0;0;0;0;0;160;-93;7146;-0,724474;0,366051;0,583999;0,244141;0,385193;-0,086243;0,885742;0;0;0;1;0;0;0;1;0,2469922;0,3022441;0,4425564;0,8073334;-0,3671167;0,8568612;0,2485895;-0,2630922
1;28;191;0,1042228;-0,5025959;1,430613;0,1261205;-0,5011271;1,319428;0,4569439;-0,3616433;0,9229286;0,2655947;-0,3171993;0,8615546;160;-93;7146;-0,724474;0,366051;0,583999;0,244141;0,385193;-0,086243;0,885742;0;0;0;1;0;0;0;1;0,2458098;0,3049011;0,4402279;0,807968;-0,3670268;0,8567337;0,2488967;-0,2633423
1;28;195;0;0;0;0;0;0;0;0;0;0;0;0;160;-93;7146;-0,724474;0,366051;0,583999;0,244141;0,385193;-0,086243;0,885742;0;0;0;1;0;0;0;1;0,2458098;0,3049011;0,4402279;0,807968;-0,3670268;0,8567337;0,2488967;-0,2633423
1;28;199;0;0;0;0;0;0;0;0;0;0;0;0;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2458098;0,3049011;0,4402279;0,807968;-0,3670268;0,8567337;0,2488967;-0,2633423
1;28;203;0;0;0;0;0;0;0;0;0;0;0;0;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2458098;0,3049011;0,4402279;0,807968;-0,3670268;0,8567337;0,2488967;-0,2633423
1;28;206;0;0;0;0;0;0;0;0;0;0;0;0;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2458098;0,3049011;0,4402279;0,807968;-0,3670268;0,8567337;0,2488967;-0,2633423
1;28;210;0;0;0;0;0;0;0;0;0;0;0;0;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2458098;0,3049011;0,4402279;0,807968;-0,3670268;0,8567337;0,2488967;-0,2633423
1;28;214;0;0;0;0;0;0;0;0;0;0;0;0;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2458098;0,3049011;0,4402279;0,807968;-0,3670268;0,8567337;0,2488967;-0,2633423
1;28;219;0,1040082;-0,5034136;1,431639;0,128766;-0,4969465;1,326319;0,4568667;-0,3611896;0,922801;0,2655821;-0,3171593;0,8615699;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;223;0;0;0;0;0;0;0;0;0;0;0;0;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;226;0;0;0;0;0;0;0;0;0;0;0;0;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;230;0;0;0;0;0;0;0;0;0;0;0;0;140;-158;7111;-0,725319;0,366083;0,582869;0,244202;0,385864;-0,085999;0,885437;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;234;0;0;0;0;0;0;0;0;0;0;0;0;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;238;0;0;0;0;0;0;0;0;0;0;0;0;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;241;0;0;0;0;0;0;0;0;0;0;0;0;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;245;0;0;0;0;0;0;0;0;0;0;0;0;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;249;0;0;0;0;0;0;0;0;0;0;0;0;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;253;0;0;0;0;0;0;0;0;0;0;0;0;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2448211;0,3071085;0,4383528;0,8084515;-0,3669606;0,8566269;0,2491425;-0,2635494
1;28;258;0,1037588;-0,5039436;1,432328;0,1350436;-0,4969706;1,3782;0,4567993;-0,3608195;0,9227096;0,2655717;-0,3171224;0,8615839;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2439845;0,3089251;0,4368325;0,8088351;-0,3669125;0,8565409;0,2493228;-0,2637253
1;28;262;0;0;0;0;0;0;0;0;0;0;0;0;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2439845;0,3089251;0,4368325;0,8088351;-0,3669125;0,8565409;0,2493228;-0,2637253
1;28;265;0;0;0;0;0;0;0;0;0;0;0;0;157;-225;7087;-0,726291;0,366576;0,581366;0,24469;0,386536;-0,08606;0,88501;0;0;0;1;0;0;0;1;0,2439845;0,3089251;0,4368325;0,8088351;-0,3669125;0,8565409;0,2493228;-0,2637253
1;28;269;0;0;0;0;0;0;0;0;0;0;0;0;177;-211;7145;-0,727533;0,368203;0,578733;0,246094;0,387329;-0,086487;0,884216;0;0;0;1;0;0;0;1;0,2439845;0,3089251;0,4368325;0,8088351;-0,3669125;0,8565409;0,2493228;-0,2637253
1;28;272;0;0;0;0;0;0;0;0;0;0;0;0;177;-211;7145;-0,727533;0,368203;0,578733;0,246094;0,387329;-0,086487;0,884216;0;0;0;1;0;0;0;1;0,2439845;0,3089251;0,4368325;0,8088351;-0,3669125;0,8565409;0,2493228;-0,2637253
1;28;282;0;0;0;0;0;0;0;0;0;0;0;0;177;-211;7145;-0,727533;0,368203;0,578733;0,246094;0,387329;-0,086487;0,884216;0;0;0;1;0;0;0;1;0,2439845;0,3089251;0,4368325;0,8088351;-0,3669125;0,8565409;0,2493228;-0,2637253
1;28;288;0,1035469;-0,5043054;1,432781;0,1370756;-0,5035664;1,401282;0,4567359;-0,3605185;0,9226491;0,2655658;-0,3170873;0,8615971;177;-211;7145;-0,727533;0,368203;0,578733;0,246094;0,387329;-0,086487;0,884216;0;0;0;1;0;0;0;1;0,2432504;0,3104365;0,4356137;0,8091348;-0,3668826;0,8564768;0,2494345;-0,2638693
1;28;291;0;0;0;0;0;0;0;0;0;0;0;0;177;-211;7145;-0,727533;0,368203;0,578733;0,246094;0,387329;-0,086487;0,884216;0;0;0;1;0;0;0;1;0,2432504;0,3104365;0,4356137;0,8091348;-0,3668826;0,8564768;0,2494345;-0,2638693
1;28;295;0;0;0;0;0;0;0;0;0;0;0;0;177;-211;7145;-0,727533;0,368203;0,578733;0,246094;0,387329;-0,086487;0,884216;0;0;0;1;0;0;0;1;0,2432504;0,3104365;0,4356137;0,8091348;-0,3668826;0,8564768;0,2494345;-0,2638693
