t;kinect_foot_right.x;kinect_foot_right.y;kinect_foot_right.z;kinect_foot_left.x;kinect_foot_left.y;kinect_foot_left.z;kinect_hand_right.x;kinect_hand_right.y;kinect_hand_right.z;kinect_hand_left.x;kinect_hand_left.y;kinect_hand_left.z;imu_acceleration.x;imu_acceleration.y;imu_acceleration.z;imu_orientation.x;imu_orientation.y;imu_orientation.z;imu_orientation.w;
875;0;0;0;0;0;0;0;0;0;0;0;0;1065;-586;18865;0,564636;0,092224;-0,67096;0,471619;
889;0,0583842;-0,2294818;0,4088283;0,03523705;-0,00509348;0,4136955;0,03058572;-0,00793226;0,8561829;0,02693518;0,03352217;0,844787;919;-659;18860;0,56488;0,093506;-0,670227;0,472229;
902;0;0;0;0;0;0;0;0;0;0;0;0;919;-659;18860;0,56488;0,093506;-0,670227;0,472229;
914;0;0;0;0;0;0;0;0;0;0;0;0;878;-872;18874;0,564697;0,095093;-0,669128;0,473633;
929;0,05794206;-0,2389824;0,4023851;0,04782666;-0,02180635;0,4338342;0,03403799;-0,002146978;0,8538834;0,07521992;-0,01259396;0,6032187;878;-872;18874;0,564697;0,095093;-0,669128;0,473633;
942;0;0;0;0;0;0;0;0;0;0;0;0;815;-701;18701;0,565491;0,096252;-0,668091;0,473877;
956;0;0;0;0;0;0;0;0;0;0;0;0;815;-701;18701;0,565491;0,096252;-0,668091;0,473877;
970;0,05762494;-0,2450036;0,3983281;0,05313642;-0,02817275;0,4420685;0,107087;-0,0297182;0,8579404;0,12389;-0,04436157;0,5037715;840;-711;18741;0,567566;0,095825;-0,666565;0,473633;
982;0;0;0;0;0;0;0;0;0;0;0;0;840;-711;18741;0,567566;0,095825;-0,666565;0,473633;
996;0,05741569;-0,248935;0,3956553;0,05512885;-0,0290869;0,4470378;0,1068459;-0,03418716;0,8586429;0,112467;-0,03728002;0,466652;745;-911;18704;0,568298;0,095337;-0,665283;0,47467;
10;0;0;0;0;0;0;0;0;0;0;0;0;745;-911;18704;0,568298;0,095337;-0,665283;0,47467;
25;0,05667134;-0,2472799;0,3939704;0,05427207;-0,02744618;0,4486449;0,07544424;-0,02574302;0,553353;0,1034731;-0,03134774;0,4518068;745;-911;18704;0,568298;0,095337;-0,665283;0,47467;
42;0;0;0;0;0;0;0;0;0;0;0;0;777;-994;18447;0,568726;0,099182;-0,660706;0,479797;
57;0,05602056;-0,2444438;0,3931578;0,05280905;-0,02721326;0,4483118;0,08741829;-0,03107143;0,5214475;0,09485792;-0,02563366;0,4416643;777;-994;18447;0,568726;0,099182;-0,660706;0,479797;
70;0;0;0;0;0;0;0;0;0;0;0;0;398;-920;18368;0,569153;0,1026;-0,658691;0,481262;
83;0;0;0;0;0;0;0;0;0;0;0;0;398;-920;18368;0,569153;0,1026;-0,658691;0,481262;
97;0,055479;-0,2412665;0,3929205;0,05065892;-0,02655566;0,4465272;0,06908356;-0,02649123;0,4919172;0,08081647;-0,0161872;0,4450285;398;-920;18368;0,569153;0,1026;-0,658691;0,481262;
110;0;0;0;0;0;0;0;0;0;0;0;0;343;-1113;18554;0,570618;0,102905;-0,657715;0,480774;
125;0,03436603;-0,08036804;0,4236081;0,0487319;-0,02668589;0,4443303;0,05578551;-0,02268755;0,4879503;0,06647383;-0,006482201;0,4594926;343;-1113;18554;0,570618;0,102905;-0,657715;0,480774;
139;0;0;0;0;0;0;0;0;0;0;0;0;381;-1159;18594;0,570923;0,103333;-0,65686;0,481506;
152;0;0;0;0;0;0;0;0;0;0;0;0;381;-1159;18594;0,570923;0,103333;-0,65686;0,481506;
166;0,03094484;-0,04234111;0,4299123;0,0470452;-0,02688941;0,4421411;0,04807876;-0,02042213;0,4882913;0,05759028;-0,0004979856;0,4703031;249;-1054;18572;0,571472;0,104309;-0,655579;0,482422;
180;0;0;0;0;0;0;0;0;0;0;0;0;249;-1054;18572;0,571472;0,104309;-0,655579;0,482422;
194;0,02802912;-0,01548151;0,4349014;0,04555467;-0,02776922;0,4400137;0,04224775;-0,01786813;0,4927749;0,05201271;0,003418312;0,4782662;313;-966;18519;0,572022;0,105164;-0,654419;0,483154;
207;0;0;0;0;0;0;0;0;0;0;0;0;313;-966;18519;0,572022;0,105164;-0,654419;0,483154;
219;0;0;0;0;0;0;0;0;0;0;0;0;270;-920;18567;0,573059;0,106567;-0,652283;0,484497;
235;0,01159927;-0,007246903;0,1585158;0,04442979;-0,02850698;0,4382706;0,04032505;-0,01631613;0,5086774;0,04847868;0,005968512;0,483991;270;-920;18567;0,573059;0,106567;-0,652283;0,484497;
252;0;0;0;0;0;0;0;0;0;0;0;0;270;-920;18567;0,573059;0,106567;-0,652283;0,484497;
267;0;0;0;0;0;0;0;0;0;0;0;0;61;-985;18554;0,573792;0,109009;-0,649597;0,486694;
281;0;0;0;0;0;0;0;0;0;0;0;0;61;-985;18554;0,573792;0,109009;-0,649597;0,486694;
294;0;0;0;0;0;0;0;0;0;0;0;0;-109;-896;18434;0,574402;0,110474;-0,648804;0,486694;
307;0;0;0;0;0;0;0;0;0;0;0;0;-109;-896;18434;0,574402;0,110474;-0,648804;0,486694;
319;0;0;0;0;0;0;0;0;0;0;0;0;-43;-981;18469;0,575195;0,11084;-0,648376;0,486267;
332;0;0;0;0;0;0;0;0;0;0;0;0;-43;-981;18469;0,575195;0,11084;-0,648376;0,486267;
344;0;0;0;0;0;0;0;0;0;0;0;0;-78;-1503;18878;0,574829;0,110718;-0,64801;0,487183;
357;0;0;0;0;0;0;0;0;0;0;0;0;-78;-1503;18878;0,574829;0,110718;-0,64801;0,487183;
369;0;0;0;0;0;0;0;0;0;0;0;0;-67;-1920;19319;0,573059;0,109375;-0,648193;0,48938;
383;0;0;0;0;0;0;0;0;0;0;0;0;-67;-1920;19319;0,573059;0,109375;-0,648193;0,48938;
396;0;0;0;0;0;0;0;0;0;0;0;0;-173;-1286;18917;0,570374;0,10675;-0,648376;0,492798;
408;0;0;0;0;0;0;0;0;0;0;0;0;-173;-1286;18917;0,570374;0,10675;-0,648376;0,492798;
420;0;0;0;0;0;0;0;0;0;0;0;0;-263;-735;18599;0,56958;0,105896;-0,648376;0,493958;
433;0;0;0;0;0;0;0;0;0;0;0;0;-263;-735;18599;0,56958;0,105896;-0,648376;0,493958;
450;0;0;0;0;0;0;0;0;0;0;0;0;-314;-495;18570;0,56897;0,105042;-0,648254;0,494934;
470;0;0;0;0;0;0;0;0;0;0;0;0;-314;-495;18570;0,56897;0,105042;-0,648254;0,494934;
482;0;0;0;0;0;0;0;0;0;0;0;0;-314;-495;18570;0,56897;0,105042;-0,648254;0,494934;
495;0;0;0;0;0;0;0;0;0;0;0;0;-271;-549;18407;0,568237;0,100342;-0,648865;0,495972;
509;0;0;0;0;0;0;0;0;0;0;0;0;-271;-549;18407;0,568237;0,100342;-0,648865;0,495972;
520;0;0;0;0;0;0;0;0;0;0;0;0;-122;-710;18405;0,568115;0,098877;-0,648926;0,496277;
534;0;0;0;0;0;0;0;0;0;0;0;0;-122;-710;18405;0,568115;0,098877;-0,648926;0,496277;
546;0;0;0;0;0;0;0;0;0;0;0;0;2;-754;18338;0,56781;0,098206;-0,648438;0,497437;
568;0;0;0;0;0;0;0;0;0;0;0;0;2;-754;18338;0,56781;0,098206;-0,648438;0,497437;
581;0;0;0;0;0;0;0;0;0;0;0;0;2;-754;18338;0,56781;0,098206;-0,648438;0,497437;
594;0;0;0;0;0;0;0;0;0;0;0;0;-124;-581;18360;0,567749;0,097717;-0,648071;0,498047;
606;0;0;0;0;0;0;0;0;0;0;0;0;-124;-581;18360;0,567749;0,097717;-0,648071;0,498047;
618;0;0;0;0;0;0;0;0;0;0;0;0;-132;-554;18366;0,567871;0,097351;-0,648071;0,497986;
631;0;0;0;0;0;0;0;0;0;0;0;0;-132;-554;18366;0,567871;0,097351;-0,648071;0,497986;
645;0;0;0;0;0;0;0;0;0;0;0;0;-97;-545;18387;0,56781;0,097351;-0,647766;0,498474;
659;0;0;0;0;0;0;0;0;0;0;0;0;-97;-545;18387;0,56781;0,097351;-0,647766;0,498474;
676;0;0;0;0;0;0;0;0;0;0;0;0;-205;-531;18361;0,567627;0,097656;-0,647522;0,498962;
697;0;0;0;0;0;0;0;0;0;0;0;0;-205;-531;18361;0,567627;0,097656;-0,647522;0,498962;
710;0;0;0;0;0;0;0;0;0;0;0;0;-205;-531;18361;0,567627;0,097656;-0,647522;0,498962;
723;0;0;0;0;0;0;0;0;0;0;0;0;-296;-561;18309;0,567749;0,096802;-0,647766;0,498718;
734;0;0;0;0;0;0;0;0;0;0;0;0;-296;-561;18309;0,567749;0,096802;-0,647766;0,498718;
748;0;0;0;0;0;0;0;0;0;0;0;0;-108;-573;18355;0,568176;0,09613;-0,647644;0,498535;
761;0;0;0;0;0;0;0;0;0;0;0;0;-108;-573;18355;0,568176;0,09613;-0,647644;0,498535;
775;0;0;0;0;0;0;0;0;0;0;0;0;-95;-581;18367;0,568054;0,096802;-0,647095;0,499207;
788;0;0;0;0;0;0;0;0;0;0;0;0;-95;-581;18367;0,568054;0,096802;-0,647095;0,499207;
801;0;0;0;0;0;0;0;0;0;0;0;0;-159;-559;18341;0,567871;0,097412;-0,646851;0,499573;
813;0;0;0;0;0;0;0;0;0;0;0;0;-159;-559;18341;0,567871;0,097412;-0,646851;0,499573;
827;0;0;0;0;0;0;0;0;0;0;0;0;-132;-565;18343;0,567627;0,098206;-0,646606;0,500061;
839;0;0;0;0;0;0;0;0;0;0;0;0;-132;-565;18343;0,567627;0,098206;-0,646606;0,500061;
850;0;0;0;0;0;0;0;0;0;0;0;0;-142;-553;18337;0,567383;0,098755;-0,646423;0,500366;
864;0;0;0;0;0;0;0;0;0;0;0;0;-142;-553;18337;0,567383;0,098755;-0,646423;0,500366;
879;0;0;0;0;0;0;0;0;0;0;0;0;-234;-470;18358;0,567139;0,099548;-0,646423;0,50061;
894;0;0;0;0;0;0;0;0;0;0;0;0;-234;-470;18358;0,567139;0,099548;-0,646423;0,50061;
906;0;0;0;0;0;0;0;0;0;0;0;0;-234;-470;18358;0,567139;0,099548;-0,646423;0,50061;
918;0;0;0;0;0;0;0;0;0;0;0;0;-234;-470;18358;0,567139;0,099548;-0,646423;0,50061;
931;0;0;0;0;0;0;0;0;0;0;0;0;-189;-528;18348;0,567383;0,098511;-0,647034;0,499695;
943;0;0;0;0;0;0;0;0;0;0;0;0;-189;-528;18348;0,567383;0,098511;-0,647034;0,499695;
957;0;0;0;0;0;0;0;0;0;0;0;0;-189;-528;18348;0,567383;0,098511;-0,647034;0,499695;
969;0;0;0;0;0;0;0;0;0;0;0;0;-189;-528;18348;0,567383;0,098511;-0,647034;0,499695;
981;0;0;0;0;0;0;0;0;0;0;0;0;-220;-535;18351;0,567078;0,098938;-0,646912;0,500122;
994;0;0;0;0;0;0;0;0;0;0;0;0;-220;-535;18351;0,567078;0,098938;-0,646912;0,500122;
7;0;0;0;0;0;0;0;0;0;0;0;0;-220;-535;18351;0,567078;0,098938;-0,646912;0,500122;
20;0;0;0;0;0;0;0;0;0;0;0;0;-169;-575;18353;0,566772;0,09906;-0,647217;0,500061;
35;0;0;0;0;0;0;0;0;0;0;0;0;-169;-575;18353;0,566772;0,09906;-0,647217;0,500061;
57;0;0;0;0;0;0;0;0;0;0;0;0;-112;-608;18365;0,566467;0,099548;-0,647034;0,500488;
69;0;0;0;0;0;0;0;0;0;0;0;0;-112;-608;18365;0,566467;0,099548;-0,647034;0,500488;
84;0;0;0;0;0;0;0;0;0;0;0;0;-202;-548;18373;0,565796;0,101135;-0,646668;0,501465;
96;0;0;0;0;0;0;0;0;0;0;0;0;-202;-548;18373;0,565796;0,101135;-0,646668;0,501465;
