t.m;t.s;t.ms;kinect_foot_right.x;kinect_foot_right.y;kinect_foot_right.z;kinect_foot_left.x;kinect_foot_left.y;kinect_foot_left.z;kinect_hand_right.x;kinect_hand_right.y;kinect_hand_right.z;kinect_hand_left.x;kinect_hand_left.y;kinect_hand_left.z;imu_acceleration.x;imu_acceleration.y;imu_acceleration.z;imu_gravity.x;imu_gravity.y;imu_gravity.z;imu_orientation.x;imu_orientation.y;imu_orientation.z;imu_orientation.w;imu_yaw;imu_pitch;imu_roll;kinect_foot_right_orientation.x;kinect_foot_right_orientation.y;kinect_foot_right_orientation.z;kinect_foot_right_orientation.w;kinect_foot_left_orientation.x;kinect_foot_left_orientation.y;kinect_foot_left_orientation.z;kinect_foot_left_orientation.w;kinect_hand_right_orientation.x;kinect_hand_right_orientation.y;kinect_hand_right_orientation.z;kinect_hand_right_orientation.w;kinect_hand_left_orientation.x;kinect_hand_left_orientation.y;kinect_hand_left_orientation.z;kinect_hand_left_orientation.w
1;4;575;0,01476584;-0,3074228;0,9879072;0,5726805;-0,6529399;1,276841;0,2774444;0,02725903;0,862559;0,2693086;0,3005073;0,8866122;0,649797;-0,09456;8,666794;-0,692202;0,526246;0,493599;0,2453;0,43927;0,121216;0,855591;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;596;0;0;0;0;0;0;0;0;0;0;0;0;0,649797;-0,09456;8,666794;-0,692202;0,526246;0,493599;0,2453;0,43927;0,121216;0,855591;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;606;0,01838778;-0,2805505;0,9838453;0,5733152;-0,6573145;1,276627;0,2774439;0,02727906;0,8625105;0,269294;0,3005258;0,8866668;0,649797;-0,09456;8,666794;-0,692202;0,526246;0,493599;0,2453;0,43927;0,121216;0,855591;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;618;0;0;0;0;0;0;0;0;0;0;0;0;0,61949;-0,096985;8,727408;-0,692449;0,525634;0,493939;0,244751;0,439392;0,121521;0,855652;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;626;0;0;0;0;0;0;0;0;0;0;0;0;0,61949;-0,096985;8,727408;-0,692449;0,525634;0,493939;0,244751;0,439392;0,121521;0,855652;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;637;0,01923664;-0,27419;0,9829378;0,5740204;-0,6632354;1,277328;0,2774432;0,02729823;0,862468;0,2692831;0,3005436;0,8867207;0,61949;-0,096985;8,727408;-0,692449;0,525634;0,493939;0,244751;0,439392;0,121521;0,855652;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;645;0;0;0;0;0;0;0;0;0;0;0;0;0,61949;-0,096985;8,727408;-0,692449;0,525634;0,493939;0,244751;0,439392;0,121521;0,855652;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;654;0;0;0;0;0;0;0;0;0;0;0;0;0,61949;-0,096985;8,727408;-0,692449;0,525634;0,493939;0,244751;0,439392;0,121521;0,855652;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;663;0;0;0;0;0;0;0;0;0;0;0;0;0,61949;-0,096985;8,727408;-0,692449;0,525634;0,493939;0,244751;0,439392;0,121521;0,855652;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
1;4;677;0,01918007;-0,2742815;0,9830282;0,5746667;-0,6691877;1,278385;0,2774426;0,02731724;0,8624299;0,2692745;0,3005611;0,8867721;0,640099;-0,089711;8,727408;-0,692439;0,524957;0,494661;0,244446;0,439148;0,121277;0,855896;0;0;0;1;0;0;0;1;-0,09320994;0,8813283;0,004858389;0,4631941;-0,3428733;0,7684653;0,2426092;-0,4827419
