"Time (s)";"Magnetic field x (µT)";"Magnetic field y (µT)";"Magnetic field z (µT)"
1.584375260E0;3.012084961E-2;3.531925583E1;-4.063867950E1
1.594375260E0;-6.057319641E-1;3.533383179E1;-4.063446808E1
1.604375260E0;-5.953674316E-1;3.477209854E1;-4.061666870E1
1.614375260E0;-1.223167419E0;3.422380447E1;-4.123501587E1
1.624375260E0;-1.893547058E0;3.648870850E1;-3.938092041E1
1.634375260E0;-5.976753235E-1;3.477096176E1;-4.125701904E1
1.644375260E0;3.817367554E-2;3.475638580E1;-4.126123047E1
1.654375260E0;-1.231220245E0;3.478667068E1;-4.061245728E1
1.664375260E0;4.853820801E-2;3.419465637E1;-4.124343872E1
1.674375260E0;-1.210494995E0;3.366320801E1;-4.057685852E1
1.684375260E0;-5.769500732E-1;3.364749908E1;-4.122142792E1
1.694375260E0;2.550888062E-2;3.531698227E1;-4.191938782E1
1.704375260E0;-1.863628387E0;3.423611069E1;-4.251151276E1
1.714375260E0;6.926345825E-2;3.307119370E1;-4.120783997E1
1.724375260E0;-1.228912354E0;3.478780365E1;-3.997209930E1
1.734375260E0;4.623413086E-2;3.419351959E1;-4.188379669E1
1.744375260E0;-5.850028992E-1;3.421036911E1;-4.059886932E1
1.754375260E0;5.890274048E-2;3.363292313E1;-4.122563934E1
1.764375260E0;5.315399170E-2;3.419692612E1;-3.996272278E1
1.774375260E0;-1.257694244E0;3.647413635E1;-3.938513184E1
1.784375260E0;3.012084961E-2;3.531925583E1;-4.063867950E1
1.794375260E0;-5.803871155E-1;3.421263885E1;-3.931815338E1
1.804375260E0;-5.850028992E-1;3.421036911E1;-4.059886932E1
1.814375260E0;-5.976753235E-1;3.477096176E1;-4.125701904E1
1.824375260E0;-1.835983276E0;3.311605453E1;-4.055485535E1
1.834375260E0;-1.243892670E0;3.534726715E1;-4.127060699E1
1.844375260E0;4.048156738E-2;3.475752258E1;-4.062088013E1
1.854375260E0;-1.232357025E0;3.535294342E1;-3.806882477E1
1.864375260E0;-5.850028992E-1;3.421036911E1;-4.059886932E1
1.874375260E0;6.659736633E-1;3.530468369E1;-4.064289093E1
1.884375260E0;5.084609985E-2;3.419579315E1;-4.060308075E1
1.894375260E0;-5.907516479E-1;3.477436829E1;-3.933595276E1
1.904375260E0;-5.976753235E-1;3.477096176E1;-4.125701904E1
1.914375260E0;1.281097412E0;3.641356659E1;-4.068269348E1
1.924375260E0;-1.875125885E0;3.536411285E1;-3.998567963E1
1.934375260E0;-6.011161804E-1;3.533610153E1;-3.935375214E1
1.944375260E0;-1.216243744E0;3.422721100E1;-3.931394196E1
1.954375260E0;-1.263446808E0;3.703813934E1;-3.812222290E1
1.964375260E0;4.278945923E-2;3.475865555E1;-3.998052216E1
1.974375260E0;2.781295776E-2;3.531811905E1;-4.127902985E1
1.984375260E0;-6.322059631E-1;3.702129364E1;-3.940714264E1
1.994375260E0;3.586959839E-2;3.475524902E1;-4.190159607E1
2.004375260E0;-1.364135742E-2;3.756504059E1;-4.135021973E1
2.014375260E0;-6.425666809E-1;3.758302307E1;-3.942494202E1
2.024375260E0;-1.228912354E0;3.478780365E1;-3.997209930E1
2.034375260E0;-1.274982452E0;3.703246307E1;-4.132400513E1
2.044375260E0;-1.231220245E0;3.478667068E1;-4.061245728E1
2.054375260E0;3.242874146E-2;3.532038879E1;-3.999831390E1
2.064375260E0;-6.425666809E-1;3.758302307E1;-3.942494202E1
2.074375260E0;-6.034240723E-1;3.533496475E1;-3.999410248E1
2.084375260E0;-1.262310028E0;3.647186279E1;-4.066584778E1
2.094375260E0;-1.864765167E0;3.480237961E1;-3.996788788E1
2.104375260E0;-6.322059631E-1;3.702129364E1;-3.940714264E1
2.114375260E0;-6.057319641E-1;3.533383179E1;-4.063446808E1
2.124375260E0;-1.241584778E0;3.534840393E1;-4.063025665E1
2.134375260E0;6.682815552E-1;3.530581665E1;-4.000252533E1
2.144375260E0;-1.272674561E0;3.703359604E1;-4.068364716E1
2.154375260E0;6.763381958E-1;3.474295044E1;-4.062509155E1
2.164375260E0;6.682815552E-1;3.530581665E1;-4.000252533E1
2.174375260E0;6.866989136E-1;3.418122101E1;-4.060729218E1
2.184375260E0;-6.034240723E-1;3.533496475E1;-3.999410248E1
2.194375260E0;-6.034240723E-1;3.533496475E1;-3.999410248E1
2.204375260E0;1.861953735E-2;3.644725418E1;-3.811284637E1
2.214375260E0;1.861953735E-2;3.644725418E1;-3.811284637E1
2.224375260E0;-1.268058777E0;3.703586578E1;-3.940293121E1
2.234375260E0;9.391784668E-3;3.644271088E1;-4.067427063E1
2.244375260E0;-6.264572144E-1;3.645729065E1;-4.067005920E1
2.254375260E0;5.084609985E-2;3.419579315E1;-4.060308075E1
2.264375260E0;-1.236968994E0;3.535067368E1;-3.934954071E1
2.274375260E0;9.391784668E-3;3.644271088E1;-4.067427063E1
2.284375260E0;3.473663330E-2;3.532152557E1;-3.935796356E1
2.294375260E0;-1.208187103E0;3.366434097E1;-3.993650055E1
2.304375260E0;-6.057319641E-1;3.533383179E1;-4.063446808E1
2.314375260E0;6.682815552E-1;3.530581665E1;-4.000252533E1
2.324375260E0;-6.011161804E-1;3.533610153E1;-3.935375214E1
2.334375260E0;-5.953674316E-1;3.477209854E1;-4.061666870E1
2.344375260E0;-6.080398560E-1;3.533269501E1;-4.127481842E1
2.354375260E0;-5.700263977E-1;3.365090561E1;-3.930035400E1
2.364375260E0;-3.160636902E0;3.652012634E1;-3.809178925E1
2.374375260E0;-6.034240723E-1;3.533496475E1;-3.999410248E1
2.384375260E0;-1.903907776E0;3.705044174E1;-3.939871979E1
2.394375260E0;-1.867073059E0;3.480124664E1;-4.060824585E1
2.404375260E0;-1.900470734E0;3.648530197E1;-4.130199432E1
2.414375260E0;4.970932007E-2;3.476206207E1;-3.805944824E1
2.424375260E0;-1.246196747E0;3.534613037E1;-4.191096497E1
2.434375260E0;-1.231220245E0;3.478667068E1;-4.061245728E1
2.444375260E0;-1.232357025E0;3.535294342E1;-3.806882477E1
2.454375260E0;-1.233528137E0;3.478553391E1;-4.125280762E1
2.464375260E0;-1.241584778E0;3.534840393E1;-4.063025665E1
2.474375260E0;-6.034240723E-1;3.533496475E1;-3.999410248E1
2.484375260E0;6.636657715E-1;3.530354691E1;-4.128324127E1
2.494375260E0;1.330604553E0;3.360377502E1;-4.123406219E1
2.504375260E0;-1.879741669E0;3.536184311E1;-4.126639557E1
2.514375260E0;-5.907516479E-1;3.477436829E1;-3.933595276E1
2.524375260E0;3.586959839E-2;3.475524902E1;-4.190159607E1
2.534375260E0;-1.231220245E0;3.478667068E1;-4.061245728E1
2.544375260E0;-6.264572144E-1;3.645729065E1;-4.067005920E1
2.554375260E0;-1.872817993E0;3.536524963E1;-3.934532928E1
2.564375260E0;-1.241584778E0;3.534840393E1;-4.063025665E1
2.574375260E0;7.083892822E-3;3.644157791E1;-4.131462860E1
2.584375260E0;6.866989136E-1;3.418122101E1;-4.060729218E1
2.594375260E0;-1.223167419E0;3.422380447E1;-4.123501587E1
2.604375260E0;-1.877433777E0;3.536297989E1;-4.062604523E1
2.614375260E0;-6.057319641E-1;3.533383179E1;-4.063446808E1
2.624375260E0;3.817367554E-2;3.475638580E1;-4.126123047E1
2.634375260E0;-6.310691833E-1;3.645501709E1;-4.195077515E1
2.644375260E0;-3.146831512E0;3.539326096E1;-3.997725677E1
2.654375260E0;-1.220859528E0;3.422494125E1;-4.059465790E1
2.664375260E0;-1.218551636E0;3.422607422E1;-3.995429993E1
2.674375260E0;-1.239276886E0;3.534953690E1;-3.998989105E1
2.684375260E0;-1.220859528E0;3.422494125E1;-4.059465790E1
2.694375260E0;1.316802979E0;3.473064423E1;-3.934858704E1
2.704375260E0;-1.228912354E0;3.478780365E1;-3.997209930E1
2.714375260E0;-5.930595398E-1;3.477323151E1;-3.997631073E1
2.724375260E0;-1.220859528E0;3.422494125E1;-4.059465790E1
2.734375260E0;-5.907516479E-1;3.477436829E1;-3.933595276E1
2.744375260E0;2.550888062E-2;3.531698227E1;-4.191938782E1
2.754375260E0;-1.864765167E0;3.480237961E1;-3.996788788E1
2.764375260E0;-1.260002136E0;3.647299957E1;-4.002548981E1
2.774375260E0;-1.231220245E0;3.478667068E1;-4.061245728E1
2.784375260E0;6.659736633E-1;3.530468369E1;-4.064289093E1
2.794375260E0;-1.260002136E0;3.647299957E1;-4.002548981E1
2.804375260E0;-1.210494995E0;3.366320801E1;-4.057685852E1
2.814375260E0;-1.210494995E0;3.366320801E1;-4.057685852E1
2.824375260E0;-1.262310028E0;3.647186279E1;-4.066584778E1
2.834375260E0;-1.262310028E0;3.647186279E1;-4.066584778E1
2.844375260E0;-1.262310028E0;3.647186279E1;-4.066584778E1
2.854375260E0;6.763381958E-1;3.474295044E1;-4.062509155E1
2.864375260E0;4.278945923E-2;3.475865555E1;-3.998052216E1
2.874375260E0;-1.867073059E0;3.480124664E1;-4.060824585E1
2.884375260E0;-1.260002136E0;3.647299957E1;-4.002548981E1
2.894375260E0;-1.260002136E0;3.647299957E1;-4.002548981E1
2.904375260E0;-6.368217468E-1;3.701902008E1;-4.068785858E1
2.914375260E0;-1.867073059E0;3.480124664E1;-4.060824585E1
2.924375260E0;-5.896148682E-1;3.420809555E1;-4.187958527E1
2.934375260E0;3.012084961E-2;3.531925583E1;-4.063867950E1
2.944375260E0;-1.231220245E0;3.478667068E1;-4.061245728E1
2.954375260E0;-1.879741669E0;3.536184311E1;-4.126639557E1
2.964375260E0;-9.689331055E-4;3.700444794E1;-4.069207001E1
2.974375260E0;6.740303040E-1;3.474181366E1;-4.126544189E1
2.984375260E0;-6.241493225E-1;3.645842361E1;-4.002970123E1
2.994375260E0;-1.220859528E0;3.422494125E1;-4.059465790E1
3.004375260E0;-6.057319641E-1;3.533383179E1;-4.063446808E1
3.014375260E0;-5.850028992E-1;3.421036911E1;-4.059886932E1
3.024375260E0;-5.953674316E-1;3.477209854E1;-4.061666870E1
3.034375260E0;6.866989136E-1;3.418122101E1;-4.060729218E1
3.044375260E0;-6.241493225E-1;3.645842361E1;-4.002970123E1
3.054375260E0;1.307575226E0;3.472610092E1;-4.191001892E1
3.064375260E0;4.048156738E-2;3.475752258E1;-4.062088013E1
3.074375260E0;-1.241584778E0;3.534840393E1;-4.063025665E1
3.084375260E0;4.278945923E-2;3.475865555E1;-3.998052216E1
3.094375260E0;-1.856708527E0;3.423951721E1;-4.059044647E1
3.104375260E0;-3.151447296E0;3.539099121E1;-4.125797272E1
3.114375260E0;5.084609985E-2;3.419579315E1;-4.060308075E1
3.124375260E0;-5.850028992E-1;3.421036911E1;-4.059886932E1
3.134375260E0;3.242874146E-2;3.532038879E1;-3.999831390E1
3.144375260E0;-1.856708527E0;3.423951721E1;-4.059044647E1
3.154375260E0;2.550888062E-2;3.531698227E1;-4.191938782E1
3.164375260E0;-5.850028992E-1;3.421036911E1;-4.059886932E1
3.174375260E0;-1.231220245E0;3.478667068E1;-4.061245728E1
3.184375260E0;-6.368217468E-1;3.701902008E1;-4.068785858E1
3.194375260E0;-1.867073059E0;3.480124664E1;-4.060824585E1
3.204375260E0;-5.953674316E-1;3.477209854E1;-4.061666870E1
3.214375260E0;-1.212802887E0;3.366207123E1;-4.121721649E1
3.224375260E0;6.740303040E-1;3.474181366E1;-4.126544189E1
3.234375260E0;-5.850028992E-1;3.421036911E1;-4.059886932E1
3.244375260E0;-1.200130463E0;3.310147858E1;-4.055906677E1
3.254375260E0;-1.226604462E0;3.478894043E1;-3.933174133E1
3.264375260E0;5.315399170E-2;3.419692612E1;-3.996272278E1
3.274375260E0;-5.873107910E-1;3.420923233E1;-4.123922729E1
3.284375260E0;-5.976753235E-1;3.477096176E1;-4.125701904E1
3.294375260E0;-1.840595245E0;3.311378098E1;-4.183556366E1
3.304375260E0;-1.241584778E0;3.534840393E1;-4.063025665E1
3.314375260E0;-3.135334015E0;3.426525879E1;-4.250308990E1
3.324375260E0;-6.080398560E-1;3.533269501E1;-4.127481842E1
3.334375260E0;-1.262310028E0;3.647186279E1;-4.066584778E1
3.344375260E0;-5.815620422E-1;3.364522934E1;-4.250213623E1
3.354375260E0;-5.769500732E-1;3.364749908E1;-4.122142792E1
3.364375260E0;-1.848651886E0;3.367664719E1;-4.121300507E1
3.374375260E0;-1.212802887E0;3.366207123E1;-4.121721649E1
3.384375260E0;-1.223167419E0;3.422380447E1;-4.123501587E1
3.394375260E0;-1.822174072E0;3.198918915E1;-4.244032288E1
3.404375260E0;-5.504722595E-1;3.196004105E1;-4.244874573E1
3.414375260E0;-5.873107910E-1;3.420923233E1;-4.123922729E1
3.424375260E0;-1.862457275E0;3.480351639E1;-3.932752991E1
3.434375260E0;-5.919227600E-1;3.420696259E1;-4.251993561E1
3.444375260E0;-5.919227600E-1;3.420696259E1;-4.251993561E1
3.454375260E0;-1.197822571E0;3.310261154E1;-3.991870117E1
3.464375260E0;-1.197822571E0;3.310261154E1;-3.991870117E1
3.474375260E0;6.924514771E-1;3.361721420E1;-4.187020874E1
3.484375260E0;-1.210494995E0;3.366320801E1;-4.057685852E1
3.494375260E0;-5.688896179E-1;3.308463287E1;-4.184398651E1
3.504375260E0;-5.769500732E-1;3.364749908E1;-4.122142792E1
3.514375260E0;-1.171348572E0;3.141515350E1;-4.114602661E1
3.524375260E0;-1.854400635E0;3.424065018E1;-3.995008850E1
3.534375260E0;4.392623901E-2;3.419238663E1;-4.252414703E1
3.544375260E0;-5.838699341E-1;3.364409256E1;-4.314250183E1
3.554375260E0;-5.873107910E-1;3.420923233E1;-4.123922729E1
3.564375260E0;7.281532288E-1;3.193429947E1;-4.053610229E1
3.574375260E0;-5.792541504E-1;3.364636230E1;-4.186178589E1
3.584375260E0;5.429077148E-2;3.363065338E1;-4.250634766E1
3.594375260E0;6.121063232E-2;3.363405991E1;-4.058528137E1
3.604375260E0;-5.458602905E-1;3.196231079E1;-4.116802979E1
3.614375260E0;-5.665855408E-1;3.308576965E1;-4.120362854E1
3.624375260E0;-1.817562103E0;3.199145889E1;-4.115960693E1
3.634375260E0;-1.184017181E0;3.197574615E1;-4.180418396E1
3.644375260E0;-3.114604950E0;3.314179611E1;-4.246749878E1
3.654375260E0;-5.642776489E-1;3.308690643E1;-4.056327820E1
3.664375260E0;-1.204742432E0;3.309920502E1;-4.183977509E1
3.674375260E0;-5.377998352E-1;3.139944458E1;-4.179059601E1
3.684375260E0;7.339057922E-1;3.137029648E1;-4.179901886E1
3.694375260E0;-5.205154419E-1;3.084111786E1;-3.985172272E1
3.704375260E0;8.538055420E-2;3.194546509E1;-4.245295715E1
3.714375260E0;-1.838291168E0;3.311491776E1;-4.119520569E1
3.724375260E0;-5.481643677E-1;3.196117401E1;-4.180839539E1
3.734375260E0;1.061058044E-1;3.082200241E1;-4.241735840E1
3.744375260E0;-5.642776489E-1;3.308690643E1;-4.056327820E1
3.754375260E0;1.357082367E0;3.191631699E1;-4.246138000E1
3.764375260E0;-1.788776398E0;3.030513000E1;-4.174657440E1
3.774375260E0;-1.807201385E0;3.142972946E1;-4.114181519E1
3.784375260E0;-5.481643677E-1;3.196117401E1;-4.180839539E1
3.794375260E0;8.307266235E-2;3.194432831E1;-4.309331512E1
3.804375260E0;-1.175960541E0;3.141288376E1;-4.242673492E1
3.814375260E0;-1.175960541E0;3.141288376E1;-4.242673492E1
3.824375260E0;-5.377998352E-1;3.139944458E1;-4.179059601E1
3.834375260E0;-1.788776398E0;3.030513000E1;-4.174657440E1
3.844375260E0;-5.251312256E-1;3.083884811E1;-4.113243866E1
3.854375260E0;-1.786472321E0;3.030626678E1;-4.110621643E1
3.864375260E0;-3.122661591E0;3.370465851E1;-4.184494019E1
3.874375260E0;-1.163291931E0;3.085228348E1;-4.176858521E1
3.884375260E0;-5.527801514E-1;3.195890427E1;-4.308910370E1
3.894375260E0;1.107177734E-1;3.082427216E1;-4.113665009E1
3.904375260E0;-1.788776398E0;3.030513000E1;-4.174657440E1
3.914375260E0;-5.401077271E-1;3.139831161E1;-4.243094635E1
3.924375260E0;-1.167907715E0;3.085001373E1;-4.304930115E1
3.934375260E0;-1.186325073E0;3.197461319E1;-4.244453430E1
3.944375260E0;-1.188632965E0;3.197347641E1;-4.308489227E1
3.954375260E0;-5.504722595E-1;3.196004105E1;-4.244874573E1
3.964375260E0;8.538055420E-2;3.194546509E1;-4.245295715E1
3.974375260E0;-1.175960541E0;3.141288376E1;-4.242673492E1
3.984375260E0;-1.173652649E0;3.141401672E1;-4.178638458E1
3.994375260E0;-5.424156189E-1;3.139717484E1;-4.307130432E1
4.004375260E0;-1.801448822E0;3.086572647E1;-4.240472412E1
4.014375260E0;-5.573959351E-1;3.195663452E1;-4.436981201E1
4.024375260E0;-1.799140930E0;3.086685944E1;-4.176437378E1
4.034375260E0;-5.401077271E-1;3.139831161E1;-4.243094635E1
4.044375260E0;-1.799140930E0;3.086685944E1;-4.176437378E1
4.054375260E0;-5.170745850E-1;3.027598190E1;-4.175499725E1
4.064375260E0;-5.170745850E-1;3.027598190E1;-4.175499725E1
4.074375260E0;-1.178268433E0;3.141174698E1;-4.306709290E1
4.084375260E0;-1.178268433E0;3.141174698E1;-4.306709290E1
4.094375260E0;-3.091571808E0;3.201947021E1;-4.179154968E1
4.104375260E0;7.488784790E-1;3.081083679E1;-4.050050354E1
4.114375260E0;-1.184017181E0;3.197574615E1;-4.180418396E1
4.124375260E0;-1.788776398E0;3.030513000E1;-4.174657440E1
4.134375260E0;-1.186325073E0;3.197461319E1;-4.244453430E1
4.144375260E0;-5.274353027E-1;3.083771133E1;-4.177279663E1
4.154375260E0;-1.842903137E0;3.311264801E1;-4.247592163E1
4.164375260E0;-5.297431946E-1;3.083657837E1;-4.241314697E1
4.174375260E0;-3.112297058E0;3.314292908E1;-4.182714081E1
4.184375260E0;1.061058044E-1;3.082200241E1;-4.241735840E1
4.194375260E0;-1.217414856E0;3.365980148E1;-4.249792480E1
4.204375260E0;-1.160987854E0;3.085342026E1;-4.112822723E1
4.214375260E0;-3.109992981E0;3.314406586E1;-4.118678284E1
4.224375260E0;-1.804893494E0;3.143086624E1;-4.050145721E1
4.234375260E0;-4.365585327E0;3.204748917E1;-4.242347717E1
4.244375260E0;-5.274353027E-1;3.083771133E1;-4.177279663E1
4.254375260E0;-1.167907715E0;3.085001373E1;-4.304930115E1
4.264375260E0;-1.803756714E0;3.086458969E1;-4.304508972E1
4.274375260E0;-1.163291931E0;3.085228348E1;-4.176858521E1
4.284375260E0;-1.165599823E0;3.085115051E1;-4.240893555E1
4.294375260E0;-1.175960541E0;3.141288376E1;-4.242673492E1
4.304375260E0;-3.085823059E0;3.145547104E1;-4.305445862E1
4.314375260E0;-5.504722595E-1;3.196004105E1;-4.244874573E1
4.324375260E0;-1.788776398E0;3.030513000E1;-4.174657440E1
4.334375260E0;-5.320510864E-1;3.083544159E1;-4.305351257E1
4.344375260E0;-1.182884216E0;3.140947723E1;-4.434780121E1
4.354375260E0;-3.081207275E0;3.145774078E1;-4.177375031E1
4.364375260E0;-1.807201385E0;3.142972946E1;-4.114181519E1
4.374375260E0;-1.822174072E0;3.198918915E1;-4.244032288E1
4.384375260E0;1.164703369E-1;3.026027298E1;-4.239956665E1
4.394375260E0;-1.799140930E0;3.086685944E1;-4.176437378E1
4.404375260E0;-5.297431946E-1;3.083657837E1;-4.241314697E1
4.414375260E0;-1.808372498E0;3.086231995E1;-4.432579803E1
4.424375260E0;-1.173652649E0;3.141401672E1;-4.178638458E1
4.434375260E0;-5.504722595E-1;3.196004105E1;-4.244874573E1
4.444375260E0;-5.481643677E-1;3.196117401E1;-4.180839539E1
4.454375260E0;-1.181713104E0;3.197688293E1;-4.116381836E1
4.464375260E0;7.350349426E-1;3.080402374E1;-4.434264374E1
4.474375260E0;-5.274353027E-1;3.083771133E1;-4.177279663E1
4.484375260E0;-5.504722595E-1;3.196004105E1;-4.244874573E1
4.494375260E0;-5.504722595E-1;3.196004105E1;-4.244874573E1
4.504375260E0;-1.155235291E0;3.028942108E1;-4.239114380E1
4.514375260E0;6.982002258E-1;3.305321503E1;-4.313312531E1
4.524375260E0;-1.184017181E0;3.197574615E1;-4.180418396E1
4.534375260E0;1.084136963E-1;3.082313538E1;-4.177700806E1
4.544375260E0;-1.809505463E0;3.142859268E1;-4.178217316E1
4.554375260E0;-1.796836853E0;3.086799622E1;-4.112401581E1
4.564375260E0;-5.424156189E-1;3.139717484E1;-4.307130432E1
4.574375260E0;-1.165599823E0;3.085115051E1;-4.240893555E1
4.584375260E0;-1.803756714E0;3.086458969E1;-4.304508972E1
4.594375260E0;-1.181713104E0;3.197688293E1;-4.116381836E1
4.604375260E0;-5.504722595E-1;3.196004105E1;-4.244874573E1
4.614375260E0;-1.152927399E0;3.029055405E1;-4.175078583E1
4.624375260E0;-1.155235291E0;3.028942108E1;-4.239114380E1
4.634375260E0;-5.401077271E-1;3.139831161E1;-4.243094635E1
4.644375260E0;-3.091571808E0;3.201947021E1;-4.179154968E1
4.654375260E0;-5.170745850E-1;3.027598190E1;-4.175499725E1
4.664375260E0;1.061058044E-1;3.082200241E1;-4.241735840E1
4.674375260E0;1.291389465E-1;2.969967651E1;-4.174140930E1
4.684375260E0;-5.470314026E-1;3.139490509E1;-4.435201263E1
4.694375260E0;-5.470314026E-1;3.139490509E1;-4.435201263E1
4.704375260E0;9.687805176E-2;3.081746292E1;-4.497878265E1
4.714375260E0;9.687805176E-2;3.081746292E1;-4.497878265E1
4.724375260E0;7.189254761E-1;3.192975616E1;-4.309752655E1
4.734375260E0;9.574127197E-2;3.138373566E1;-4.243515778E1
4.744375260E0;-1.167907715E0;3.085001373E1;-4.304930115E1
4.754375260E0;-5.401077271E-1;3.139831161E1;-4.243094635E1
4.764375260E0;7.339057922E-1;3.137029648E1;-4.179901886E1
4.774375260E0;8.881759644E-2;3.138032913E1;-4.435622406E1
4.784375260E0;9.343338013E-2;3.138259888E1;-4.307551575E1
4.794375260E0;-1.801448822E0;3.086572647E1;-4.240472412E1
4.804375260E0;-5.170745850E-1;3.027598190E1;-4.175499725E1
4.814375260E0;1.367446899E0;3.135458755E1;-4.244358063E1
4.824375260E0;1.164703369E-1;3.026027298E1;-4.239956665E1
4.834375260E0;9.804916382E-2;3.138486862E1;-4.179480743E1
4.844375260E0;9.804916382E-2;3.138486862E1;-4.179480743E1
4.854375260E0;-5.263061523E-1;3.027144241E1;-4.431642151E1
4.864375260E0;7.419586182E-1;3.080743027E1;-4.242156982E1
4.874375260E0;-5.263061523E-1;3.027144241E1;-4.431642151E1
4.884375260E0;1.164703369E-1;3.026027298E1;-4.239956665E1
4.894375260E0;1.395034790E-1;2.913794327E1;-4.172361755E1
4.904375260E0;7.546310425E-1;3.024683380E1;-4.176342010E1
4.914375260E0;-5.113258362E-1;2.971198273E1;-4.301791382E1
4.924375260E0;1.152954102E-1;2.969286728E1;-4.558354950E1
4.934375260E0;7.557640076E-1;2.968056488E1;-4.430704498E1
4.944375260E0;-4.986534119E-1;2.915138626E1;-4.235975647E1
4.954375260E0;8.075790405E-1;2.687191010E1;-4.421805573E1
4.964375260E0;-4.848518372E-1;2.802451706E1;-4.424523163E1
4.974375260E0;-1.112648010E0;2.747622681E1;-4.486357117E1
4.984375260E0;-1.095363617E0;2.691790009E1;-4.292471313E1
4.994375260E0;1.797828674E-1;2.632361603E1;-4.483640289E1
5.004375260E0;-4.641265869E-1;2.690105820E1;-4.420963287E1
5.014375260E0;-4.595108032E-1;2.690332794E1;-4.292892456E1
5.024375260E0;-4.767951965E-1;2.746165466E1;-4.486778259E1
5.034375260E0;8.490295410E-1;2.462498474E1;-4.414686584E1
5.044375260E0;-4.387855530E-1;2.577986526E1;-4.289332581E1
5.054375260E0;-1.696681976E0;2.468214798E1;-4.477037048E1
5.064375260E0;2.281570435E-1;2.408009720E1;-4.284414673E1
5.074375260E0;2.189292908E-1;2.407555771E1;-4.540557098E1
5.084375260E0;1.498687744E0;2.348353958E1;-4.603655243E1
5.094375260E0;8.467254639E-1;2.462385178E1;-4.478721619E1
5.104375260E0;2.442665100E-1;2.295436478E1;-4.408926392E1
5.114375260E0;2.419624329E-1;2.295323181E1;-4.472961426E1
5.124375260E0;1.524028778E0;2.236235046E1;-4.472023773E1
5.134375260E0;2.834167480E-1;2.070630646E1;-4.465842438E1
5.144375260E0;1.563175201E0;2.011429214E1;-4.528941345E1
5.154375260E0;9.353790283E-1;1.956599808E1;-4.590775299E1
5.164375260E0;2.845241547E0;1.952341080E1;-4.528003693E1
5.174375260E0;1.582767487E0;1.955709839E1;-4.271018982E1
5.184375260E0;1.583900452E0;1.899082947E1;-4.525381470E1
5.194375260E0;3.582611084E-1;1.677532578E1;-4.389348602E1
5.204375260E0;-3.109817505E-1;1.847395706E1;-4.458302307E1
5.214375260E0;1.625354767E0;1.674390793E1;-4.518262482E1
5.224375260E0;3.617057800E-1;1.621018982E1;-4.579676056E1
5.234375260E0;1.004478455E0;1.619902420E1;-4.387989807E1
5.244375260E0;1.633407593E0;1.618104172E1;-4.580518341E1
5.254375260E0;2.908557892E0;1.558675766E1;-4.771686554E1
5.264375260E0;2.925838470E0;1.502843094E1;-4.577800751E1
5.274375260E0;1.689842224E0;1.337466049E1;-4.443547821E1
5.284375260E0;1.697895050E0;1.281179047E1;-4.505803680E1
5.294375260E0;1.666805267E0;1.449698639E1;-4.511143494E1
5.304375260E0;3.610061646E0;1.277033615E1;-4.378995514E1
5.314375260E0;3.610061646E0;1.277033615E1;-4.378995514E1
5.324375260E0;2.974212646E0;1.278491211E1;-4.378574371E1
5.334375260E0;2.974212646E0;1.278491211E1;-4.378574371E1
5.344375260E0;3.625041962E0;1.221087646E1;-4.249144745E1
5.354375260E0;5.504665375E0;9.796348572E0;-4.518457031E1
5.364375260E0;6.173912048E0;8.097713470E0;-4.449503326E1
5.374375260E0;6.789035797E0;9.206604004E0;-4.453484344E1
5.384375260E0;6.192337036E0;6.973117828E0;-4.509979248E1
5.394375260E0;6.171607971E0;8.096580505E0;-4.513539124E1
5.404375260E0;6.180835724E0;8.101119995E0;-4.257396698E1
5.414375260E0;8.711570740E0;8.603416443E0;-4.324897003E1
5.424375260E0;1.047883606E1;2.126892090E0;-4.484547806E1
5.434375260E0;1.112622070E1;2.117992401E0;-4.164790726E1
5.444375260E0;1.366270828E1;2.056285858E0;-4.358582687E1
5.454375260E0;1.366270828E1;2.056285858E0;-4.358582687E1
5.464375260E0;1.304183960E1;1.511402130E0;-4.228310013E1
5.474375260E0;1.427422333E1;1.570549011E-1;-4.162358475E1
5.484375260E0;1.428458405E1;-4.046745300E-1;-4.160578537E1
5.494375260E0;1.558507156E1;-2.120155334E0;-4.220117569E1
5.504375260E0;1.556664658E1;-9.955520630E-1;-4.159641647E1
5.514375260E0;1.554822922E1;1.290435791E-1;-4.099165344E1
5.524375260E0;1.558045578E1;-2.122425079E0;-4.348189163E1
5.534375260E0;1.876663208E1;-2.191890717E0;-4.158187485E1
5.544375260E0;1.698996353E1;-6.661682129E-1;-4.104624176E1
5.554375260E0;1.825936127E1;-6.964569092E-1;-4.169501495E1
5.564375260E0;1.827203369E1;-1.257049561E0;-4.103686523E1
5.574375260E0;2.017728043E1;-1.301910400E0;-4.168985748E1
5.584375260E0;1.953106689E1;-7.256050110E-1;-4.170343781E1
5.594375260E0;1.956215668E1;-2.410800934E0;-4.165004730E1
5.604375260E0;2.019800568E1;-2.425376892E0;-4.165425873E1
5.614375260E0;2.208945084E1;-1.343364716E0;-4.042177582E1
5.624375260E0;1.955985260E1;-2.411937714E0;-4.229040527E1
5.634375260E0;2.081544113E1;-1.315345764E0;-4.105371094E1
5.644375260E0;2.340835571E1;-4.183437347E0;-4.162192535E1
5.654375260E0;2.339224243E1;-3.057708740E0;-4.037680435E1
