"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
3.932990573E0;8.749156594E-1;-1.147912979E0;9.546287537E0
3.935453333E0;7.982603908E-1;-1.145517468E0;9.627733231E0
3.937916094E0;7.767010331E-1;-1.236545801E0;9.697202682E0
3.940389844E0;7.743056417E-1;-1.255709529E0;9.706784248E0
3.942852604E0;7.240005136E-1;-1.224568367E0;9.809790611E0
3.945315364E0;6.329724193E-1;-1.274873376E0;9.831349373E0
3.947778125E0;6.018311381E-1;-1.308410168E0;9.912795067E0
3.950240937E0;5.299667716E-1;-1.313200951E0;9.991846085E0
3.952703698E0;4.916391969E-1;-1.380274415E0;1.003736019E1
3.955166458E0;4.724752307E-1;-1.346737742E0;1.008766556E1
3.957629219E0;3.694698215E-1;-1.382669926E0;1.016432095E1
3.960091979E0;3.335375190E-1;-1.382669926E0;1.026014042E1
3.962554739E0;3.910290599E-1;-1.385065317E0;1.019306660E1
3.965017552E0;3.550968766E-1;-1.401833773E0;1.030565453E1
3.967480312E0;3.239555955E-1;-1.394647241E0;1.036075020E1
3.969941354E0;3.574922681E-1;-1.397042751E0;1.033919144E1
3.972404114E0;3.503058553E-1;-1.382669926E0;1.031763172E1
3.974866875E0;3.479103446E-1;-1.382669926E0;1.034158611E1
3.977329635E0;3.646788001E-1;-1.377879024E0;1.032002735E1
3.979792448E0;3.646788001E-1;-1.356319666E0;1.024337101E1
3.982255208E0;3.335375190E-1;-1.339551210E0;1.017629814E1
3.984717969E0;2.928144336E-1;-1.358715177E0;1.010203838E1
3.987180729E0;3.095827699E-1;-1.329969406E0;1.003736019E1
3.989643489E0;3.119782805E-1;-1.301223636E0;9.975078583E0
3.992106250E0;2.976053357E-1;-1.306014657E0;9.840930939E0
3.994569062E0;2.904189229E-1;-1.265291452E0;9.733134270E0
3.997031823E0;3.311420083E-1;-1.241336584E0;9.706784248E0
3.999495677E0;3.383285403E-1;-1.219777346E0;9.639711380E0
4.001958437E0;3.574922681E-1;-1.231754780E0;9.493587494E0
4.004421198E0;3.910290599E-1;-1.229359269E0;9.548683167E0
4.006883958E0;4.293566346E-1;-1.241336584E0;9.512750626E0
4.009346771E0;4.461249709E-1;-1.219777346E0;9.419326782E0
4.011809531E0;5.131984353E-1;-1.236545801E0;9.400163651E0
4.014272291E0;5.323622823E-1;-1.229359269E0;9.282784462E0
4.016735052E0;5.539215207E-1;-1.262895942E0;9.203734398E0
4.019197812E0;5.491306186E-1;-1.301223636E0;9.237270355E0
4.021660573E0;5.754808784E-1;-1.322782993E0;9.220501900E0
4.024123385E0;5.826672912E-1;-1.337155819E0;9.141450882E0
4.026586146E0;5.658990741E-1;-1.368296981E0;9.139056206E0
4.029012135E0;5.970401168E-1;-1.423393011E0;9.098333359E0
4.031474896E0;5.658990741E-1;-1.425788522E0;9.134264946E0
4.033937708E0;5.515261292E-1;-1.495257378E0;9.093542099E0
4.036400469E0;5.251757503E-1;-1.567121744E0;9.155824661E0
4.038863229E0;5.012210011E-1;-1.598263025E0;9.218107224E0
4.041325989E0;5.299667716E-1;-1.619822264E0;9.208525658E0
4.043788750E0;5.251757503E-1;-1.691686630E0;9.287575722E0
4.046251510E0;5.323622823E-1;-1.732409716E0;9.335485458E0
4.048714271E0;5.443395972E-1;-1.768342018E0;9.402558327E0
4.051177083E0;5.395486951E-1;-1.775528431E0;9.531914711E0
4.053639844E0;5.539215207E-1;-1.816251516E0;9.517540932E0
4.056102604E0;5.419440866E-1;-1.837810755E0;9.579824448E0
4.058550364E0;5.874583125E-1;-1.833019972E0;9.642106056E0
4.061013125E0;5.922492146E-1;-1.849788189E0;9.697202682E0
4.063475937E0;6.066221595E-1;-1.844997168E0;9.733134270E0
4.065938698E0;6.138085723E-1;-1.825833559E0;9.752298355E0
4.068401458E0;6.209949851E-1;-1.825833559E0;9.840930939E0
4.070864219E0;6.162039638E-1;-1.847392797E0;9.857699394E0
4.073326979E0;6.257858872E-1;-1.844997168E0;9.848116875E0
4.075789739E0;6.473452449E-1;-1.756364584E0;9.891236305E0
4.078252500E0;6.545316577E-1;-1.753969073E0;9.912795067E0
4.080715312E0;6.377633214E-1;-1.732409716E0;9.975078583E0
4.083178073E0;6.569271684E-1;-1.684500217E0;9.984660149E0
4.085640833E0;7.072321773E-1;-1.703663945E0;9.970287323E0
4.088121302E0;6.928592324E-1;-1.612635851E0;9.963100433E0
4.090584062E0;6.377633214E-1;-1.598263025E0;9.905609131E0
4.093046823E0;6.545316577E-1;-1.598263025E0;9.876863480E0
4.095509635E0;6.760910153E-1;-1.588681102E0;9.888841629E0
4.097972344E0;6.281813979E-1;-1.571912766E0;9.840930939E0
4.100435156E0;5.131984353E-1;-1.569517255E0;9.800208092E0
4.102897916E0;4.940345883E-1;-1.552748919E0;9.718762398E0
4.105360677E0;4.341476560E-1;-1.540771484E0;9.692411423E0
4.107823437E0;3.862380385E-1;-1.533584952E0;9.608570099E0
4.110286198E0;3.934245706E-1;-1.569517255E0;9.539101601E0
4.112749010E0;3.431194425E-1;-1.550353408E0;9.563055038E0
4.115211771E0;3.191646934E-1;-1.579099059E0;9.570241928E0
4.117689010E0;3.287466168E-1;-1.543166995E0;9.467236519E0
4.120151771E0;3.766561151E-1;-1.588681102E0;9.383395195E0
4.122614583E0;3.359330297E-1;-1.559935331E0;9.419326782E0
4.125077344E0;3.191646934E-1;-1.543166995E0;9.371417046E0
4.127540104E0;3.143737912E-1;-1.555144310E0;9.445676804E0
4.130002864E0;2.592777610E-1;-1.528794169E0;9.395372391E0
4.132465625E0;2.377184033E-1;-1.559935331E0;9.357044220E0
4.134928385E0;2.496957183E-1;-1.564726233E0;9.400163651E0
4.137391146E0;2.784414887E-1;-1.550353408E0;9.407349586E0
4.139853958E0;2.856280208E-1;-1.533584952E0;9.426513672E0
4.142316719E0;2.401139140E-1;-1.543166995E0;9.491190910E0
4.144779479E0;2.473002076E-1;-1.524003148E0;9.500773430E0
4.147223854E0;3.071872592E-1;-1.488070965E0;9.481609344E0
4.149686614E0;3.550968766E-1;-1.507234693E0;9.527123451E0
4.152149427E0;3.622832894E-1;-1.449743271E0;9.572637558E0
4.154612187E0;3.838426471E-1;-1.411415577E0;9.670852661E0
4.157074948E0;4.054018855E-1;-1.389856339E0;9.704389572E0
4.159537708E0;4.676844478E-1;-1.368296981E0;9.661270142E0
4.162000469E0;4.820572734E-1;-1.344342232E0;9.737925529E0
4.164463229E0;5.491306186E-1;-1.296432614E0;9.752298355E0
4.166926041E0;5.347577929E-1;-1.274873376E0;9.749903679E0
4.169388802E0;5.419440866E-1;-1.210195541E0;9.766671181E0
4.171851562E0;5.395486951E-1;-1.183845282E0;9.783440590E0
4.174314323E0;5.754808784E-1;-1.145517468E0;9.773858070E0
4.176777396E0;5.754808784E-1;-1.147912979E0;9.752298355E0
4.179240156E0;5.970401168E-1;-1.100003481E0;9.781044006E0
4.181702969E0;6.233903766E-1;-1.066466689E0;9.852908134E0
4.184165729E0;6.784864068E-1;-1.047302842E0;9.802603722E0
4.186628489E0;6.617181897E-1;-1.013766289E0;9.840930939E0
4.189091250E0;7.671191096E-1;-1.001788855E0;9.797812462E0
4.191554010E0;7.647235990E-1;-1.013766289E0;9.769066811E0
4.194016771E0;7.743056417E-1;-9.898114204E-1;9.812185287E0
4.196479583E0;7.503507733E-1;-9.658566713E-1;9.781044006E0
4.198942344E0;7.910738587E-1;-9.538792372E-1;9.814580917E0
4.201405104E0;8.198196292E-1;-9.371109009E-1;9.836140633E0
4.203867864E0;7.934693694E-1;-9.347153902E-1;9.843326569E0
4.206328646E0;7.503507733E-1;-9.419019222E-1;9.812185287E0
4.208791406E0;7.838875651E-1;-9.562747478E-1;9.749903679E0
4.211254166E0;7.216050029E-1;-9.922068119E-1;9.793021202E0
4.213716979E0;7.263960242E-1;-9.371109009E-1;9.795416832E0
4.216179739E0;6.976502538E-1;-9.011787176E-1;9.814580917E0
4.218642500E0;6.952547431E-1;-9.131561518E-1;9.826558113E0
4.221105260E0;7.359779477E-1;-9.203424454E-1;9.838536263E0
4.223568021E0;7.359779477E-1;-9.179471731E-1;9.848116875E0
4.226030833E0;7.407688498E-1;-9.179471731E-1;9.881653786E0
4.228493594E0;7.934693694E-1;-8.915969133E-1;9.855304718E0
4.230956354E0;8.006559014E-1;-8.820148706E-1;9.922377586E0
4.233419114E0;7.814920545E-1;-8.365007639E-1;9.908003807E0
4.235916823E0;7.934693694E-1;-8.604556322E-1;9.900817871E0
4.238379583E0;7.503507733E-1;-9.251334667E-1;9.862490654E0
4.240842344E0;6.904638410E-1;-8.915969133E-1;9.881653786E0
4.243305104E0;5.994356275E-1;-9.251334667E-1;9.886445045E0
4.245767916E0;5.754808784E-1;-9.179471731E-1;9.867280960E0
4.248230677E0;5.371533036E-1;-9.802294970E-1;9.831349373E0
4.250693437E0;4.652889371E-1;-9.826250076E-1;9.800208092E0
4.253156198E0;4.245657325E-1;-1.035325527E0;9.797812462E0
4.255618958E0;4.030063748E-1;-1.054489374E0;9.793021202E0
4.258081719E0;3.934245706E-1;-1.111980915E0;9.816976547E0
4.260544531E0;3.958199620E-1;-1.174263239E0;9.857699394E0
4.263007291E0;3.431194425E-1;-1.179054260E0;9.802603722E0
4.265434271E0;3.359330297E-1;-1.250918627E0;9.812185287E0
4.267897031E0;3.598877788E-1;-1.296432614E0;9.891236305E0
4.270359844E0;3.670743108E-1;-1.368296981E0;9.891236305E0
4.272822604E0;3.622832894E-1;-1.373088002E0;9.812185287E0
4.275285364E0;3.311420083E-1;-1.442556858E0;9.840930939E0
4.277748073E0;3.119782805E-1;-1.502443910E0;9.850513458E0
4.280210885E0;3.167691827E-1;-1.509630203E0;9.809790611E0
4.282673646E0;3.359330297E-1;-1.533584952E0;9.833745003E0
4.285136458E0;3.527013659E-1;-1.574308276E0;9.797812462E0
4.287599166E0;3.670743108E-1;-1.636590600E0;9.752298355E0
4.290061979E0;3.790516257E-1;-1.624613285E0;9.721157074E0
4.292524739E0;4.269611239E-1;-1.674918294E0;9.682828903E0
4.294985000E0;5.084075332E-1;-1.660545349E0;9.632524490E0
4.297447760E0;5.179893374E-1;-1.672522783E0;9.690015793E0
4.299910573E0;5.467351079E-1;-1.691686630E0;9.690015793E0
4.302373333E0;5.826672912E-1;-1.658149958E0;9.661270142E0
4.304836094E0;5.970401168E-1;-1.696477652E0;9.575033188E0
4.307298854E0;5.754808784E-1;-1.674918294E0;9.548683167E0
4.309761614E0;5.850628018E-1;-1.698873162E0;9.503169060E0
4.312224375E0;6.162039638E-1;-1.650963545E0;9.503169060E0
4.314687187E0;6.281813979E-1;-1.660545349E0;9.498377800E0
4.317149948E0;5.826672912E-1;-1.629404187E0;9.428909302E0
4.319612708E0;5.946446061E-1;-1.662940860E0;9.409745216E0
4.322075469E0;5.994356275E-1;-1.643777132E0;9.380999565E0
4.324539583E0;5.946446061E-1;-1.619822264E0;9.388186455E0
4.327002344E0;6.377633214E-1;-1.615031362E0;9.440886497E0
4.329465156E0;6.090175509E-1;-1.595867515E0;9.436095238E0
4.331927916E0;5.802717805E-1;-1.600658536E0;9.440886497E0
4.334390677E0;5.563170314E-1;-1.603053927E0;9.452863693E0
4.336853437E0;5.251757503E-1;-1.624613285E0;9.448073387E0
4.339316198E0;4.724752307E-1;-1.579099059E0;9.436095238E0
4.341778958E0;5.179893374E-1;-1.552748919E0;9.457653999E0
4.344241771E0;4.964299798E-1;-1.557539821E0;9.479214668E0
4.346704531E0;4.461249709E-1;-1.516816735E0;9.481609344E0
4.349167291E0;4.293566346E-1;-1.545562506E0;9.510354996E0
4.351630052E0;3.910290599E-1;-1.514421225E0;9.560660362E0
4.354090052E0;4.125882983E-1;-1.461720705E0;9.546287537E0
4.356552812E0;3.934245706E-1;-1.456929803E0;9.567846298E0
4.359015625E0;3.766561151E-1;-1.435370445E0;9.692411423E0
4.361478385E0;4.509159923E-1;-1.409020066E0;9.687620163E0
4.363941146E0;4.245657325E-1;-1.401833773E0;9.675642967E0
4.366403906E0;4.365431666E-1;-1.332364917E0;9.766671181E0
4.368866666E0;4.293566346E-1;-1.296432614E0;9.769066811E0
4.371329427E0;4.077973962E-1;-1.267686963E0;9.766671181E0
4.373792239E0;3.814471364E-1;-1.282059908E0;9.795416832E0
4.376255000E0;3.958199620E-1;-1.231754780E0;9.845722198E0
4.378717760E0;3.886335492E-1;-1.226963758E0;9.896027565E0
4.381180521E0;4.221702218E-1;-1.217381835E0;9.884050369E0
4.383644375E0;4.365431666E-1;-1.167076826E0;9.867280960E0
4.386107135E0;4.581024051E-1;-1.167076826E0;9.888841629E0
4.388569896E0;4.964299798E-1;-1.183845282E0;9.850513458E0
4.391032708E0;4.700797200E-1;-1.140726566E0;9.888841629E0
4.393495469E0;4.772662520E-1;-1.135935664E0;9.872072220E0
4.395958229E0;5.515261292E-1;-1.133540154E0;9.821766853E0
4.398420989E0;5.203848481E-1;-1.162285924E0;9.864886284E0
4.400883750E0;5.251757503E-1;-1.114376426E0;9.840930939E0
4.403346562E0;5.179893374E-1;-1.114376426E0;9.884050369E0
4.405809323E0;5.179893374E-1;-1.100003481E0;9.843326569E0
4.408272083E0;5.467351079E-1;-1.133540154E0;9.824163437E0
4.410734844E0;5.084075332E-1;-1.092816949E0;9.857699394E0
4.413195677E0;5.275712609E-1;-1.085630655E0;9.888841629E0
4.415658437E0;5.227803588E-1;-1.111980915E0;9.828954697E0
4.418121198E0;5.563170314E-1;-1.100003481E0;9.785835266E0
4.420584010E0;5.323622823E-1;-1.102398872E0;9.725948334E0
4.423046771E0;5.203848481E-1;-1.100003481E0;9.730739594E0
4.425509531E0;5.299667716E-1;-1.109585404E0;9.735529900E0
4.427972291E0;5.395486951E-1;-1.076048613E0;9.661270142E0
4.430435052E0;5.227803588E-1;-1.138331175E0;9.642106056E0
4.432897864E0;5.036165118E-1;-1.157494903E0;9.682828903E0
4.435360625E0;5.563170314E-1;-1.100003481E0;9.596591949E0
4.437823333E0;5.874583125E-1;-1.111980915E0;9.584615707E0
4.440286146E0;6.066221595E-1;-1.162285924E0;9.598988533E0
4.442783594E0;5.611080527E-1;-1.131144643E0;9.558265686E0
4.445246354E0;5.515261292E-1;-1.100003481E0;9.584615707E0
4.447709114E0;5.682943463E-1;-1.104794383E0;9.613361359E0
4.450171875E0;5.347577929E-1;-1.123958230E0;9.551077843E0
4.452634687E0;6.329724193E-1;-1.131144643E0;9.642106056E0
4.455097448E0;7.120231986E-1;-1.121562719E0;9.591801643E0
4.457560208E0;6.808819175E-1;-1.090421438E0;9.606174469E0
4.460022969E0;6.952547431E-1;-1.133540154E0;9.642106056E0
4.462485729E0;7.551417947E-1;-1.126353741E0;9.620547295E0
4.464948489E0;6.784864068E-1;-1.162285924E0;9.649292946E0
4.467411302E0;6.880684495E-1;-1.128749251E0;9.711575508E0
4.469874062E0;7.048367858E-1;-1.167076826E0;9.663666725E0
4.472336666E0;6.928592324E-1;-1.195822597E0;9.678038597E0
4.474799427E0;6.976502538E-1;-1.186240673E0;9.651688576E0
4.477262187E0;7.096276879E-1;-1.229359269E0;9.644502640E0
4.479724948E0;6.569271684E-1;-1.217381835E0;9.730739594E0
4.482187760E0;6.209949851E-1;-1.238941193E0;9.773858070E0
4.484650521E0;6.257858872E-1;-1.255709529E0;9.771462440E0
4.487113281E0;5.994356275E-1;-1.219777346E0;9.793021202E0
4.489576041E0;5.826672912E-1;-1.236545801E0;9.814580917E0
4.492038802E0;5.946446061E-1;-1.306014657E0;9.845722198E0
4.494501562E0;5.443395972E-1;-1.282059908E0;9.874467850E0
4.496964375E0;5.443395972E-1;-1.317991972E0;9.843326569E0
4.499427135E0;4.652889371E-1;-1.373088002E0;9.922377586E0
4.501888646E0;4.581024051E-1;-1.368296981E0;9.903213501E0
4.504351406E0;4.125882983E-1;-1.420997620E0;9.948728561E0
4.506814166E0;4.125882983E-1;-1.389856339E0;9.919981956E0
4.509276979E0;3.646788001E-1;-1.382669926E0;9.934354782E0
4.511739739E0;3.407240510E-1;-1.387460828E0;9.876863480E0
4.514202500E0;2.928144336E-1;-1.423393011E0;9.852908134E0
4.516665260E0;3.215600848E-1;-1.461720705E0;9.910400391E0
4.519128021E0;3.407240510E-1;-1.466511607E0;9.855304718E0
4.521590781E0;3.191646934E-1;-1.444952369E0;9.802603722E0
4.524053541E0;3.095827699E-1;-1.442556858E0;9.797812462E0
4.526516354E0;2.808369994E-1;-1.456929803E0;9.824163437E0
4.528979114E0;2.856280208E-1;-1.466511607E0;9.840930939E0
4.531407344E0;2.640686631E-1;-1.480884552E0;9.812185287E0
4.533870104E0;3.503058553E-1;-1.488070965E0;9.785835266E0
4.536332916E0;3.095827699E-1;-1.456929803E0;9.778649330E0
4.538795677E0;3.335375190E-1;-1.478489041E0;9.797812462E0
4.541258437E0;3.167691827E-1;-1.490466475E0;9.824163437E0
4.543721198E0;3.790516257E-1;-1.490466475E0;9.795416832E0
4.546183958E0;3.239555955E-1;-1.495257378E0;9.891236305E0
4.548646719E0;3.598877788E-1;-1.480884552E0;9.845722198E0
4.551109531E0;3.790516257E-1;-1.454534292E0;9.795416832E0
4.553572291E0;3.646788001E-1;-1.480884552E0;9.785835266E0
4.556035052E0;3.910290599E-1;-1.452138782E0;9.764276505E0
4.558497812E0;4.293566346E-1;-1.454534292E0;9.752298355E0
4.560959427E0;4.006108642E-1;-1.459325194E0;9.749903679E0
4.563422187E0;4.077973962E-1;-1.464116096E0;9.764276505E0
4.565885000E0;4.293566346E-1;-1.432974935E0;9.690015793E0
4.568347760E0;4.557068944E-1;-1.440161347E0;9.723553658E0
4.570810521E0;4.533115029E-1;-1.444952369E0;9.723553658E0
4.573273281E0;4.101929069E-1;-1.377879024E0;9.694807053E0
4.575736041E0;3.407240510E-1;-1.382669926E0;9.651688576E0
4.578198802E0;3.574922681E-1;-1.380274415E0;9.634920120E0
4.580661614E0;3.359330297E-1;-1.394647241E0;9.632524490E0
4.583124375E0;3.574922681E-1;-1.397042751E0;9.630128860E0
4.585587135E0;3.766561151E-1;-1.349133253E0;9.658875465E0
4.588049896E0;3.862380385E-1;-1.365901470E0;9.661270142E0
4.590510104E0;4.054018855E-1;-1.368296981E0;9.692411423E0
4.592972864E0;4.772662520E-1;-1.351528764E0;9.670852661E0
4.595435677E0;4.604979157E-1;-1.337155819E0;9.690015793E0
4.597898437E0;4.365431666E-1;-1.349133253E0;9.733134270E0
4.600361198E0;4.125882983E-1;-1.339551210E0;9.776253700E0
4.602823958E0;4.149838090E-1;-1.337155819E0;9.795416832E0
4.605286719E0;4.628934264E-1;-1.329969406E0;9.740321159E0
4.607749479E0;4.628934264E-1;-1.315596461E0;9.788229942E0
4.610212291E0;4.796617627E-1;-1.351528764E0;9.809790611E0
4.612675052E0;4.892436862E-1;-1.320387483E0;9.804999352E0
4.615137812E0;5.131984353E-1;-1.286850691E0;9.826558113E0
4.617600573E0;4.724752307E-1;-1.339551210E0;9.876863480E0
4.620098281E0;4.916391969E-1;-1.334760427E0;9.872072220E0
4.622561041E0;4.988254905E-1;-1.303619146E0;9.893631935E0
4.625023802E0;4.748707414E-1;-1.325178385E0;9.884050369E0
4.627486562E0;4.772662520E-1;-1.325178385E0;9.955914497E0
4.629949375E0;5.275712609E-1;-1.339551210E0;9.979868889E0
4.632412135E0;5.419440866E-1;-1.332364917E0;9.991846085E0
4.634874896E0;5.131984353E-1;-1.346737742E0;9.934354782E0
4.637337656E0;5.251757503E-1;-1.358715177E0;9.975078583E0
4.639800416E0;5.874583125E-1;-1.317991972E0;9.943937302E0
4.642263177E0;5.419440866E-1;-1.363506079E0;9.960704803E0
4.644725989E0;5.347577929E-1;-1.363506079E0;9.893631935E0
4.647188750E0;5.060120225E-1;-1.373088002E0;9.903213501E0
4.649612031E0;5.299667716E-1;-1.394647241E0;9.879259109E0
4.652074791E0;5.730853677E-1;-1.411415577E0;9.819372177E0
4.654537604E0;5.179893374E-1;-1.370692492E0;9.776253700E0
4.657000364E0;5.060120225E-1;-1.416206598E0;9.759485245E0
4.659463125E0;5.443395972E-1;-1.428184032E0;9.718762398E0
4.661925885E0;5.155939460E-1;-1.411415577E0;9.735529900E0
4.664388646E0;5.515261292E-1;-1.394647241E0;9.773858070E0
4.666851406E0;5.802717805E-1;-1.416206598E0;9.742715836E0
4.669314219E0;5.563170314E-1;-1.437765837E0;9.709179878E0
4.671776979E0;5.635035634E-1;-1.449743271E0;9.658875465E0
4.674239739E0;5.060120225E-1;-1.413811088E0;9.788229942E0
4.676702500E0;5.443395972E-1;-1.418602109E0;9.781044006E0
4.679196458E0;5.635035634E-1;-1.459325194E0;9.757089615E0
4.681659219E0;5.515261292E-1;-1.423393011E0;9.814580917E0
4.684121979E0;5.874583125E-1;-1.325178385E0;9.766671181E0
4.686584739E0;6.449497342E-1;-1.358715177E0;9.723553658E0
4.689047552E0;6.952547431E-1;-1.344342232E0;9.678038597E0
4.691510312E0;7.216050029E-1;-1.296432614E0;9.661270142E0
4.693973073E0;7.048367858E-1;-1.255709529E0;9.594197273E0
4.696435833E0;6.569271684E-1;-1.217381835E0;9.503169060E0
4.698898594E0;6.257858872E-1;-1.186240673E0;9.407349586E0
4.701361354E0;5.563170314E-1;-1.164681315E0;9.390581131E0
4.703824166E0;5.131984353E-1;-1.116771698E0;9.220501900E0
4.706286927E0;4.557068944E-1;-1.061675787E0;9.215711594E0
4.708739375E0;4.604979157E-1;-9.993933439E-1;9.134264946E0
4.711202083E0;3.694698215E-1;-9.107606411E-1;9.174987793E0
4.713664791E0;3.598877788E-1;-9.323199987E-1;9.086355209E0
4.716127500E0;3.838426471E-1;-9.514837265E-1;9.038446426E0
4.718590260E0;3.287466168E-1;-8.892014027E-1;9.079169273E0
4.721052969E0;3.143737912E-1;-8.460826874E-1;9.060005188E0
4.723515677E0;2.880234122E-1;-8.436872959E-1;9.019282341E0
4.725978385E0;2.928144336E-1;-8.580601215E-1;8.980954170E0
4.728441094E0;3.023962379E-1;-9.011787176E-1;8.985745430E0
4.730903802E0;2.784414887E-1;-8.724329472E-1;8.995326996E0
4.733366562E0;2.832325101E-1;-9.203424454E-1;8.973768234E0
4.735829271E0;3.071872592E-1;-8.820148706E-1;9.002513885E0
4.738286510E0;3.263511062E-1;-9.730430841E-1;9.026468277E0
4.740749271E0;3.311420083E-1;-1.008975267E0;9.031259537E0
4.743211979E0;3.407240510E-1;-9.993933439E-1;9.141450882E0
4.745674687E0;3.574922681E-1;-1.097607970E0;9.263621330E0
4.748137396E0;3.527013659E-1;-1.152704000E0;9.325902939E0
4.750600156E0;3.047917485E-1;-1.250918627E0;9.448073387E0
4.753062864E0;2.712551951E-1;-1.282059908E0;9.663666725E0
4.755525573E0;2.425094247E-1;-1.267686963E0;9.819372177E0
4.757988281E0;1.538766026E-1;-1.301223636E0;1.000861454E1
4.760450989E0;1.610631347E-1;-1.363506079E0;1.021702099E1
4.762913698E0;1.610631347E-1;-1.370692492E0;1.037033272E1
4.765376458E0;1.227354407E-1;-1.337155819E0;1.047812843E1
4.767831614E0;9.398972988E-2;-1.277268887E0;1.059790230E1
4.770294323E0;6.524395943E-2;-1.284455299E0;1.067216206E1
4.772757083E0;1.493889093E-2;-1.253314137E0;1.082547283E1
4.775219791E0;6.045299768E-2;-1.200613499E0;1.085421848E1
4.777682448E0;1.251308322E-1;-1.078444123E0;1.089973259E1
4.780145208E0;1.011761427E-1;-9.946023226E-1;1.101711082E1
4.782607916E0;1.898087859E-1;-8.700374365E-1;1.104346085E1
4.785070625E0;2.305319905E-1;-7.334952354E-1;1.106502151E1
4.787533333E0;2.520912290E-1;-5.777891278E-1;1.107220745E1
4.789996094E0;2.976053357E-1;-3.621960282E-1;1.103867054E1
4.792458802E0;3.814471364E-1;-2.232583165E-1;1.102429771E1
4.794921510E0;4.341476560E-1;-4.120191932E-2;1.102190208E1
4.797414583E0;4.293566346E-1;1.887640059E-1;1.098597050E1
4.799877291E0;4.077973962E-1;3.612384498E-1;1.093326950E1
4.802340000E0;4.365431666E-1;5.672495961E-1;1.091170979E1
4.804802708E0;4.557068944E-1;7.517014146E-1;1.087577820E1
4.807265416E0;4.533115029E-1;9.121984839E-1;1.089733696E1
4.809728177E0;4.988254905E-1;1.077486515E0;1.079912186E1
4.812190885E0;5.371533036E-1;1.237983584E0;1.071049023E1
4.814653594E0;5.754808784E-1;1.384107709E0;1.060029793E1
4.817116302E0;6.473452449E-1;1.527836561E0;1.040386868E1
4.819579010E0;6.904638410E-1;1.659587741E0;1.030086327E1
4.822041719E0;7.287915349E-1;1.791339159E0;1.019785690E1
4.824504427E0;8.222151399E-1;1.887158275E0;1.013078403E1
4.826958802E0;8.294016719E-1;1.990163922E0;1.010443401E1
4.829421510E0;8.054468036E-1;2.112333298E0;1.010443401E1
4.831884219E0;7.168141007E-1;2.222525120E0;1.014994812E1
4.834346927E0;6.976502538E-1;2.296785116E0;1.014515686E1
4.836809687E0;6.760910153E-1;2.397395372E0;1.017629814E1
4.839272396E0;6.497406363E-1;2.433327198E0;1.026972198E1
4.841735104E0;5.946446061E-1;2.557892323E0;1.032242203E1
4.844197812E0;5.515261292E-1;2.608197212E0;1.044698715E1
4.846660521E0;5.491306186E-1;2.608197212E0;1.048052406E1
4.849123229E0;5.108029246E-1;2.617779255E0;1.048531532E1
4.851585989E0;4.748707414E-1;2.684852600E0;1.057394695E1
4.854048698E0;5.515261292E-1;2.809417486E0;1.059790230E1
4.856511354E0;5.850628018E-1;2.809417486E0;1.066018486E1
4.858974062E0;6.138085723E-1;2.804626465E0;1.070809460E1
4.861436771E0;6.904638410E-1;2.828581333E0;1.074402618E1
4.863899479E0;7.599328160E-1;2.864513397E0;1.082068253E1
4.866362239E0;7.216050029E-1;2.859722614E0;1.083745003E1
4.868824948E0;7.072321773E-1;2.883677244E0;1.084224129E1
4.871287656E0;7.383733392E-1;2.905236721E0;1.090212822E1
4.873750364E0;7.024412751E-1;2.895654678E0;1.088536072E1
4.876213073E0;6.545316577E-1;2.852535963E0;1.088296413E1
4.878675781E0;5.970401168E-1;2.823790312E0;1.090931416E1
4.881138541E0;5.443395972E-1;2.799835443E0;1.088536072E1
4.883601250E0;4.916391969E-1;2.742343903E0;1.090212822E1
4.886063958E0;4.581024051E-1;2.715993643E0;1.086619663E1
4.888526666E0;4.269611239E-1;2.665688753E0;1.090212822E1
4.890989375E0;4.245657325E-1;2.586637974E0;1.093566513E1
4.893452135E0;3.814471364E-1;2.498005152E0;1.099315643E1
4.895914844E0;3.886335492E-1;2.433327198E0;1.093087387E1
4.898377552E0;4.173793197E-1;2.327926159E0;1.093805981E1
4.900840260E0;3.766561151E-1;2.198570490E0;1.092847824E1
4.903302969E0;3.670743108E-1;2.040468931E0;1.097638798E1
4.905765729E0;3.886335492E-1;1.942254305E0;1.092608356E1
4.908228385E0;3.862380385E-1;1.870389938E0;1.089254665E1
4.910691146E0;3.550968766E-1;1.738638639E0;1.085182285E1
4.913153854E0;3.191646934E-1;1.594909906E0;1.084463596E1
4.915591458E0;2.880234122E-1;1.477531433E0;1.073204899E1
4.918054166E0;2.281364799E-1;1.345780134E0;1.068174458E1
4.920516927E0;1.634585261E-1;1.266729355E0;1.060029793E1
4.922979635E0;8.440774679E-2;1.139768958E0;1.053322411E1
4.925442344E0;6.284844875E-2;1.034367919E0;1.047573280E1
4.927905052E0;6.045299768E-2;9.409442544E-1;1.043500996E1
4.930367760E0;3.889369965E-2;8.211703300E-1;1.037751865E1
4.932830469E0;-1.380687952E-2;7.301421165E-1;1.032721329E1
4.935293229E0;-2.578425407E-2;6.486958861E-1;1.031523609E1
4.937755937E0;-5.452996492E-2;5.145490766E-1;1.027451324E1
4.940218646E0;-1.216033697E-1;4.570575953E-1;1.032960892E1
