"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
2.372584797E1;1.837898016E0;7.780516744E-1;9.939146042E0
2.372831063E1;1.715728521E0;5.648541451E-1;9.730739594E0
2.373077339E1;1.567209005E0;4.259163737E-1;9.548683167E0
2.373323609E1;1.418689251E0;2.151142657E-1;9.347462654E0
2.373569880E1;1.368384123E0;7.138554752E-2;9.230084419E0
2.373816146E1;1.313288212E0;-8.192506433E-2;9.043237686E0
2.374062422E1;1.274960518E0;-1.825351715E-1;8.856389046E0
2.374305401E1;1.315683603E0;-3.621960282E-1;8.691101074E0
2.374551672E1;1.354011297E0;-5.155066848E-1;8.537791252E0
2.374797943E1;1.425875664E0;-6.137213111E-1;8.389270782E0
2.375044214E1;1.500135422E0;-7.670319080E-1;8.257520676E0
2.375290484E1;1.495344400E0;-8.388962746E-1;8.192842484E0
2.375536755E1;1.495344400E0;-9.610657692E-1;8.046717644E0
2.375783026E1;1.476180792E0;-1.073653102E0;7.902989388E0
2.376029297E1;1.447434902E0;-1.152704000E0;7.756864548E0
2.376275568E1;1.382756948E0;-1.203009009E0;7.689791679E0
2.376521838E1;1.265378714E0;-1.270082355E0;7.596367836E0
2.376768109E1;1.169559479E0;-1.361110568E0;7.543666840E0
2.377014380E1;1.076135874E0;-1.483279943E0;7.493362427E0
2.377260641E1;9.779213071E-1;-1.514421225E0;7.488571167E0
2.377506911E1;8.677292466E-1;-1.650963545E0;7.478988647E0
2.377753182E1;7.647235990E-1;-1.751573563E0;7.665836334E0
2.377999453E1;6.593226790E-1;-1.811460733E0;7.689791679E0
2.378245724E1;6.449497342E-1;-1.866556406E0;7.807169914E0
2.378491995E1;5.778763890E-1;-1.991121531E0;7.938920975E0
2.378738266E1;4.700797200E-1;-2.079754353E0;8.161701202E0
2.378984536E1;4.940345883E-1;-2.192341805E0;8.307825089E0
2.379230807E1;4.006108642E-1;-2.254623890E0;8.403644562E0
2.379477078E1;3.527013659E-1;-2.355234146E0;8.636005402E0
2.379723349E1;3.862380385E-1;-2.429493904E0;8.712660789E0
2.379969620E1;3.766561151E-1;-2.542081594E0;8.894717216E0
2.380215880E1;3.646788001E-1;-2.585200310E0;9.095936775E0
2.380462151E1;4.652889371E-1;-2.733719826E0;9.163011551E0
2.380708422E1;5.682943463E-1;-2.819957018E0;9.249248505E0
2.380954693E1;6.521361470E-1;-2.913380861E0;9.438490868E0
2.381200964E1;7.838875651E-1;-3.025968313E0;9.519937515E0
2.381447234E1;9.371981025E-1;-3.088250399E0;9.663666725E0
2.381693505E1;1.076135874E0;-3.097832441E0;9.807394028E0
2.381939776E1;1.231842041E0;-3.188860655E0;9.946331978E0
2.382186047E1;1.334847450E0;-3.243956804E0;1.013557529E1
2.382432318E1;1.437852859E0;-3.306239128E0;1.031044483E1
2.382678589E1;1.591163635E0;-3.334985018E0;1.039428711E1
2.382924859E1;1.746869802E0;-3.334985018E0;1.051885128E1
2.383170953E1;1.861852646E0;-3.258329391E0;1.068653488E1
2.383417224E1;1.964858532E0;-3.253538847E0;1.082307720E1
2.383663495E1;2.132541895E0;-3.188860655E0;1.091889668E1
2.383909766E1;2.271479607E0;-3.088250399E0;1.094764233E1
2.384156036E1;2.374485254E0;-2.944521904E0;1.105064869E1
2.384402307E1;2.534982204E0;-2.748092651E0;1.105064869E1
2.384648578E1;2.700270176E0;-2.489381075E0;1.100752926E1
2.384894849E1;2.858371973E0;-2.364815950E0;1.089733696E1
2.385141120E1;2.990123272E0;-2.120477200E0;1.072007179E1
2.385387391E1;3.097919703E0;-1.852183819E0;1.055957508E1
2.385633661E1;3.239253044E0;-1.603053927E0;1.038949585E1
2.385879932E1;3.323094368E0;-1.313200951E0;1.018827534E1
2.386126562E1;3.397354603E0;-1.025743604E0;9.908003807E0
2.386372833E1;3.476405621E0;-7.550545335E-1;9.675642967E0
2.386619104E1;3.593783855E0;-4.292694330E-1;9.443282127E0
2.386865375E1;3.701580524E0;-1.370210946E-1;9.266016006E0
2.387111646E1;3.742303371E0;1.696001738E-1;9.117496490E0
2.387357917E1;3.823749542E0;5.241310000E-1;8.988141060E0
2.387604188E1;3.878845692E0;8.523115516E-1;8.808480263E0
2.387850458E1;3.838122368E0;1.194864988E0;8.669542313E0
2.388096729E1;3.907591343E0;1.525441051E0;8.612051010E0
2.388343000E1;3.955501080E0;1.832062244E0;8.513835907E0
2.388589271E1;3.972269535E0;2.179406643E0;8.410830498E0
2.388835542E1;4.087252617E0;2.500400782E0;8.271893501E0
2.389081667E1;4.281285763E0;2.811813116E0;8.240751266E0
2.389327938E1;4.396268845E0;3.135202408E0;8.097023010E0
2.389574208E1;4.511251926E0;3.437032700E0;7.998807907E0
2.389820479E1;4.611862183E0;3.765213490E0;7.922152519E0
2.390066750E1;4.698099613E0;4.028716087E0;7.790401459E0
2.390313021E1;4.688517570E0;4.263472557E0;7.673023224E0
2.390559292E1;4.645399094E0;4.495834351E0;7.601158142E0
2.390805563E1;4.602280140E0;4.761732101E0;7.395147324E0
2.391051833E1;4.571138859E0;4.967743874E0;7.352028847E0
2.391298104E1;4.523229599E0;5.183336258E0;7.282560349E0
2.391544375E1;4.489692688E0;5.360602379E0;7.325678825E0
2.391790646E1;4.482506275E0;5.499540329E0;7.294537544E0
2.392036792E1;4.379500389E0;5.573799133E0;7.308910370E0
2.392283063E1;4.336381912E0;5.672014236E0;7.404729843E0
2.392529333E1;4.322009087E0;5.705551147E0;7.538875580E0
2.392775604E1;4.221398830E0;5.686387062E0;7.574808121E0
2.393021875E1;4.168698311E0;5.672014236E0;7.742491722E0
2.393268146E1;4.171093941E0;5.583381653E0;7.792797089E0
2.393514417E1;4.077670574E0;5.437257767E0;7.845498085E0
2.393760688E1;4.017783642E0;5.252805710E0;8.008390427E0
2.394006958E1;3.972269535E0;5.046794891E0;8.049113274E0
2.394253229E1;3.948314667E0;4.821619034E0;8.003599167E0
2.394499500E1;3.804585934E0;4.514998436E0;8.063486099E0
2.394745771E1;3.691998482E0;4.225145340E0;8.041926384E0
2.394992161E1;3.584201813E0;3.882591724E0;8.063486099E0
2.395238432E1;3.430891037E0;3.518479347E0;8.168887138E0
2.395484703E1;3.335072041E0;3.197484970E0;8.111395836E0
2.395730974E1;3.188948154E0;2.890863657E0;8.171281815E0
2.395977245E1;3.064383030E0;2.490818739E0;8.221588135E0
2.396223516E1;2.947004557E0;2.165033817E0;8.274288177E0
2.396469786E1;2.757761717E0;1.848830581E0;8.427598953E0
2.396716057E1;2.659547091E0;1.458367586E0;8.552164078E0
2.396962328E1;2.556541443E0;1.132582426E0;8.679123878E0
2.397208599E1;2.446349382E0;8.020064831E-1;8.798898697E0
2.397454870E1;2.350530386E0;4.283118546E-1;8.966581345E0
2.397701141E1;2.266688824E0;1.480408609E-1;9.062399864E0
2.397947422E1;2.216383696E0;-2.064899504E-1;9.160614967E0
2.398193693E1;2.125355482E0;-4.723880291E-1;9.275598526E0
2.398439964E1;2.043909311E0;-7.239133120E-1;9.316321373E0
2.398686234E1;1.995999575E0;-1.049698353E0;9.378603935E0
2.398932505E1;1.912157774E0;-1.325178385E0;9.462445259E0
2.399178776E1;1.859457254E0;-1.543166995E0;9.472026825E0
2.399425047E1;1.857061625E0;-1.744387150E0;9.436095238E0
2.399671318E1;1.778010845E0;-1.895302296E0;9.464840889E0
2.399917589E1;1.780406475E0;-2.060590267E0;9.498377800E0
2.400163859E1;1.799570322E0;-2.221087456E0;9.491190910E0
2.400410130E1;1.744474173E0;-2.312115431E0;9.555869102E0
2.400656401E1;1.782801867E0;-2.431889534E0;9.567846298E0
2.400902635E1;1.833106995E0;-2.534894943E0;9.615756035E0
2.401148906E1;1.857061625E0;-2.594781876E0;9.642106056E0
2.401395177E1;1.957671881E0;-2.592386484E0;9.620547295E0
2.401641448E1;2.031931639E0;-2.618736744E0;9.634920120E0
2.401887719E1;2.137332678E0;-2.613945723E0;9.589406013E0
2.402133990E1;2.223569870E0;-2.561245203E0;9.594197273E0
2.402380260E1;2.257106781E0;-2.534894943E0;9.563055038E0
2.402626531E1;2.245129347E0;-2.472612858E0;9.457653999E0
2.402872802E1;2.180451393E0;-2.357629776E0;9.345067024E0
2.403119073E1;2.084632158E0;-2.249833345E0;9.277994156E0
2.403365344E1;1.928926229E0;-2.118081808E0;9.191756248E0
2.403611615E1;1.801965714E0;-1.983934879E0;9.127078056E0
2.403855943E1;1.722914934E0;-1.830624342E0;9.040841103E0
2.404102214E1;1.706146717E0;-1.653358936E0;9.050423622E0
2.404348484E1;1.766033649E0;-1.411415577E0;8.985745430E0
2.404594755E1;1.869039297E0;-1.238941193E0;8.988141060E0
2.404841026E1;1.957671881E0;-1.059280276E0;8.985745430E0
2.405087297E1;2.075050354E0;-8.484781981E-1;8.997723579E0
2.405333568E1;2.194824219E0;-6.352806091E-1;8.990536690E0
2.405579839E1;2.254711151E0;-4.460378289E-1;8.985745430E0
2.405826109E1;2.338552952E0;-3.023090959E-1;8.956998825E0
2.406072380E1;2.386462450E0;-1.585803628E-1;8.935440063E0
2.406318651E1;2.381671667E0;-3.641098738E-2;8.901903152E0
2.406564922E1;2.417603731E0;9.294486046E-2;8.870761871E0
2.406811505E1;2.417603731E0;2.055323422E-1;8.830039024E0
2.407057776E1;2.345739365E0;3.181198239E-1;8.803689003E0
2.407304047E1;2.328970909E0;3.804022670E-1;8.810874939E0
2.407550318E1;2.316993713E0;4.522666335E-1;8.755779266E0
2.407796588E1;2.242733955E0;5.097581148E-1;8.815666199E0
2.408042859E1;2.228360891E0;5.816224813E-1;8.853994370E0
2.408289130E1;2.206801653E0;6.199501753E-1;8.870761871E0
2.408535401E1;2.187638044E0;6.055772305E-1;8.978559494E0
2.408781672E1;2.178056002E0;6.031817794E-1;9.033655167E0
2.409027943E1;2.175660372E0;5.768315196E-1;9.088750839E0
2.409274214E1;2.130146503E0;5.241310000E-1;9.182174683E0
2.409520484E1;2.101400614E0;4.450801909E-1;9.321112633E0
2.409770760E1;2.029536247E0;4.139389694E-1;9.409745216E0
2.410017036E1;1.945694447E0;2.726057470E-1;9.383395195E0
2.410263307E1;1.885807514E0;1.887640059E-1;9.495982170E0
2.410509583E1;1.864248276E0;7.617650926E-2;9.582219124E0
2.410755854E1;1.818734169E0;-5.317932367E-2;9.644502640E0
2.411002125E1;1.816338778E0;-1.609758735E-1;9.668457031E0
2.411248396E1;1.722914934E0;-3.550096154E-1;9.831349373E0
2.411494672E1;1.761242628E0;-4.364558458E-1;9.857699394E0
2.411740943E1;1.744474173E0;-5.226930976E-1;9.908003807E0
2.411987214E1;1.763638258E0;-7.430770993E-1;1.004215145E1
2.412233490E1;1.873830318E0;-8.101505041E-1;1.020025349E1
2.412479760E1;1.902575970E0;-9.227379560E-1;1.026253510E1
2.412723609E1;1.984022141E0;-1.066466689E0;1.035835457E1
2.412969880E1;2.072654963E0;-1.176658750E0;1.049250126E1
2.413216151E1;2.170869350E0;-1.250918627E0;1.054759693E1
2.413462427E1;2.192428589E0;-1.334760427E0;1.058352947E1
2.413708698E1;2.161287785E0;-1.423393011E0;1.066497612E1
2.413954969E1;2.204406261E0;-1.461720705E0;1.076079559E1
2.414201240E1;2.295434475E0;-1.564726233E0;1.071049023E1
2.414447516E1;2.340948343E0;-1.634195089E0;1.071288490E1
2.414693786E1;2.429581165E0;-1.619822264E0;1.070569897E1
2.414940057E1;2.479886293E0;-1.643777132E0;1.066497612E1
2.415186333E1;2.506236553E0;-1.713245988E0;1.067934799E1
2.415432604E1;2.513422966E0;-1.698873162E0;1.068174458E1
2.415679000E1;2.554146051E0;-1.686895609E0;1.067455864E1
2.415925271E1;2.642778635E0;-1.720432401E0;1.063143921E1
2.416171542E1;2.673919916E0;-1.670127392E0;1.063862514E1
2.416417818E1;2.764948130E0;-1.638986111E0;1.067695332E1
2.416664089E1;2.812857628E0;-1.586285591E0;1.066737080E1
2.416910359E1;2.798485041E0;-1.504839420E0;1.056676102E1
2.417156630E1;2.781716347E0;-1.473698139E0;1.052124691E1
2.417402906E1;2.676315546E0;-1.430579543E0;1.045177841E1
2.417649177E1;2.558937073E0;-1.346737742E0;1.031044483E1
2.417895448E1;2.352926016E0;-1.226963758E0;1.014036655E1
2.418141724E1;2.101400614E0;-1.203009009E0;1.004694271E1
2.418387995E1;1.859457254E0;-1.109585404E0;9.977473259E0
2.418634312E1;1.641468763E0;-9.898114204E-1;9.915191650E0
2.418880583E1;1.488158226E0;-9.562747478E-1;9.855304718E0
2.419126854E1;1.406712055E0;-8.484781981E-1;9.915191650E0
2.419373130E1;1.382756948E0;-7.622410059E-1;1.007089710E1
2.419619401E1;1.437852859E0;-7.047494650E-1;1.019785690E1
2.419865672E1;1.471389771E0;-6.712127924E-1;1.038710022E1
2.420111943E1;1.583977222E0;-6.400715709E-1;1.055478382E1
2.420358219E1;1.722914934E0;-6.017439365E-1;1.066737080E1
2.420604490E1;1.876225710E0;-6.137213111E-1;1.077277184E1
2.420850760E1;2.015163422E0;-6.376761198E-1;1.082307720E1
2.421097036E1;2.216383696E0;-6.927720904E-1;1.076079559E1
2.421343307E1;2.307411671E0;-7.263088226E-1;1.066497612E1
2.421589604E1;2.321784735E0;-8.197325468E-1;1.056436539E1
2.421835875E1;2.295434475E0;-8.939921856E-1;1.036075020E1
2.422082146E1;2.245129347E0;-9.634611607E-1;1.017150688E1
2.422328422E1;2.163682938E0;-1.068862200E0;1.009245586E1
2.422574693E1;2.051095486E0;-1.200613499E0;9.953517914E0
2.422820964E1;1.871434689E0;-1.317991972E0;9.812185287E0
2.423067234E1;1.746869802E0;-1.459325194E0;9.852908134E0
2.423313510E1;1.598350286E0;-1.557539821E0;9.931959152E0
2.423559781E1;1.509717464E0;-1.722827911E0;9.941541672E0
2.423806052E1;1.375570774E0;-1.859370232E0;1.005891991E1
2.424052323E1;1.315683603E0;-2.051008463E0;1.019306660E1
2.424298599E1;1.227051020E0;-2.182759762E0;1.032002735E1
2.424544859E1;1.169559479E0;-2.312115431E0;1.035595894E1
2.424791130E1;1.133627415E0;-2.448657751E0;1.047333717E1
2.425037401E1;1.066554070E0;-2.654669046E0;1.050687408E1
2.425283677E1;9.946896434E-1;-2.877448559E0;1.049010658E1
2.425529948E1;8.797066808E-1;-3.033154488E0;1.042782307E1
2.425776219E1;8.006559014E-1;-3.150532961E0;1.037991428E1
2.426022490E1;7.623280883E-1;-3.332589388E0;1.037033272E1
2.426268766E1;6.736955047E-1;-3.493086576E0;1.038470554E1
2.426515036E1;5.491306186E-1;-3.617651224E0;1.034158611E1
2.426761307E1;5.203848481E-1;-3.703888416E0;1.035835457E1
2.427007583E1;5.251757503E-1;-3.861990213E0;1.031044483E1
2.427253854E1;4.820572734E-1;-3.984159708E0;1.034877205E1
2.427499786E1;4.748707414E-1;-4.068001747E0;1.039428711E1
2.427746057E1;4.868481755E-1;-4.166215897E0;1.039907742E1
2.427992328E1;4.820572734E-1;-4.233289719E0;1.040865898E1
2.428238604E1;4.461249709E-1;-4.252452850E0;1.043500996E1
2.428484875E1;4.389386773E-1;-4.278803825E0;1.049250126E1
2.428731146E1;4.461249709E-1;-4.326712608E0;1.048771000E1
2.428977417E1;3.982154727E-1;-4.357853889E0;1.047812843E1
2.429223693E1;4.101929069E-1;-4.326712608E0;1.044938278E1
2.429469964E1;3.910290599E-1;-4.295572281E0;1.051885128E1
2.429716234E1;3.910290599E-1;-4.266825676E0;1.054041100E1
2.429962510E1;4.221702218E-1;-4.214125633E0;1.049729252E1
2.430208781E1;4.413340688E-1;-4.168611526E0;1.042782307E1
2.430455177E1;4.485204816E-1;-4.048837662E0;1.035356331E1
2.430701448E1;5.203848481E-1;-3.974577665E0;1.030086327E1
2.430947719E1;5.898538232E-1;-3.931459188E0;1.022420788E1
2.431193995E1;6.425542235E-1;-3.761379957E0;1.018108940E1
2.431440266E1;6.808819175E-1;-3.600883007E0;1.005652428E1
2.431686536E1;6.712999940E-1;-3.466736317E0;9.994242668E0
2.431932807E1;7.455598712E-1;-3.308634758E0;9.934354782E0
2.432179083E1;7.886784673E-1;-3.143346548E0;9.843326569E0
2.432425354E1;9.970851541E-1;-2.961290359E0;9.872072220E0
2.432671625E1;1.291728973E0;-2.728928804E0;9.929564476E0
2.432917901E1;1.789988518E0;-2.510940313E0;9.999032974E0
2.433164172E1;2.376880646E0;-2.376793385E0;1.004933834E1
2.433410599E1;2.887117386E0;-2.292951822E0;9.991846085E0
2.433656870E1;3.217693806E0;-2.259414911E0;9.893631935E0
2.433903141E1;2.999704838E0;-2.266601562E0;9.769066811E0
2.434149417E1;2.396044493E0;-2.213901043E0;9.491190910E0
2.434395688E1;1.512112856E0;-2.120477200E0;9.155824661E0
2.434641958E1;4.533115029E-1;-2.094126940E0;8.966581345E0
2.434888229E1;-5.527895093E-1;-2.058194637E0;8.789316177E0
2.435134505E1;-1.367252231E0;-2.024658203E0;8.724637985E0
2.435380776E1;-1.997263193E0;-1.909675360E0;8.899508476E0
2.435627047E1;-2.478754282E0;-1.813855886E0;9.184570312E0
2.435873323E1;-2.711115599E0;-1.658149958E0;9.560660362E0
2.436119594E1;-2.656019688E0;-1.473698139E0;1.008526993E1
2.436365698E1;-2.435635567E0;-1.344342232E0;1.071288490E1
2.436611969E1;-2.057149887E0;-1.191031575E0;1.124707699E1
2.436858240E1;-1.640336752E0;-1.097607970E0;1.183876038E1
2.437104516E1;-1.319342613E0;-1.006579757E0;1.221005917E1
2.437350786E1;-1.110936046E0;-9.586702585E-1;1.249272633E1
2.437597057E1;-1.000743985E0;-8.700374365E-1;1.255500793E1
2.437843328E1;-9.240886569E-1;-7.454726100E-1;1.253584385E1
2.438089604E1;-8.809700608E-1;-6.352806091E-1;1.240409279E1
2.438335875E1;-7.923373580E-1;-5.250886083E-1;1.213100815E1
2.438582146E1;-7.540097237E-1;-4.077101350E-1;1.189385605E1
2.438828417E1;-7.204730511E-1;-2.520040572E-1;1.171419525E1
2.439074693E1;-6.917272806E-1;-1.370210946E-1;1.150099850E1
2.439320885E1;-6.030945778E-1;-1.724714041E-2;1.137164211E1
2.439567156E1;-4.162472486E-1;1.192951202E-1;1.132612801E1
2.439813427E1;1.493889093E-2;3.157243729E-1;1.139320087E1
2.440059703E1;6.617181897E-1;4.426847100E-1;1.151537037E1
2.440305974E1;1.531276703E0;5.840179324E-1;1.163274956E1
2.440552245E1;2.482281685E0;7.301421165E-1;1.179803753E1
2.440798521E1;3.380586147E0;8.571025133E-1;1.189146137E1
2.441044792E1;4.139953136E0;9.145939946E-1;1.194176579E1
2.441291063E1;4.666957855E0;9.385487437E-1;1.191541481E1
2.441537333E1;4.995138645E0;9.361532927E-1;1.176929092E1
2.441783609E1;5.158031464E0;9.792718887E-1;1.155369854E1
2.442029880E1;5.148449421E0;1.051136255E0;1.127582359E1
2.442276411E1;4.985557079E0;1.005622149E0;1.086619663E1
2.442522682E1;4.767568588E0;1.017599583E0;1.047812843E1
2.442768958E1;4.482506275E0;9.984357357E-1;1.010682964E1
2.443015229E1;4.087252617E0;9.648990631E-1;9.742715836E0
2.443261500E1;3.691998482E0;8.858482838E-1;9.512750626E0
2.443507771E1;3.253625870E0;9.026165605E-1;9.227687836E0
2.443754047E1;2.839207888E0;7.996110320E-1;9.026468277E0
2.444000318E1;2.467908859E0;7.469105124E-1;8.825248718E0
2.444246588E1;2.106191397E0;6.391139627E-1;8.717452049E0
2.444492859E1;1.818734169E0;5.265264511E-1;8.657565117E0
2.444739130E1;1.528881311E0;3.899841905E-1;8.633610725E0
2.444985406E1;1.255796671E0;2.270916551E-1;8.568932533E0
2.445231490E1;1.033017159E0;-3.162002563E-2;8.547372818E0
2.445477760E1;8.270061612E-1;-2.855407596E-1;8.504254341E0
2.445724031E1;6.233903766E-1;-6.256986856E-1;8.427598953E0
2.445970307E1;5.012210011E-1;-9.395064116E-1;8.377294540E0
2.446216578E1;3.622832894E-1;-1.325178385E0;8.291056633E0
2.446462849E1;2.640686631E-1;-1.638986111E0;8.269496918E0
2.446709120E1;1.969953179E-1;-2.024658203E0;8.200028419E0
2.446955396E1;2.329273820E-1;-2.393561840E0;8.240751266E0
2.447201667E1;4.365431666E-1;-2.760070086E0;8.326989174E0
2.447447938E1;7.719101310E-1;-3.196047306E0;8.535395622E0
2.447694214E1;1.107277155E0;-3.636815310E0;8.808480263E0
2.447940484E1;1.368384123E0;-4.046442032E0;9.191756248E0
2.448187089E1;1.572000027E0;-4.396182060E0;9.555869102E0
2.448433359E1;1.672610044E0;-4.712385178E0;9.977473259E0
2.448679630E1;1.639073133E0;-4.992655754E0;1.046375561E1
2.448925906E1;1.430666685E0;-5.241786003E0;1.090452290E1
2.449172177E1;9.132433534E-1;-5.435819626E0;1.138841057E1
2.449418448E1;2.161591649E-1;-5.560384750E0;1.185552788E1
2.449664719E1;-6.414222121E-1;-5.658598900E0;1.234181118E1
2.449910995E1;-1.549308538E0;-5.696926117E0;1.278257942E1
2.450157266E1;-2.404494286E0;-5.720881462E0;1.328083801E1
2.450403536E1;-2.950663567E0;-5.680158615E0;1.365453339E1
2.450649812E1;-3.233330011E0;-5.615480423E0;1.403780937E1
2.450896083E1;-3.175838470E0;-5.517266273E0;1.448576450E1
2.451142224E1;-2.871612787E0;-5.399887085E0;1.487143612E1
2.451388495E1;-2.301488876E0;-5.229808807E0;1.519961643E1
2.451634766E1;-1.613986492E0;-5.071706772E0;1.535053253E1
2.451881042E1;-8.642017245E-1;-4.975887299E0;1.541520882E1
2.452127312E1;-1.958632469E-1;-4.753108025E0;1.527148151E1
2.452373583E1;3.239555955E-1;-4.609379768E0;1.486424923E1
2.452619854E1;7.479552627E-1;-4.484814644E0;1.427256584E1
2.452866130E1;1.006666899E0;-4.293176651E0;1.350840950E1
2.453112401E1;1.025830746E0;-4.113515854E0;1.272748280E1
2.453358672E1;9.012659192E-1;-4.072792053E0;1.188906479E1
2.453604948E1;8.054468036E-1;-4.015300751E0;1.106981087E1
2.453851219E1;7.862829566E-1;-3.917086363E0;1.024097633E1
2.454097510E1;6.712999940E-1;-3.864385843E0;9.587010384E0
2.454343781E1;5.802717805E-1;-3.775752783E0;9.064796448E0
2.454590052E1;4.988254905E-1;-3.703888416E0;8.607260704E0
2.454836328E1;3.574922681E-1;-3.670351982E0;8.343757629E0
2.455082599E1;2.233454585E-1;-3.620046854E0;8.156909943E0
2.455328870E1;1.826223731E-1;-3.591300964E0;8.070672989E0
2.455575141E1;8.919870853E-2;-3.543391466E0;7.867056847E0
2.455821417E1;-2.578425407E-2;-3.488295555E0;7.713746071E0
2.456067688E1;-5.452996492E-2;-3.375708103E0;7.598763466E0
2.456313958E1;-6.650733948E-2;-3.303843737E0;7.349633217E0
2.456560234E1;5.660057068E-4;-3.188860655E0;7.076548576E0
2.456806505E1;1.562721133E-1;-3.093041420E0;6.681295395E0
2.457052594E1;3.000008464E-1;-3.021177292E0;6.374673843E0
2.457298865E1;5.036165118E-1;-2.908589840E0;5.905159950E0
2.457545135E1;6.425542235E-1;-2.815165997E0;5.488346100E0
2.457791411E1;8.030512929E-1;-2.690601349E0;5.016437531E0
2.458037682E1;9.036614299E-1;-2.575618267E0;4.623579025E0
2.458283953E1;9.419891238E-1;-2.539685965E0;4.338517189E0
2.458530224E1;9.827122092E-1;-2.501358509E0;4.094178200E0
2.458776495E1;9.443845153E-1;-2.458239794E0;3.955240488E0
2.459022771E1;9.108478427E-1;-2.422307491E0;3.876189470E0
2.459269042E1;8.341925740E-1;-2.374397993E0;3.957636118E0
2.459515318E1;7.886784673E-1;-2.364815950E0;4.067828178E0
2.459761589E1;7.671191096E-1;-2.367211580E0;4.338517189E0
2.460008057E1;7.024412751E-1;-2.360025167E0;4.647533417E0
2.460254328E1;7.311870456E-1;-2.429493904E0;5.073928833E0
2.460500599E1;6.928592324E-1;-2.460635185E0;5.481160164E0
2.460746870E1;6.784864068E-1;-2.513335705E0;5.938696861E0
2.460993146E1;6.473452449E-1;-2.621132135E0;6.350719452E0
2.461239417E1;5.730853677E-1;-2.690601349E0;6.825023651E0
2.461485688E1;4.317521453E-1;-2.829539061E0;7.241836548E0
2.461731964E1;3.527013659E-1;-2.927753448E0;7.591576576E0
2.461978234E1;2.449049354E-1;-3.035549879E0;7.958085060E0
2.462224505E1;1.706450582E-1;-3.088250399E0;8.283870697E0
2.462470781E1;1.610631347E-1;-3.181674242E0;8.568932533E0
2.462717052E1;3.170728683E-2;-3.258329391E0;8.889925957E0
2.462963427E1;-6.890285015E-2;-3.327798605E0;9.256434441E0
2.463209698E1;-1.263943315E-1;-3.380498886E0;9.515146255E0
2.463455969E1;-2.365863323E-1;-3.485899925E0;9.850513458E0
2.463702245E1;-2.629365921E-1;-3.485899925E0;1.015713406E1
2.463948516E1;-2.916823626E-1;-3.461945295E0;1.054041100E1
2.464194786E1;-2.797049880E-1;-3.548182487E0;1.089254665E1
2.464441057E1;-2.581456900E-1;-3.572137356E0;1.115125847E1
2.464687333E1;-1.695129275E-1;-3.538600445E0;1.145069313E1
2.464933604E1;-1.575355530E-1;-3.581719160E0;1.166388988E1
2.465179875E1;-1.072304845E-1;-3.588905573E0;1.178366470E1
2.465426146E1;-9.525310993E-2;-3.572137356E0;1.189625263E1
2.465672422E1;-2.578425407E-2;-3.495481968E0;1.202321243E1
2.465916922E1;2.452081442E-2;-3.466736317E0;1.198248959E1
2.466163193E1;5.805748701E-2;-3.452363253E0;1.192260265E1
2.466409469E1;1.299218535E-1;-3.390080929E0;1.186750603E1
2.466655740E1;2.305319905E-1;-3.320611954E0;1.175970936E1
2.466902010E1;3.503058553E-1;-3.246352196E0;1.159442139E1
2.467148281E1;4.030063748E-1;-3.145741940E0;1.135966396E1
2.467394557E1;4.533115029E-1;-3.054713964E0;1.111772156E1
2.467640828E1;4.796617627E-1;-2.975662947E0;1.093566513E1
2.467887099E1;5.179893374E-1;-2.841516256E0;1.068174458E1
2.468133370E1;6.377633214E-1;-2.728928804E0;1.043980122E1
2.468379646E1;7.527462840E-1;-2.652273417E0;1.024097633E1
2.468625917E1;8.629382253E-1;-2.570827246E0;9.943937302E0
2.468874771E1;9.779213071E-1;-2.453448772E0;9.697202682E0
2.469121042E1;1.097695112E0;-2.336070299E0;9.517540932E0
2.469367312E1;1.176745892E0;-2.285765171E0;9.323508263E0
2.469613583E1;1.231842041E0;-2.170782328E0;9.151033401E0
2.469859859E1;1.279751539E0;-2.132454634E0;8.933045387E0
2.470106130E1;1.291728973E0;-2.053404093E0;8.691101074E0
2.470352401E1;1.286937952E0;-2.005494356E0;8.492277145E0
2.470598677E1;1.272564888E0;-1.938421011E0;8.315011024E0
2.470844948E1;1.274960518E0;-1.871347427E0;8.192842484E0
2.471091219E1;1.318079233E0;-1.885720491E0;8.075463295E0
2.471337490E1;1.320474625E0;-1.825833559E0;7.917362213E0
2.471583766E1;1.291728973E0;-1.770737410E0;7.821542740E0
2.471829979E1;1.358802319E0;-1.765946388E0;7.783215523E0
2.472076255E1;1.385152340E0;-1.720432401E0;7.742491722E0
2.472322526E1;1.394734383E0;-1.698873162E0;7.807169914E0
2.472568797E1;1.411502600E0;-1.734805226E0;7.809565544E0
2.472815073E1;1.392338991E0;-1.737200737E0;7.926943779E0
2.473061344E1;1.358802319E0;-1.730014205E0;8.005994797E0
2.473307615E1;1.349220514E0;-1.804274082E0;8.202424049E0
2.473553891E1;1.289333344E0;-1.823437929E0;8.315011024E0
2.473800156E1;1.294124365E0;-1.813855886E0;8.336569786E0
2.474046432E1;1.265378714E0;-1.897697687E0;8.499463081E0
2.474292703E1;1.207887173E0;-1.967166662E0;8.698287964E0
2.474538979E1;1.104881525E0;-1.976748466E0;8.820457458E0
2.474785464E1;1.056972027E0;-2.027053833E0;8.988141060E0
