t;foot_right;;;foot_left;;;hand_right;;;hand_left;;;
t;x;y;z;x;y;z;x;y;z;x;y;z;
-17,0,0,0,0,0,0,0,0,0,0,0,0
-25,0,0,0,0,0,0,0,0,0,0,0,0
-652,0,0,0,0,0,0,0,0,0,0,0,0
-683,0,0,0,0,0,0,0,0,0,0,0,0
-701,0,0,0,0,0,0,0,0,0,0,0,0
-711,0,0,0,0,0,0,0,0,0,0,0,0
-725,0,0,0,0,0,0,0,0,0,0,0,0
-738,0,0,0,0,0,0,0,0,0,0,0,0
-749,0,0,0,0,0,0,0,0,0,0,0,0
-764,0,0,0,0,0,0,0,0,0,0,0,0
-776,0,0,0,0,0,0,0,0,0,0,0,0
-788,0,0,0,0,0,0,0,0,0,0,0,0
-802,0,0,0,0,0,0,0,0,0,0,0,0
-815,0,0,0,0,0,0,0,0,0,0,0,0
-829,0,0,0,0,0,0,0,0,0,0,0,0
-842,0,0,0,0,0,0,0,0,0,0,0,0
-857,0,0,0,0,0,0,0,0,0,0,0,0
-869,0,0,0,0,0,0,0,0,0,0,0,0
-882,0,0,0,0,0,0,0,0,0,0,0,0
-897,0,0,0,0,0,0,0,0,0,0,0,0
-916,0,0,0,0,0,0,0,0,0,0,0,0
-928,0,0,0,0,0,0,0,0,0,0,0,0
-942,0,0,0,0,0,0,0,0,0,0,0,0
-955,0,0,0,0,0,0,0,0,0,0,0,0
-970,0,0,0,0,0,0,0,0,0,0,0,0
-984,0,0,0,0,0,0,0,0,0,0,0,0
-997,0,0,0,0,0,0,0,0,0,0,0,0
-9,0,0,0,0,0,0,0,0,0,0,0,0
-21,0,0,0,0,0,0,0,0,0,0,0,0
-33,0,0,0,0,0,0,0,0,0,0,0,0
-46,0,0,0,0,0,0,0,0,0,0,0,0
-59,0,0,0,0,0,0,0,0,0,0,0,0
-71,0,0,0,0,0,0,0,0,0,0,0,0
-82,0,0,0,0,0,0,0,0,0,0,0,0
-93,0,0,0,0,0,0,0,0,0,0,0,0
-104,0,0,0,0,0,0,0,0,0,0,0,0
-116,0,0,0,0,0,0,0,0,0,0,0,0
-128,0,0,0,0,0,0,0,0,0,0,0,0
-140,0,0,0,0,0,0,0,0,0,0,0,0
-151,0,0,0,0,0,0,0,0,0,0,0,0
-163,0,0,0,0,0,0,0,0,0,0,0,0
-175,0,0,0,0,0,0,0,0,0,0,0,0
-187,0,0,0,0,0,0,0,0,0,0,0,0
-198,0,0,0,0,0,0,0,0,0,0,0,0
-209,0,0,0,0,0,0,0,0,0,0,0,0
-221,0,0,0,0,0,0,0,0,0,0,0,0
-233,0,0,0,0,0,0,0,0,0,0,0,0
-244,0,0,0,0,0,0,0,0,0,0,0,0
-257,0,0,0,0,0,0,0,0,0,0,0,0
-271,0,0,0,0,0,0,0,0,0,0,0,0
-282,0,0,0,0,0,0,0,0,0,0,0,0
-301,0,0,0,0,0,0,0,0,0,0,0,0
-317,0,0,0,0,0,0,0,0,0,0,0,0
-331,0,0,0,0,0,0,0,0,0,0,0,0
-347,0,0,0,0,0,0,0,0,0,0,0,0
-362,0,0,0,0,0,0,0,0,0,0,0,0
-373,0,0,0,0,0,0,0,0,0,0,0,0
-385,0,0,0,0,0,0,0,0,0,0,0,0
-397,0,0,0,0,0,0,0,0,0,0,0,0
-407,0,0,0,0,0,0,0,0,0,0,0,0
-418,0,0,0,0,0,0,0,0,0,0,0,0
-432,0,0,0,0,0,0,0,0,0,0,0,0
-446,0,0,0,0,0,0,0,0,0,0,0,0
-461,0,0,0,0,0,0,0,0,0,0,0,0
-478,0,0,0,0,0,0,0,0,0,0,0,0
-491,0,0,0,0,0,0,0,0,0,0,0,0
-504,0,0,0,0,0,0,0,0,0,0,0,0
-516,0,0,0,0,0,0,0,0,0,0,0,0
-536,0,0,0,0,0,0,0,0,0,0,0,0
-547,0,0,0,0,0,0,0,0,0,0,0,0
-562,0,0,0,0,0,0,0,0,0,0,0,0
-578,0,0,0,0,0,0,0,0,0,0,0,0
-595,0,0,0,0,0,0,0,0,0,0,0,0
-611,0,0,0,0,0,0,0,0,0,0,0,0
-622,0,0,0,0,0,0,0,0,0,0,0,0
-642,0,0,0,0,0,0,0,0,0,0,0,0
-659,0,0,0,0,0,0,0,0,0,0,0,0
-675,0,0,0,0,0,0,0,0,0,0,0,0
-690,0,0,0,0,0,0,0,0,0,0,0,0
-704,0,0,0,0,0,0,0,0,0,0,0,0
-718,0,0,0,0,0,0,0,0,0,0,0,0
-732,0,0,0,0,0,0,0,0,0,0,0,0
-744,0,0,0,0,0,0,0,0,0,0,0,0
-756,0,0,0,0,0,0,0,0,0,0,0,0
-768,0,0,0,0,0,0,0,0,0,0,0,0
-780,0,0,0,0,0,0,0,0,0,0,0,0
-795,0,0,0,0,0,0,0,0,0,0,0,0
-808,0,0,0,0,0,0,0,0,0,0,0,0
-821,0,0,0,0,0,0,0,0,0,0,0,0
-833,0,0,0,0,0,0,0,0,0,0,0,0
-844,0,0,0,0,0,0,0,0,0,0,0,0
-861,0,0,0,0,0,0,0,0,0,0,0,0
-872,0,0,0,0,0,0,0,0,0,0,0,0
-884,0,0,0,0,0,0,0,0,0,0,0,0
-898,0,0,0,0,0,0,0,0,0,0,0,0
-910,0,0,0,0,0,0,0,0,0,0,0,0
-923,0,0,0,0,0,0,0,0,0,0,0,0
-944,0,0,0,0,0,0,0,0,0,0,0,0
-960,0,0,0,0,0,0,0,0,0,0,0,0
-973,0,0,0,0,0,0,0,0,0,0,0,0
-987,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
-13,0,0,0,0,0,0,0,0,0,0,0,0
-24,0,0,0,0,0,0,0,0,0,0,0,0
-36,0,0,0,0,0,0,0,0,0,0,0,0
-47,0,0,0,0,0,0,0,0,0,0,0,0
-60,0,0,0,0,0,0,0,0,0,0,0,0
-71,0,0,0,0,0,0,0,0,0,0,0,0
-83,0,0,0,0,0,0,0,0,0,0,0,0
-97,0,0,0,0,0,0,0,0,0,0,0,0
-107,0,0,0,0,0,0,0,0,0,0,0,0
-118,0,0,0,0,0,0,0,0,0,0,0,0
-132,0,0,0,0,0,0,0,0,0,0,0,0
-144,0,0,0,0,0,0,0,0,0,0,0,0
-156,0,0,0,0,0,0,0,0,0,0,0,0
-169,0,0,0,0,0,0,0,0,0,0,0,0
-182,0,0,0,0,0,0,0,0,0,0,0,0
-194,0,0,0,0,0,0,0,0,0,0,0,0
-205,0,0,0,0,0,0,0,0,0,0,0,0
-217,0,0,0,0,0,0,0,0,0,0,0,0
-231,0,0,0,0,0,0,0,0,0,0,0,0
-246,0,0,0,0,0,0,0,0,0,0,0,0
-262,0,0,0,0,0,0,0,0,0,0,0,0
-275,0,0,0,0,0,0,0,0,0,0,0,0
-290,0,0,0,0,0,0,0,0,0,0,0,0
-303,0,0,0,0,0,0,0,0,0,0,0,0
-316,0,0,0,0,0,0,0,0,0,0,0,0
-329,0,0,0,0,0,0,0,0,0,0,0,0
-345,0,0,0,0,0,0,0,0,0,0,0,0
-364,0,0,0,0,0,0,0,0,0,0,0,0
-380,0,0,0,0,0,0,0,0,0,0,0,0
-396,0,0,0,0,0,0,0,0,0,0,0,0
-411,0,0,0,0,0,0,0,0,0,0,0,0
-425,0,0,0,0,0,0,0,0,0,0,0,0
-444,0,0,0,0,0,0,0,0,0,0,0,0
-461,0,0,0,0,0,0,0,0,0,0,0,0
-474,0,0,0,0,0,0,0,0,0,0,0,0
-484,0,0,0,0,0,0,0,0,0,0,0,0
-501,0,0,0,0,0,0,0,0,0,0,0,0
-517,0,0,0,0,0,0,0,0,0,0,0,0
-531,0,0,0,0,0,0,0,0,0,0,0,0
-549,0,0,0,0,0,0,0,0,0,0,0,0
-565,0,0,0,0,0,0,0,0,0,0,0,0
-581,0,0,0,0,0,0,0,0,0,0,0,0
-598,0,0,0,0,0,0,0,0,0,0,0,0
-614,0,0,0,0,0,0,0,0,0,0,0,0
-628,0,0,0,0,0,0,0,0,0,0,0,0
-645,0,0,0,0,0,0,0,0,0,0,0,0
-658,0,0,0,0,0,0,0,0,0,0,0,0
-669,0,0,0,0,0,0,0,0,0,0,0,0
-680,0,0,0,0,0,0,0,0,0,0,0,0
-692,0,0,0,0,0,0,0,0,0,0,0,0
-703,0,0,0,0,0,0,0,0,0,0,0,0
-715,0,0,0,0,0,0,0,0,0,0,0,0
-728,0,0,0,0,0,0,0,0,0,0,0,0
-740,0,0,0,0,0,0,0,0,0,0,0,0
-751,0,0,0,0,0,0,0,0,0,0,0,0
-765,0,0,0,0,0,0,0,0,0,0,0,0
-781,0,0,0,0,0,0,0,0,0,0,0,0
-797,0,0,0,0,0,0,0,0,0,0,0,0
-810,0,0,0,0,0,0,0,0,0,0,0,0
-821,0,0,0,0,0,0,0,0,0,0,0,0
-833,0,0,0,0,0,0,0,0,0,0,0,0
-843,0,0,0,0,0,0,0,0,0,0,0,0
-854,0,0,0,0,0,0,0,0,0,0,0,0
-869,0,0,0,0,0,0,0,0,0,0,0,0
-880,0,0,0,0,0,0,0,0,0,0,0,0
-891,0,0,0,0,0,0,0,0,0,0,0,0
-904,0,0,0,0,0,0,0,0,0,0,0,0
-916,0,0,0,0,0,0,0,0,0,0,0,0
-929,0,0,0,0,0,0,0,0,0,0,0,0
-941,0,0,0,0,0,0,0,0,0,0,0,0
-952,0,0,0,0,0,0,0,0,0,0,0,0
-970,0,0,0,0,0,0,0,0,0,0,0,0
-985,0,0,0,0,0,0,0,0,0,0,0,0
-999,0,0,0,0,0,0,0,0,0,0,0,0
-11,0,0,0,0,0,0,0,0,0,0,0,0
-23,0,0,0,0,0,0,0,0,0,0,0,0
-36,0,0,0,0,0,0,0,0,0,0,0,0
-47,0,0,0,0,0,0,0,0,0,0,0,0
-60,0,0,0,0,0,0,0,0,0,0,0,0
-73,0,0,0,0,0,0,0,0,0,0,0,0
-90,0,0,0,0,0,0,0,0,0,0,0,0
-105,0,0,0,0,0,0,0,0,0,0,0,0
-121,0,0,0,0,0,0,0,0,0,0,0,0
-135,0,0,0,0,0,0,0,0,0,0,0,0
-150,0,0,0,0,0,0,0,0,0,0,0,0
-164,0,0,0,0,0,0,0,0,0,0,0,0
-175,0,0,0,0,0,0,0,0,0,0,0,0
-188,0,0,0,0,0,0,0,0,0,0,0,0
-205,0,0,0,0,0,0,0,0,0,0,0,0
-216,0,0,0,0,0,0,0,0,0,0,0,0
-229,0,0,0,0,0,0,0,0,0,0,0,0
-242,0,0,0,0,0,0,0,0,0,0,0,0
-253,0,0,0,0,0,0,0,0,0,0,0,0
-266,0,0,0,0,0,0,0,0,0,0,0,0
-278,0,0,0,0,0,0,0,0,0,0,0,0
-294,0,0,0,0,0,0,0,0,0,0,0,0
-307,0,0,0,0,0,0,0,0,0,0,0,0
-320,0,0,0,0,0,0,0,0,0,0,0,0
-333,0,0,0,0,0,0,0,0,0,0,0,0
-347,0,0,0,0,0,0,0,0,0,0,0,0
-360,0,0,0,0,0,0,0,0,0,0,0,0
-372,0,0,0,0,0,0,0,0,0,0,0,0
-385,0,0,0,0,0,0,0,0,0,0,0,0
-399,0,0,0,0,0,0,0,0,0,0,0,0
-409,0,0,0,0,0,0,0,0,0,0,0,0
-421,0,0,0,0,0,0,0,0,0,0,0,0
-434,0,0,0,0,0,0,0,0,0,0,0,0
-445,0,0,0,0,0,0,0,0,0,0,0,0
-456,0,0,0,0,0,0,0,0,0,0,0,0
-470,0,0,0,0,0,0,0,0,0,0,0,0
-482,0,0,0,0,0,0,0,0,0,0,0,0
-495,0,0,0,0,0,0,0,0,0,0,0,0
-506,0,0,0,0,0,0,0,0,0,0,0,0
-518,0,0,0,0,0,0,0,0,0,0,0,0
-531,0,0,0,0,0,0,0,0,0,0,0,0
-543,0,0,0,0,0,0,0,0,0,0,0,0
-554,0,0,0,0,0,0,0,0,0,0,0,0
-567,0,0,0,0,0,0,0,0,0,0,0,0
-578,0,0,0,0,0,0,0,0,0,0,0,0
-589,0,0,0,0,0,0,0,0,0,0,0,0
-601,0,0,0,0,0,0,0,0,0,0,0,0
-612,0,0,0,0,0,0,0,0,0,0,0,0
-625,0,0,0,0,0,0,0,0,0,0,0,0
-638,0,0,0,0,0,0,0,0,0,0,0,0
-649,0,0,0,0,0,0,0,0,0,0,0,0
-662,0,0,0,0,0,0,0,0,0,0,0,0
-674,0,0,0,0,0,0,0,0,0,0,0,0
-688,0,0,0,0,0,0,0,0,0,0,0,0
-701,0,0,0,0,0,0,0,0,0,0,0,0
-712,0,0,0,0,0,0,0,0,0,0,0,0
-725,0,0,0,0,0,0,0,0,0,0,0,0
-738,0,0,0,0,0,0,0,0,0,0,0,0
-749,0,0,0,0,0,0,0,0,0,0,0,0
-762,0,0,0,0,0,0,0,0,0,0,0,0
-775,0,0,0,0,0,0,0,0,0,0,0,0
-787,0,0,0,0,0,0,0,0,0,0,0,0
-800,0,0,0,0,0,0,0,0,0,0,0,0
-811,0,0,0,0,0,0,0,0,0,0,0,0
-823,0,0,0,0,0,0,0,0,0,0,0,0
-837,0,0,0,0,0,0,0,0,0,0,0,0
-849,0,0,0,0,0,0,0,0,0,0,0,0
-862,0,0,0,0,0,0,0,0,0,0,0,0
-873,0,0,0,0,0,0,0,0,0,0,0,0
-885,0,0,0,0,0,0,0,0,0,0,0,0
-898,0,0,0,0,0,0,0,0,0,0,0,0
-909,0,0,0,0,0,0,0,0,0,0,0,0
-918,0,0,0,0,0,0,0,0,0,0,0,0
-936,0,0,0,0,0,0,0,0,0,0,0,0
