t;kinect_foot_right;;;kinect_foot_left;;;kinect_hand_right;;;kinect_hand_left;;;imu_acceleration;;;imu_orientation;;;;
t;x;y;z;x;y;z;x;y;z;x;y;z;x;y;z;w;x;y;z;
50;0,1194678;-0,6019351;0,929829;-0,03073234;-0,2714584;1,051508;-0,07452244;0,05201003;0,963785;-0,4526561;0,3401764;1,398806;-1044;-1209;18808;0,612;0,014282;-0,668091;0,422913;
77;0;0;0;0;0;0;0;0;0;0;0;0;-1044;-1209;18808;0,612;0,014282;-0,668091;0,422913;
91;0,1204974;-0,6032253;0,9247785;-0,03124168;-0,2722305;1,052177;-0,07688843;0,05589065;0,9647928;-0,4522191;0,3402887;1,398475;-1044;-1209;18808;0,612;0,014282;-0,668091;0,422913;
111;0,1215134;-0,604026;0,9212379;-0,03167526;-0,2729097;1,052845;-0,08312213;0,110732;0,9786072;-0,4518289;0,3404101;1,398183;-1034;-518;18807;0,609558;0,014893;-0,670044;0,42334;
124;0;0;0;0;0;0;0;0;0;0;0;0;-1034;-518;18807;0,609558;0,014893;-0,670044;0,42334;
137;0;0;0;0;0;0;0;0;0;0;0;0;-1034;-518;18807;0,609558;0,014893;-0,670044;0,42334;
156;0,1221099;-0,6044787;0,9185873;-0,03254336;-0,2752485;1,054536;-0,07331458;0,05352008;0,9736493;-0,4514636;0,3405462;1,397911;-1114;-462;19006;0,608276;0,006165;-0,672119;0,422119;
168;0;0;0;0;0;0;0;0;0;0;0;0;-1114;-462;19006;0,608276;0,006165;-0,672119;0,422119;
183;0,07964103;-0,5427521;0,8389328;-0,03368787;-0,2781415;1,056514;0,02771179;-0,02754696;0,886858;-0,4085865;0,3349427;1,361555;-1341;-356;19122;0,608154;-0,003906;-0,673706;0,4198;
196;0;0;0;0;0;0;0;0;0;0;0;0;-1341;-356;19122;0,608154;-0,003906;-0,673706;0,4198;
210;0,04111425;-0,533151;0,8223817;-0,03509369;-0,2824852;1,059175;0,08424769;-0,0640467;0,8392153;-0,3826817;0,3314767;1,339279;-1404;-380;19199;0,60791;-0,011841;-0,674866;0,418091;
224;0;0;0;0;0;0;0;0;0;0;0;0;-1404;-380;19199;0,60791;-0,011841;-0,674866;0,418091;
236;0;0;0;0;0;0;0;0;0;0;0;0;-1404;-380;19199;0,60791;-0,011841;-0,674866;0,418091;
250;0,02295284;-0,5501954;0,8412685;-0,03591858;-0,2855572;1,061225;0,1052617;-0,07917571;0,8218018;-0,3735651;0,3302847;1,331164;-1445;-83;19479;0,603272;-0,028748;-0,678589;0,417969;
263;0;0;0;0;0;0;0;0;0;0;0;0;-1445;-83;19479;0,603272;-0,028748;-0,678589;0,417969;
278;0,02442377;-0,5788248;0,8840597;-0,04226506;-0,2989387;1,067704;0,1180458;-0,08715358;0,8112571;-0,3677791;0,3295122;1,325952;-1297;127;19515;0,600769;-0,032349;-0,679688;0,419556;
291;0;0;0;0;0;0;0;0;0;0;0;0;-1297;127;19515;0,600769;-0,032349;-0,679688;0,419556;
304;0;0;0;0;0;0;0;0;0;0;0;0;-1229;571;19515;0,59668;-0,035645;-0,681152;0,422791;
320;0,0605211;-0,593354;0,9435296;-0,04466987;-0,304159;1,070445;0,08926397;-0,07788039;0,8283014;-0,3657547;0,3291088;1,32297;-1229;571;19515;0,59668;-0,035645;-0,681152;0,422791;
332;0;0;0;0;0;0;0;0;0;0;0;0;-1305;797;19456;0,593384;-0,037109;-0,682495;0,42511;
346;0,08438548;-0,5935448;0,9734015;-0,04581254;-0,3065451;1,071724;0,06835682;-0,06969119;0,8419365;-0,427941;0,3371246;1,367666;-1305;797;19456;0,593384;-0,037109;-0,682495;0,42511;
363;0;0;0;0;0;0;0;0;0;0;0;0;-1324;1030;19348;0,587708;-0,038696;-0,685425;0,428101;
376;0;0;0;0;0;0;0;0;0;0;0;0;-1324;1030;19348;0,587708;-0,038696;-0,685425;0,428101;
389;0,09710337;-0,5933396;0,9866561;-0,04670798;-0,3074975;1,072365;0,05867446;-0,03363305;0,8638899;-0,4589466;0,3396101;1,386888;-1324;1030;19348;0,587708;-0,038696;-0,685425;0,428101;
402;0;0;0;0;0;0;0;0;0;0;0;0;-1249;1113;19383;0,583679;-0,039917;-0,687927;0,429504;
417;0,105447;-0,5922685;0,993587;-0,03157417;-0,261288;1,050771;0,0541259;-0,005517313;0,8742604;-0,4756914;0,3399441;1,396548;-1034;1233;19330;0,577332;-0,042603;-0,692139;0,43103;
430;0;0;0;0;0;0;0;0;0;0;0;0;-1034;1233;19330;0,577332;-0,042603;-0,692139;0,43103;
445;0;0;0;0;0;0;0;0;0;0;0;0;-1034;1233;19330;0,577332;-0,042603;-0,692139;0,43103;
459;0,1138863;-0,5890398;0,9940508;-0,03676762;-0,2583393;1,044674;0,07347634;0,0256266;0,9507393;-0,4756041;0,3368668;1,383759;-410;1566;19127;0,565552;-0,043945;-0,700562;0,432861;
472;0;0;0;0;0;0;0;0;0;0;0;0;-410;1566;19127;0,565552;-0,043945;-0,700562;0,432861;
487;0,1205884;-0,584426;0,9908358;-0,02569314;-0,2155644;1,030602;0,08502353;0,03798445;0,9860301;-0,4749842;0,3334951;1,373537;-65;1675;19036;0,557861;-0,042175;-0,706543;0,433411;
500;0;0;0;0;0;0;0;0;0;0;0;0;-65;1675;19036;0,557861;-0,042175;-0,706543;0,433411;
514;0,1282215;-0,5763665;0,9831285;-0,02632052;-0,212604;1,026578;0,09003643;0,09655171;1,013077;-0,4730767;0,3294274;1,363548;211;1603;18911;0,552612;-0,041077;-0,71106;0,432861;
527;0;0;0;0;0;0;0;0;0;0;0;0;211;1603;18911;0,552612;-0,041077;-0,71106;0,432861;
541;0;0;0;0;0;0;0;0;0;0;0;0;758;1413;18819;0,544861;-0,03894;-0,718201;0,43103;
557;0,1324655;-0,5677986;0,9779386;-0,02651062;-0,2118643;1,02424;0,03071598;0,1139292;1,009606;-0,474084;0,3244011;1,355723;758;1413;18819;0,544861;-0,03894;-0,718201;0,43103;
575;0;0;0;0;0;0;0;0;0;0;0;0;758;1413;18819;0,544861;-0,03894;-0,718201;0,43103;
590;0,1354632;-0,55978;0,973984;-0,02718196;-0,2135803;1,024096;0,004828895;0,1333627;1,000745;-0,477046;0,3188918;1,349665;1609;1207;18681;0,532288;-0,034546;-0,731079;0,425415;
603;0;0;0;0;0;0;0;0;0;0;0;0;1609;1207;18681;0,532288;-0,034546;-0,731079;0,425415;
617;0,1375985;-0,5524234;0,9706988;-0,02876076;-0,2172574;1,025903;-0,007462709;0,1427046;0,9877771;-0,4848846;0,3101589;1,339944;1953;1074;18557;0,527771;-0,034424;-0,736389;0,421936;
630;0;0;0;0;0;0;0;0;0;0;0;0;1953;1074;18557;0,527771;-0,034424;-0,736389;0,421936;
644;0;0;0;0;0;0;0;0;0;0;0;0;2470;709;18379;0,521667;-0,036255;-0,743897;0,416138;
658;0,1395286;-0,5455432;0,9681159;-0,05540035;-0,2398001;1,02439;-0,01017649;0,1459592;0,9769383;-0,5015182;0,2958304;1,335259;2470;709;18379;0,521667;-0,036255;-0,743897;0,416138;
671;0;0;0;0;0;0;0;0;0;0;0;0;2470;709;18379;0,521667;-0,036255;-0,743897;0,416138;
685;0,1410737;-0,5395131;0,9664384;-0,06734747;-0,2508848;1,024777;0,06146283;0,1210082;0,927168;-0,5148765;0,2834467;1,333124;2929;524;18142;0,512817;-0,043213;-0,754761;0,406799;
698;0;0;0;0;0;0;0;0;0;0;0;0;2929;524;18142;0,512817;-0,043213;-0,754761;0,406799;
713;0,1425464;-0,5336812;0,965591;-0,07339647;-0,2561006;1,025552;0,09882795;0,1078242;0,9069259;-0,5267587;0,2717525;1,333283;3108;499;17873;0,509827;-0,048157;-0,758545;0,403015;
727;0;0;0;0;0;0;0;0;0;0;0;0;3108;499;17873;0,509827;-0,048157;-0,758545;0,403015;
741;0;0;0;0;0;0;0;0;0;0;0;0;3318;351;17471;0,506104;-0,055969;-0,763062;0,398132;
756;0,1437448;-0,5282483;0,9658868;-0,07701965;-0,2590453;1,026321;0,1126586;0,104002;0,900227;-0,5587639;0,2554427;1,337012;3318;351;17471;0,506104;-0,055969;-0,763062;0,398132;
769;0;0;0;0;0;0;0;0;0;0;0;0;3285;314;17264;0,502136;-0,062317;-0,766663;0,395264;
789;0,1447757;-0,5228941;0,9674023;-0,07350771;-0,2547135;1,035977;0,1210198;0,1022338;0,9008741;-0,5679812;0,2483801;1,335791;3285;314;17264;0,502136;-0,062317;-0,766663;0,395264;
806;0;0;0;0;0;0;0;0;0;0;0;0;3285;314;17264;0,502136;-0,062317;-0,766663;0,395264;
831;0,1450557;-0,5173757;0,9703133;-0,08133983;-0,249849;1,050109;0,07826599;0,1364971;0,9590066;-0,5775902;0,2417695;1,335346;3143;416;16643;0,4953;-0,072754;-0,772095;0,39148;
845;0;0;0;0;0;0;0;0;0;0;0;0;3143;416;16643;0,4953;-0,072754;-0,772095;0,39148;
858;0,1447301;-0,5119733;0,9747959;-0,05748931;-0,2088799;1,065548;0,04804187;0,1607292;0,9992172;-0,5857825;0,2360322;1,335308;3143;416;16643;0,4953;-0,072754;-0,772095;0,39148;
871;0;0;0;0;0;0;0;0;0;0;0;0;2612;321;16264;0,488586;-0,083252;-0,77771;0,386658;
886;0,1437247;-0,5068116;0,9814125;-0,05163201;-0,2259249;0,9907001;0,03220557;0,1741513;1,022591;-0,5902121;0,2324769;1,335107;2612;321;16264;0,488586;-0,083252;-0,77771;0,386658;
900;0;0;0;0;0;0;0;0;0;0;0;0;2612;321;16264;0,488586;-0,083252;-0,77771;0,386658;
915;0,1431465;-0,5014891;0,9911807;-0,05052052;-0,2331299;0,9475258;0,01887168;0,1862068;1,04461;-0,5932344;0,2298816;1,33507;2547;379;16021;0,482666;-0,093445;-0,783386;0,380249;
928;0;0;0;0;0;0;0;0;0;0;0;0;2547;379;16021;0,482666;-0,093445;-0,783386;0,380249;
942;0;0;0;0;0;0;0;0;0;0;0;0;2523;427;15947;0,480957;-0,097229;-0,785278;0,377563;
956;0,1421044;-0,4969261;1,004713;-0,0503292;-0,235676;0,9280614;0,01221311;0,1928391;1,056984;-0,5975587;0,2258783;1,337254;2523;427;15947;0,480957;-0,097229;-0,785278;0,377563;
969;0;0;0;0;0;0;0;0;0;0;0;0;2414;468;15879;0,478882;-0,102661;-0,78772;0,373657;
990;0,1415447;-0,4927289;1,01967;-0,05034632;-0,2366677;0,9167647;0,03724188;0,1821454;1,050196;-0,6053912;0,2188189;1,343117;2414;468;15879;0,478882;-0,102661;-0,78772;0,373657;
4;0;0;0;0;0;0;0;0;0;0;0;0;2414;468;15879;0,478882;-0,102661;-0,78772;0,373657;
19;0,1084673;-0,4229432;1,064011;-0,05070288;-0,2372123;0,9094271;0,05219641;0,1746158;1,046899;-0,6407679;0,1981464;1,366759;2332;449;15789;0,475952;-0,109741;-0,790894;0,368774;
31;0;0;0;0;0;0;0;0;0;0;0;0;2332;449;15789;0,475952;-0,109741;-0,790894;0,368774;
48;0,08802277;-0,3872676;1,092347;-0,05225278;-0,2354821;0,9069403;0,2874629;0,2017967;0,8588182;-0,6623371;0,1856549;1,382473;2250;487;15643;0,474854;-0,111755;-0,792053;0,367004;
61;0;0;0;0;0;0;0;0;0;0;0;0;2250;487;15643;0,474854;-0,111755;-0,792053;0,367004;
74;0;0;0;0;0;0;0;0;0;0;0;0;2150;453;15527;0,473511;-0,114685;-0,793701;0,364319;
89;0,0809528;-0,3748995;1,103672;-0,0542834;-0,2329371;0,9092293;0,3327638;0,2237272;0,8376557;-0,6739101;0,1790778;1,391026;2150;453;15527;0,473511;-0,114685;-0,793701;0,364319;
103;0;0;0;0;0;0;0;0;0;0;0;0;2150;453;15527;0,473511;-0,114685;-0,793701;0,364319;
122;0,07717833;-0,3710849;1,111131;-0,05593624;-0,2308747;0,9153039;0,3352153;0,2329193;0,8381935;-0,6814844;0,1749183;1,397041;1901;386;15512;0,47168;-0,117737;-0,796204;0,36023;
140;0;0;0;0;0;0;0;0;0;0;0;0;1901;386;15512;0,47168;-0,117737;-0,796204;0,36023;
156;0,07558414;-0,3742084;1,115033;-0,05105797;-0,2221565;0,9454811;0,3399578;0,2379755;0,8381203;-0,687144;0,1719895;1,402009;1901;386;15512;0,47168;-0,117737;-0,796204;0,36023;
169;0;0;0;0;0;0;0;0;0;0;0;0;1743;203;15427;0,470215;-0,120667;-0,79895;0,354919;
185;0,07508197;-0,3804792;1,115336;-0,04950772;-0,2202674;0,9599135;0,342985;0,2420838;0,8402125;-0,6915035;0,1700598;1,406082;1743;203;15427;0,470215;-0,120667;-0,79895;0,354919;
202;0;0;0;0;0;0;0;0;0;0;0;0;1666;36;15494;0,469788;-0,122192;-0,800964;0,350525;
218;0,07427658;-0,3827998;1,11591;-0,04927986;-0,2184442;0,9663547;0,3468888;0,2466905;0,8425907;-0,6952529;0,1690142;1,409637;1666;36;15494;0,469788;-0,122192;-0,800964;0,350525;
231;0;0;0;0;0;0;0;0;0;0;0;0;1666;36;15494;0,469788;-0,122192;-0,800964;0,350525;
246;0,07386754;-0,3855464;1,115121;-0,04925035;-0,2172764;0,9706728;0,3402078;0,246681;0,8526264;-0,6987538;0,1687357;1,413058;1639;-215;15644;0,469788;-0,125061;-0,803894;0,342651;
260;0;0;0;0;0;0;0;0;0;0;0;0;1639;-215;15644;0,469788;-0,125061;-0,803894;0,342651;
277;0;0;0;0;0;0;0;0;0;0;0;0;1589;-374;15660;0,469788;-0,126282;-0,805115;0,339417;
294;0,07333477;-0,387724;1,113341;-0,04975185;-0,2162173;0,9740699;0,337224;0,2461139;0,859506;-0,7029251;0,1689564;1,416661;1589;-374;15660;0,469788;-0,126282;-0,805115;0,339417;
306;0;0;0;0;0;0;0;0;0;0;0;0;1589;-374;15660;0,469788;-0,126282;-0,805115;0,339417;
321;0,07241882;-0,3890179;1,110317;-0,0514643;-0,214913;0,977162;0,3374071;0,2452051;0,863687;-0,7077216;0,1694759;1,420372;1940;-521;15742;0,470154;-0,129822;-0,807495;0,331848;
334;0;0;0;0;0;0;0;0;0;0;0;0;1940;-521;15742;0,470154;-0,129822;-0,807495;0,331848;
348;0,07086871;-0,389047;1,105287;-0,05260993;-0,2140683;0,979107;0,3394537;0,2437673;0,8670861;-0,7140298;0,1699139;1,424966;2037;-438;15869;0,471069;-0,132263;-0,808167;0,327881;
361;0;0;0;0;0;0;0;0;0;0;0;0;2037;-438;15869;0,471069;-0,132263;-0,808167;0,327881;
374;0;0;0;0;0;0;0;0;0;0;0;0;1995;-426;15928;0,471802;-0,134827;-0,808289;0,325378;
388;0,06825493;-0,3868206;1,098133;-0,05471978;-0,2137649;0,980383;0,3434921;0,2418573;0,869446;-0,7199679;0,1702143;1,428947;1995;-426;15928;0,471802;-0,134827;-0,808289;0,325378;
404;0;0;0;0;0;0;0;0;0;0;0;0;1804;-517;16110;0,473084;-0,139709;-0,807922;0,32251;
420;0,06490853;-0,3782298;1,086234;-0,05761369;-0,2137271;0,9807433;0,3495598;0,2397056;0,8705612;-0,7212229;0,171945;1,431021;1804;-517;16110;0,473084;-0,139709;-0,807922;0,32251;
432;0;0;0;0;0;0;0;0;0;0;0;0;1598;-551;16178;0,473877;-0,14386;-0,807373;0,32074;
447;0,060663;-0,3647346;1,070923;-0,06048141;-0,213802;0,9804745;0,3710193;0,232072;0,8631878;-0,7211632;0,1745112;1,432413;1598;-551;16178;0,473877;-0,14386;-0,807373;0,32074;
461;0;0;0;0;0;0;0;0;0;0;0;0;1598;-551;16178;0,473877;-0,14386;-0,807373;0,32074;
473;0;0;0;0;0;0;0;0;0;0;0;0;1375;-600;16434;0,475037;-0,147339;-0,806458;0,319763;
488;0,05689011;-0,3503073;1,055402;-0,06424996;-0,2137507;0,9797519;0,3805092;0,2287933;0,8600801;-0,7204466;0,1770127;1,433146;1375;-600;16434;0,475037;-0,147339;-0,806458;0,319763;
501;0;0;0;0;0;0;0;0;0;0;0;0;1176;-604;16465;0,474548;-0,1474;-0,806702;0,319946;
516;0,04846278;-0,289111;1,021551;-0,06880744;-0,2135203;0,9790779;0,3858768;0,2270381;0,85843;-0,719122;0,1796193;1,433132;1176;-604;16465;0,474548;-0,1474;-0,806702;0,319946;
535;0;0;0;0;0;0;0;0;0;0;0;0;1080;-438;16478;0,473328;-0,147339;-0,807617;0,319397;
550;0,04198943;-0,2567835;0,9980434;-0,118804;-0,2239781;1,084135;0,3893722;0,2259876;0,8575279;-0,7174169;0,1820656;1,432471;1080;-438;16478;0,473328;-0,147339;-0,807617;0,319397;
564;0;0;0;0;0;0;0;0;0;0;0;0;1080;-438;16478;0,473328;-0,147339;-0,807617;0,319397;
579;0,03857087;-0,239763;0,9848741;-0,1404003;-0,2272284;1,125275;0,3918813;0,2253967;0,8570042;-0,7155529;0,1841523;1,431149;1085;-160;16569;0,471436;-0,150208;-0,809509;0,316101;
596;0;0;0;0;0;0;0;0;0;0;0;0;1085;-160;16569;0,471436;-0,150208;-0,809509;0,316101;
618;0,03663762;-0,228901;0,9770607;-0,1575451;-0,2266528;1,154493;0,3940343;0,2258336;0,8571326;-0,7133623;0,1862032;1,428961;1043;-134;16619;0,470276;-0,15271;-0,810303;0,314514;
630;0;0;0;0;0;0;0;0;0;0;0;0;1043;-134;16619;0,470276;-0,15271;-0,810303;0,314514;
645;0;0;0;0;0;0;0;0;0;0;0;0;1043;-134;16619;0,470276;-0,15271;-0,810303;0,314514;
658;0,03522693;-0,2214268;0,9716852;-0,1646444;-0,226052;1,16949;0,3959236;0,2285449;0,8590805;-0,7110143;0,1880091;1,426137;1101;2;16523;0,465027;-0,160645;-0,813355;0,310547;
672;0;0;0;0;0;0;0;0;0;0;0;0;1101;2;16523;0,465027;-0,160645;-0,813355;0,310547;
687;0,03393115;-0,215933;0,9675156;-0,1644593;-0,223865;1,176332;0,3988202;0,2342793;0,8639203;-0,708895;0,1893711;1,423275;1213;111;16378;0,463135;-0,162415;-0,814575;0,309204;
700;0;0;0;0;0;0;0;0;0;0;0;0;1213;111;16378;0,463135;-0,162415;-0,814575;0,309204;
715;0,0325697;-0,2123509;0,9643706;-0,1674375;-0,2241603;1,182868;0,3999936;0,2398714;0,8686158;-0,7153703;0,1861523;1,419218;1353;135;16149;0,460327;-0,164063;-0,81665;0,307007;
729;0;0;0;0;0;0;0;0;0;0;0;0;1353;135;16149;0,460327;-0,164063;-0,81665;0,307007;
744;0;0;0;0;0;0;0;0;0;0;0;0;1353;135;16149;0,460327;-0,164063;-0,81665;0,307007;
759;0,0309753;-0,2105933;0,9623114;-0,168503;-0,2243319;1,18427;0,4003602;0,2476509;0,8763374;-0,7199354;0,1837828;1,416037;1604;160;15822;0,455383;-0,165771;-0,820862;0,302307;
772;0;0;0;0;0;0;0;0;0;0;0;0;1604;160;15822;0,455383;-0,165771;-0,820862;0,302307;
788;0,02896418;-0,2104806;0,9618115;-0,1724515;-0,2182328;1,175244;0,3686821;0,2753108;0,9317634;-0,7231655;0,1819659;1,413464;1733;142;15753;0,453613;-0,166809;-0,822571;0,299622;
800;0;0;0;0;0;0;0;0;0;0;0;0;1733;142;15753;0,453613;-0,166809;-0,822571;0,299622;
819;0,03128958;-0,2154002;0,9912568;-0,2222841;-0,05749965;1,196693;0,3484534;0,293867;0,9669474;-0,7257711;0,1803131;1,411217;1953;89;15697;0,451538;-0,169312;-0,824951;0,2948;
832;0;0;0;0;0;0;0;0;0;0;0;0;1953;89;15697;0,451538;-0,169312;-0,824951;0,2948;
847;0,03284968;-0,2187794;1,010757;-0,2973772;-0,04294831;1,286838;0,3426097;0,3019892;0,9816675;-0,7277922;0,1785055;1,409014;1953;89;15697;0,451538;-0,169312;-0,824951;0,2948;
860;0;0;0;0;0;0;0;0;0;0;0;0;2017;-196;15695;0,449158;-0,173706;-0,828247;0,286499;
873;0;0;0;0;0;0;0;0;0;0;0;0;2017;-196;15695;0,449158;-0,173706;-0,828247;0,286499;
889;-0,06313737;-0,2259665;1,051969;-0,3491439;-0,02244418;1,337668;0,3401873;0,3074461;0,9913913;-0,7291801;0,1761747;1,406564;1915;-279;15628;0,448181;-0,175171;-0,82959;0,283325;
905;0;0;0;0;0;0;0;0;0;0;0;0;1915;-279;15628;0,448181;-0,175171;-0,82959;0,283325;
923;-0,131588;-0,2440063;1,075533;-0,3605451;-0,03222548;1,351591;0,341847;0,3114609;0,9984665;-0,7296714;0,1722693;1,40326;1915;-279;15628;0,448181;-0,175171;-0,82959;0,283325;
936;0;0;0;0;0;0;0;0;0;0;0;0;1998;-620;15532;0,445801;-0,179077;-0,832703;0,27533;
951;-0,1560715;-0,2498747;1,084574;-0,3649644;-0,03745538;1,355956;0,3466448;0,3142767;1,003404;-0,728492;0,1661421;1,398894;1998;-620;15532;0,445801;-0,179077;-0,832703;0,27533;
964;0;0;0;0;0;0;0;0;0;0;0;0;2136;-742;15468;0,445129;-0,179871;-0,834229;0,271179;
979;-0,1822812;-0,2476988;1,088917;-0,3668394;-0,03915991;1,358423;0,3720342;0,3154694;0,9986799;-0,714789;0,1602926;1,39337;2136;-742;15468;0,445129;-0,179871;-0,834229;0,271179;
991;0;0;0;0;0;0;0;0;0;0;0;0;2140;-866;15384;0,444763;-0,180542;-0,835571;0,267395;
3;0;0;0;0;0;0;0;0;0;0;0;0;2140;-866;15384;0,444763;-0,180542;-0,835571;0,267395;
24;-0,1970996;-0,2447845;1,090814;-0,3645781;-0,04449601;1,357534;0,3771632;0,317636;1,002842;-0,7059311;0,153697;1,389041;2220;-996;15231;0,444763;-0,181274;-0,836121;0,264954;
37;0;0;0;0;0;0;0;0;0;0;0;0;2220;-996;15231;0,444763;-0,181274;-0,836121;0,264954;
53;-0,2055721;-0,2410651;1,09037;-0,3553878;-0,05070493;1,350272;0,3877332;0,319207;1,00399;-0,7003147;0,1481676;1,385963;2220;-996;15231;0,444763;-0,181274;-0,836121;0,264954;
67;0;0;0;0;0;0;0;0;0;0;0;0;2310;-1133;15238;0,446777;-0,182678;-0,836243;0,260315;
82;-0,2021405;-0,2316604;1,09641;-0,3488319;-0,05402869;1,345332;0,3902682;0,3213696;1,009747;-0,6964248;0,142539;1,383458;2310;-1133;15238;0,446777;-0,182678;-0,836243;0,260315;
94;0;0;0;0;0;0;0;0;0;0;0;0;2205;-1088;15151;0,448364;-0,184998;-0,835449;0,258301;
109;0;0;0;0;0;0;0;0;0;0;0;0;2205;-1088;15151;0,448364;-0,184998;-0,835449;0,258301;
124;-0,1460455;-0,1983612;1,08906;-0,3441208;-0,05522178;1,341751;0,3914735;0,3231453;1,015226;-0,6937873;0,1375748;1,381512;2205;-1088;15151;0,448364;-0,184998;-0,835449;0,258301;
138;0;0;0;0;0;0;0;0;0;0;0;0;1990;-1148;15014;0,451477;-0,191834;-0,832764;0,256653;
152;-0,1204834;-0,1836907;1,085155;-0,3400357;-0,05542642;1,338797;0,391874;0,3245573;1,019908;-0,692062;0,1331644;1,38009;1990;-1148;15014;0,451477;-0,191834;-0,832764;0,256653;
164;0;0;0;0;0;0;0;0;0;0;0;0;1962;-998;15079;0,454163;-0,19458;-0,830505;0,257202;
178;0;0;0;0;0;0;0;0;0;0;0;0;1962;-998;15079;0,454163;-0,19458;-0,830505;0,257202;
193;-0,1069423;-0,1760409;1,083124;-0,157403;-0,07571749;1,05773;0,3919741;0,3256582;1,023561;-0,6910115;0,1296943;1,379119;1931;-801;15128;0,456116;-0,196838;-0,828674;0,257935;
206;0;0;0;0;0;0;0;0;0;0;0;0;1931;-801;15128;0,456116;-0,196838;-0,828674;0,257935;
224;-0,09884154;-0,1713731;1,081894;-0,1537437;-0,07744747;1,00809;0,3919492;0,3264846;1,026296;-0,6904008;0,1270556;1,37851;1812;-597;15204;0,459778;-0,19989;-0,825501;0,259277;
236;0;0;0;0;0;0;0;0;0;0;0;0;1812;-597;15204;0,459778;-0,19989;-0,825501;0,259277;
252;-0,09339207;-0,1682137;1,081059;-0,1569993;-0,07644419;0,9846883;0,3963488;0,3266378;1,02544;-0,6901193;0,1249931;1,378215;1812;-597;15204;0,459778;-0,19989;-0,825501;0,259277;
271;0;0;0;0;0;0;0;0;0;0;0;0;1392;-212;15368;0,467346;-0,204529;-0,819458;0,26123;
287;-0,08957494;-0,1662772;1,080288;-0,1590773;-0,07610209;0,9824077;0,400117;0,3265787;1,02415;-0,6900844;0,1234406;1,378159;1392;-212;15368;0,467346;-0,204529;-0,819458;0,26123;
300;0;0;0;0;0;0;0;0;0;0;0;0;1392;-212;15368;0,467346;-0,204529;-0,819458;0,26123;
315;-0,08717883;-0,1654928;1,07944;-0,1602498;-0,07625882;0,981173;0,3995605;0,326583;1,025658;-0,6902951;0,122374;1,378374;894;93;15574;0,475281;-0,209717;-0,813293;0,262085;
328;0;0;0;0;0;0;0;0;0;0;0;0;894;93;15574;0,475281;-0,209717;-0,813293;0,262085;
341;0;0;0;0;0;0;0;0;0;0;0;0;732;-28;15804;0,478577;-0,211304;-0,810852;0,262451;
357;-0,08592308;-0,1657352;1,078481;-0,1606729;-0,0772156;0,9802136;0,398823;0,3263716;1,026814;-0,6909522;0,1219233;1,379095;732;-28;15804;0,478577;-0,211304;-0,810852;0,262451;
372;0;0;0;0;0;0;0;0;0;0;0;0;377;194;15961;0,483154;-0,211914;-0,807556;0,263855;
391;-0,08339453;-0,1693326;1,081501;-0,1662397;-0,07807006;0,9920276;0,3979374;0,3258663;1,027575;-0,6924327;0,1229473;1,380791;377;194;15961;0,483154;-0,211914;-0,807556;0,263855;
404;0;0;0;0;0;0;0;0;0;0;0;0;377;194;15961;0,483154;-0,211914;-0,807556;0,263855;
418;-0,08119702;-0,1738296;1,085337;-0,1704422;-0,07927413;1,002905;0,3970199;0,3248643;1,028104;-0,6947695;0,1278133;1,384255;-115;167;16083;0,489807;-0,213806;-0,802795;0,264465;
435;0;0;0;0;0;0;0;0;0;0;0;0;-115;167;16083;0,489807;-0,213806;-0,802795;0,264465;
450;-0,06316455;-0,1846834;1,112824;-0,1723481;-0,0809519;1,009561;0,3960513;0,3232223;1,028089;-0,6968827;0,1333511;1,387686;-292;82;16304;0,492859;-0,215271;-0,800293;0,265137;
464;0;0;0;0;0;0;0;0;0;0;0;0;-292;82;16304;0,492859;-0,215271;-0,800293;0,265137;
478;0;0;0;0;0;0;0;0;0;0;0;0;-400;70;16343;0,494507;-0,215698;-0,798889;0,26593;
493;-0,04382666;-0,1900208;1,13871;-0,1725443;-0,08353435;1,013529;0,3950572;0,3209215;1,027652;-0,6972312;0,1477017;1,392327;-400;70;16343;0,494507;-0,215698;-0,798889;0,26593;
505;0;0;0;0;0;0;0;0;0;0;0;0;-400;70;16343;0,494507;-0,215698;-0,798889;0,26593;
521;-0,02668287;-0,1935328;1,159174;-0,1554725;-0,08927421;1,017395;0,3942193;0,318101;1,026858;-0,6957197;0,1623565;1,395364;-664;139;16441;0,496948;-0,216614;-0,796143;0,26886;
537;0;0;0;0;0;0;0;0;0;0;0;0;-664;139;16441;0,496948;-0,216614;-0,796143;0,26886;
556;0,001410035;-0,1957297;1,190034;-0,1040475;-0,09609552;1,009251;0,393606;0,3149937;1,025787;-0,7011065;0,171837;1,396013;-653;137;16331;0,497803;-0,216858;-0,795044;0,270447;
569;0;0;0;0;0;0;0;0;0;0;0;0;-653;137;16331;0,497803;-0,216858;-0,795044;0,270447;
584;0,01394054;-0,1971163;1,203595;-0,06600028;-0,09297231;0,9942542;0,393364;0,3118674;1,024607;-0,7055133;0,1794587;1,395801;-653;137;16331;0,497803;-0,216858;-0,795044;0,270447;
598;0;0;0;0;0;0;0;0;0;0;0;0;-691;223;16335;0,498169;-0,214966;-0,794251;0,273438;
611;0;0;0;0;0;0;0;0;0;0;0;0;-691;223;16335;0,498169;-0,214966;-0,794251;0,273438;
