Absolut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
time;hip-centerX;Y;Z;W;spineX;Y;Z;W;shoulder-centerX;Y;Z;W;headX;Y;Z;W;shoulder-leftX;Y;Z;W;elbow-leftX;Y;Z;W;wrist-leftX;Y;Z;W;hand-leftX;Y;Z;W;shoulder-rightX;Y;Z;W;elbow-rightX;Y;Z;W;wrist-rightX;Y;Z;W;hand-rightX;Y;Z;W;hip-leftX;Y;Z;W;knee-leftX;Y;Z;W;ankle-leftX;Y;Z;W;foot-leftX;Y;Z;W;hip-rightX;Y;Z;W;knee-rightX;Y;Z;W;ankle-rightX;Y;Z;W;foot-rightX;Y;Z;W
1607314476;0.0272828;0.986795;0.0913457;0.130946;-0.0487831;0.920854;0.36673;0.123118;0.000966312;0.990596;0.00526258;0.136717;0.0387892;0.982751;-0.116863;0.137981;0.854549;-0.510066;0.0915107;-0.0347033;0.758018;-0.63864;0.0979193;-0.0892205;0.74879;-0.641233;0.119773;-0.117424;0.727476;-0.662591;0.123167;-0.128773;0.828459;0.532239;0.139721;0.104185;0.791589;0.539817;0.247664;-0.143693;0.768128;0.566687;0.183085;-0.235214;0.716078;0.631002;0.239466;-0.178113;0.905173;-0.393918;0.0873453;-0.133647;0.976507;-0.0765055;0.171775;-0.105239;0.951777;0.150666;0.169836;-0.206342;-0.761674;-0.246198;-0.118152;0.587605;0.913939;0.373129;0.156668;-0.0307565;0.987085;-0.0225764;0.142478;0.0696695;0.96699;-0.168748;0.136601;0.133394;0.864508;-0.084072;0.195819;-0.455207
1607314476;-0.0452316;0.988045;0.0752488;0.126722;-0.0987911;0.922332;0.346926;0.138512;-0.0407136;0.98601;-0.00286684;0.161614;0.0081028;0.97513;-0.142565;0.169504;0.883575;-0.446093;0.131769;-0.0541498;0.942377;-0.247412;0.0910322;-0.205974;0.930523;-0.210973;0.118492;-0.274913;0.931081;-0.283261;0.0783491;-0.216131;0.826843;0.532238;0.149775;0.103055;0.945222;0.281809;0.150717;0.0665099;0.944928;0.301166;0.110172;-0.0653579;0.955614;0.267037;0.112045;-0.0542198;0.93019;-0.336192;0.088296;-0.118003;0.990345;-0.0485229;0.127971;-0.0220254;0.986515;-0.0208341;0.13295;-0.0931536;0.865195;0.0578525;0.143233;-0.477048;0.892937;0.425374;0.145999;-0.0201325;0.981835;0.0674625;0.126202;-0.124587;0.986576;0.0436429;0.126617;-0.0934397;-0.838239;-0.11885;-0.108331;0.521051
1607314477;-0.0509518;0.989111;0.0740152;0.116557;-0.0891356;0.924737;0.343061;0.138657;-0.0153405;0.984444;-0.00145015;0.17502;-0.000976425;0.969653;-0.173528;0.172219;0.886054;-0.432956;0.151545;-0.0670201;0.97234;-0.0908343;0.152684;-0.151631;0.937576;-0.0515199;0.169601;-0.299219;0.941144;0.0193543;0.192358;-0.277259;0.831338;0.523871;0.154881;0.102212;0.974646;0.135911;0.170258;0.0510479;0.963634;0.199869;0.151383;-0.0924365;0.960754;0.216765;0.156926;-0.0730668;0.929724;-0.341394;0.0781484;-0.113827;0.990018;-0.069359;0.122463;0.00756849;0.989275;-0.0788777;0.122936;-0.000483277;0.875109;0.0354926;0.17061;-0.45146;0.898063;0.417636;0.135792;-0.0249831;0.981676;0.0972078;0.119016;-0.112689;0.983266;0.102141;0.121955;-0.088785;-0.8035;-0.192355;-0.0860558;0.556761
1607314477;0.0327267;0.997826;0.0563425;0.0099237;-0.0104766;0.941715;0.328458;0.0719658;0.0306501;0.996094;-0.0262593;0.0785398;0.161875;0.937047;-0.292203;0.101766;0.893683;-0.439946;0.0865213;-0.0171008;0.968054;-0.180793;0.172062;0.0240716;0.955673;-0.145679;0.202655;-0.156196;0.950301;-0.157838;0.202801;-0.175748;0.882945;0.463501;0.0515613;0.0540128;0.981849;0.189556;0.00610418;-0.00192059;0.960764;0.186808;-0.0327362;-0.202396;0.967087;0.171031;-0.0332763;-0.185428;0.904664;-0.422267;-0.0130191;-0.0557087;0.983271;-0.0751444;0.00609998;-0.165812;0.978522;-0.116139;-0.000688089;-0.170314;-0.798451;0.0374068;-0.102011;0.592174;0.92663;0.371596;0.0317586;-0.0475852;0.995756;0.0895644;0.0110052;-0.0181115;0.991878;0.126203;0.0130648;0.00891237;-0.837407;-0.186876;0.0108425;0.513526
1607314477;0.00144871;0.994164;0.107845;0.00223415;-0.0111523;0.926436;0.375787;0.0194142;-0.0420372;0.999094;0.00603384;-0.00287284;0.288048;0.929782;-0.213354;0.0837506;0.91872;-0.39378;0.00556335;-0.0293133;0.93838;-0.20073;0.277902;-0.0438271;0.891666;-0.11821;0.321789;-0.29565;0.911028;-0.105168;0.326729;-0.228509;0.890155;0.454865;-0.00951616;-0.0251224;0.924689;0.240522;-0.293935;0.0264988;0.903455;0.161962;-0.343536;-0.198796;0.88362;0.216678;-0.334431;-0.245809;0.912044;-0.395651;-0.0407241;-0.0998849;0.98585;-0.0930817;-0.0106408;-0.139007;0.980187;-0.130838;-0.0154332;-0.147908;-0.776917;0.107243;-0.0630289;0.617192;0.905995;0.409314;0.0465792;-0.0972925;0.987288;0.157324;-0.00158129;0.0225539;0.985459;0.169446;-0.00338751;0.0121141;-0.842746;-0.167179;0.0766943;0.505913
1607314478;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
1607314478;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
1607314479;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
1607314479;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
1607314480;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
